CRR Buses,WECC Buses,Similarity
PIT5   4,PNCHVLY,0.3526217013888889
FIFTHS 2,FGRDN T2,0.415866236291604
FIFTHS 2,FGRDN T1,0.4346463858835414
FIFTHS 2,FULTON,0.45628232785504164
FIFTHS 2,FOLSOM,0.4431094113916797
FIFTHS 2,FRANKLN,0.36956531185437014
HATRDG 1,HENTAP2,0.40879068205733493
HATRDG 1,HENTAP1,0.41394376261548543
HATRDG 1,HAAS,0.5570978206200968
HATRDG 1,HERNDON,0.440221381132062
HATRDG 1,HIGHWINDS,0.4888026994662815
HATRDG 1,HRIDGE,0.9649209302325583
HATRDG 1,HYATT2,0.363559363333418
HATRDG 1,HURLEY S,0.3928059288078049
HATRDG 1,HEDGE,0.44548327890672096
HATRDG 1,HPH2_2,0.5283032028224306
HATRDG 1,HPH1_1,0.5394942786599574
MOSSLD12,MIDWAY-R13,0.3964217216399589
MOSSLD12,MIDWAY-R12,0.39582912904736633
MOSSLD12,MIDWAY-R11,0.42996246238069974
MOSSLD12,MIDWAY-F,0.6067552270535955
MOSSLD12,MIDWAY-E,0.5461280312197256
MOSSLD12,MIDWAY-DBAAH,0.5192054810952631
MOSSLD12,MIDWAY-DDBSB,0.5191025344864763
MOSSLD12,MORROBAY,0.5834299007577075
MOSSLD12,MUSTANGSS,0.5789672805466421
MOSSLD12,MC CALL,0.587276034328203
MOSSLD12,MOSSLNSW,0.8397263453007371
MOSSLD12,METCALF,0.6602420434343433
MOSSLD12,MONTAVIS,0.6268988657953903
MOSSLD12,MARTIN C,0.5188491283328983
MOSSLD12,MARIPOSA,0.3902113705802535
MOSSLD12,MORAGA,0.5986636212133609
MOSSLD12,MARSHLD2,0.48613977932363805
MOSSLD12,MARSHLD1,0.4862616457461646
MOSSLD12,MDDLFK M,0.4066960336536776
MOSSLD12,MALACHA2,0.3895598326359833
MOSSLD12,MOC_TAP6,0.4436028067507394
MOSSLD12,MOC_TAP5,0.4419316861678537
JEFRSN 1,JEFFERSN,0.9711241087983045
JEFRSN 1,J.F.CARR,0.6095171016857297
TRNQL8 1,TRANQLTYSS,0.4156999262564821
TRNQL8 1,TESLA C,0.32347510574825167
TRNQL8 1,TESLA D,0.31197205502437453
TRNQL8 1,TESLA E,0.3201324182228905
TRNQL8 1,TIGR CKM,0.5742688576611177
TRNQL8 1,TIGR CRK,0.39028217011725763
TRNQL8 1,TABLE MTN E,0.33115500459181524
TRNQL8 1,TBL MT2M,0.5425473814010157
TRNQL8 1,TABLE MTN D,0.31609169659195313
TRNQL8 1,TBC_PTB1,0.6082544669669671
TRNQL8 1,THM JCT,0.3837504044784222
TRNQL8 1,THM JCT2,0.37807133709555885
TRNQL8 1,TRINITY,0.5731944823606785
TRNQL8 1,TRCY PMP,0.4019445147330454
TRNQL8 1,TRNQ8GVS,0.7361335826053741
THERMA 6,TRANQLTYSS,0.4268944926984769
THERMA 6,TESLA C,0.5230634786924322
THERMA 6,TESLA D,0.4638997979450271
THERMA 6,TESLA E,0.4562878295584035
THERMA 6,TIGR CKM,0.3989417925043266
THERMA 6,TIGR CRK,0.5496633909368926
THERMA 6,TABLE MTN E,0.5647484544590194
THERMA 6,TBL MT2M,0.40890720033253125
THERMA 6,TABLE MTN D,0.490218636364324
THERMA 6,TBC_PTB1,0.4098923587249606
THERMA 6,THM JCT,0.7728546486912916
THERMA 6,THM JCT2,0.7412546486912915
THERMA 6,TRINITY,0.4391814059535574
THERMA 6,TRCY PMP,0.440672548869319
THERMA 6,TRNQ8GVS,0.40675391487422385
BLKDIA 1,BKRSFLDA,0.38568539165686616
BLKDIA 1,BKRSFDJ2,0.3870474557600679
BLKDIA 1,BALCH3TP,0.3989866925112958
BLKDIA 1,BORDEN,0.3551370878547994
BLKDIA 1,BVISTAWNDC1,0.5843882949911383
BLKDIA 1,BELLOTA,0.4185489832271795
BLKDIA 1,BDLSWSTA,0.39777038472247833
BLKDIA 1,BOTTLERK,0.6486298682682774
BLKDIA 1,BEARCNYN,0.6186448758306515
BLKDIA 1,BCKS CRK,0.6436664727895429
BLKDIA 1,BELDENTP,0.38506447786572134
BLKDIA 1,BLACK,0.6915145543738324
BLKDIA 1,BUENAVJ2,0.3818691624731963
BLKDIA 1,BUENAVJ1,0.3818691624731963
EMBARC 1,ELKHIL_G,0.2730059794867286
EMBARC 1,EMBRCDRD,0.9223810804575601
EMBARC 1,EIGHT MI,0.2652979415079577
EMBARC 1,E. SHORE,0.2557952525328482
EMBARC 1,ELVERTAW,0.3298127771965115
EMBARC 1,ELVERTAE,0.3254003199920207
EMBARC 1,ELVERTAS,0.30276138682178527
EMBARC 1,ELKGROVE,0.30260694680730393
THERMA 7,TRANQLTYSS,0.4365749083156054
THERMA 7,TESLA C,0.5278491149470915
THERMA 7,TESLA D,0.5019588418107568
THERMA 7,TESLA E,0.4595231089995213
THERMA 7,TIGR CKM,0.4070667925043266
THERMA 7,TIGR CRK,0.5598374781763812
THERMA 7,TABLE MTN E,0.5672906253975514
THERMA 7,TBL MT2M,0.4170322003325312
THERMA 7,TABLE MTN D,0.5016431435327827
THERMA 7,TBC_PTB1,0.4148923587249606
THERMA 7,THM JCT,0.8584203421219485
THERMA 7,THM JCT2,0.7348203421219486
THERMA 7,TRINITY,0.4379517438759604
THERMA 7,TRCY PMP,0.48062421207382144
THERMA 7,TRNQ8GVS,0.41487891487422385
BUENVS 5,BKRSFLDA,0.5624816942478945
BUENVS 5,BKRSFDJ2,0.6072006424020093
BUENVS 5,BALCH3TP,0.6051376098551615
BUENVS 5,BORDEN,0.5895136666055345
BUENVS 5,BVISTAWNDC1,0.4318308291978072
BUENVS 5,BELLOTA,0.4551947546845133
BUENVS 5,BDLSWSTA,0.47190429564143677
BUENVS 5,BOTTLERK,0.3868626809664111
BUENVS 5,BEARCNYN,0.45262264211276815
BUENVS 5,BCKS CRK,0.4389879047363814
BUENVS 5,BELDENTP,0.5906663108095506
BUENVS 5,BLACK,0.46503507143867967
BUENVS 5,BUENAVJ2,0.8402078098392649
BUENVS 5,BUENAVJ1,0.761007809839265
STIGCT 2,SUNST,0.39807326937326937
STIGCT 2,STCKDLJ1,0.5688085294809893
STIGCT 2,SOLARSS,0.44313723758572454
STIGCT 2,STOREYJCT2,0.6059878165305737
STIGCT 2,STOREYJCT1,0.6185389857859029
STIGCT 2,STOREY 1,0.38284824203100754
STIGCT 2,STOREY 2,0.36855178592896193
STIGCT 2,SLACTAP2,0.5771190247437005
STIGCT 2,SLACTAP1,0.5779455723550964
STIGCT 2,SANMATEO,0.5550878079637556
STIGCT 2,SANDHLW,0.3667149970648549
STIGCT 2,SANDHLWJCT,0.5814704659299103
STIGCT 2,SRRC JCT,0.6506273528474007
STIGCT 2,SOBRANTE,0.5521727941982502
STIGCT 2,STAGG-J1,0.7193596212214588
STIGCT 2,STAGG-J2,0.6797233273137027
STIGCT 2,SHILOH1,0.3525362234099438
STIGCT 2,SHILOH2,0.35837084584584583
STIGCT 2,SHILOH4,0.34414144144144143
STIGCT 2,SHILOH4JCT,0.5839449884210354
STIGCT 2,SHILOH3,0.3565709169390948
STIGCT 2,SHILOH3JCT,0.6365759420897689
STIGCT 2,SONOMAPPGEO,0.38085599974974976
STIGCT 2,SANTAFE,0.44907170050150275
STIGCT 2,SSS,0.6310253515105191
STIGCT 2,SPRINGCR,0.4203678589370904
STIGCT 2,SHASTA,0.6315255321613443
STIGCT 2,SUTTER,0.416481313039216
STIGCT 2,SVP_230,0.3896013780315086
STIGCT 2,SVS_SW,0.606318800427472
STIGCT 2,SLATE,0.38658048048048044
BUENVS 4,BKRSFLDA,0.5943650315136257
BUENVS 4,BKRSFDJ2,0.6973908413693424
BUENVS 4,BALCH3TP,0.6291151019016812
BUENVS 4,BORDEN,0.5156315026477022
BUENVS 4,BVISTAWNDC1,0.4235501299285821
BUENVS 4,BELLOTA,0.4690550975214821
BUENVS 4,BDLSWSTA,0.42254361939604923
BUENVS 4,BOTTLERK,0.40671320425151103
BUENVS 4,BEARCNYN,0.4565931524466538
BUENVS 4,BCKS CRK,0.4329063332780326
BUENVS 4,BELDENTP,0.6295068644380357
BUENVS 4,BLACK,0.4601356508071285
BUENVS 4,BUENAVJ2,0.8512993020079088
BUENVS 4,BUENAVJ1,0.9232993020079088
TESLA  8,TRANQLTYSS,0.5726453387087314
TESLA  8,TESLA C,0.6849449802566904
TESLA  8,TESLA D,0.9307960233881275
TESLA  8,TESLA E,0.756735913915722
TESLA  8,TIGR CKM,0.37873510378884456
TESLA  8,TIGR CRK,0.46987329399533184
TESLA  8,TABLE MTN E,0.5261033602275749
TESLA  8,TBL MT2M,0.40358756512523863
TESLA  8,TABLE MTN D,0.5422183280159352
TESLA  8,TBC_PTB1,0.29924711448360425
TESLA  8,THM JCT,0.47781502960101563
TESLA  8,THM JCT2,0.48083417004551127
TESLA  8,TRINITY,0.3815041010254527
TESLA  8,TRCY PMP,0.5891045411868674
TESLA  8,TRNQ8GVS,0.3013684035765123
WNDGPP 7,WHEELER,0.44852007615849543
WNDGPP 7,WILSON,0.30826921869257634
WNDGPP 7,WRIGHTFRMN,0.6948894740011302
WNDGPP 7,WESTLEY,0.38194603104003394
WNDGPP 7,WINDMASTERJT,0.4228058472194747
WNDGPP 7,WILSONRCTR,0.4119388461067294
WNDGPP 7,WARNERVL,0.35692740647342724
WNDGPP 7,WEBER,0.3491501987889942
WNDGPP 7,WSFRDFLT,0.6750552620333319
WNDGPP 7,WND GPJ2,0.6272235718115627
WNDGPP 7,WND GPJ1,0.6272235718115627
WNDGPP 7,WHLR RJ2,0.4974205892695493
WNDGPP 7,WHLR RJ1,0.5070205892695493
WNDGPP 7,WHITEROK,0.359329570184274
WNDGPP 7,WPSN,0.6492031335170078
WNDGPP 6,WHEELER,0.7820181965253552
WNDGPP 6,WILSON,0.4018407887292731
WNDGPP 6,WRIGHTFRMN,0.38670664453051184
WNDGPP 6,WESTLEY,0.431706874703669
WNDGPP 6,WINDMASTERJT,0.7053557698074251
WNDGPP 6,WILSONRCTR,0.460955773861253
WNDGPP 6,WARNERVL,0.5153464057369677
WNDGPP 6,WEBER,0.5648597409362597
WNDGPP 6,WSFRDFLT,0.4352628651222217
WNDGPP 6,WND GPJ2,0.9398985412574361
WNDGPP 6,WND GPJ1,0.859113356072251
WNDGPP 6,WHLR RJ2,0.703219376655722
WNDGPP 6,WHLR RJ1,0.671071228507574
WNDGPP 6,WHITEROK,0.5559928648639583
WNDGPP 6,WPSN,0.37679508319496235
SCARLT 2,SUNST,0.6221271099000776
SCARLT 2,STCKDLJ1,0.46348971047512993
SCARLT 2,SOLARSS,0.3518604921212603
SCARLT 2,STOREYJCT2,0.39625234044598234
SCARLT 2,STOREYJCT1,0.40112734044598236
SCARLT 2,STOREY 1,0.6280582118141375
SCARLT 2,STOREY 2,0.5926332118141373
SCARLT 2,SLACTAP2,0.37763718559663284
SCARLT 2,SLACTAP1,0.3819298129302712
SCARLT 2,SANMATEO,0.3545870680232877
SCARLT 2,SANDHLW,0.5928864523260284
SCARLT 2,SANDHLWJCT,0.41040659521978723
SCARLT 2,SRRC JCT,0.4192367198274296
SCARLT 2,SOBRANTE,0.47207125802182826
SCARLT 2,STAGG-J1,0.36905723198104
SCARLT 2,STAGG-J2,0.44091955016497053
SCARLT 2,SHILOH1,0.6340079770143352
SCARLT 2,SHILOH2,0.6175892293799135
SCARLT 2,SHILOH4,0.5487288927335641
SCARLT 2,SHILOH4JCT,0.4004452193171139
SCARLT 2,SHILOH3,0.6143392293799135
SCARLT 2,SHILOH3JCT,0.4380109774552204
SCARLT 2,SONOMAPPGEO,0.5470399750096118
SCARLT 2,SANTAFE,0.5408260668973472
SCARLT 2,SSS,0.38913009935205883
SCARLT 2,SPRINGCR,0.5531363280606361
SCARLT 2,SHASTA,0.4011718333465937
SCARLT 2,SUTTER,0.6150416914305841
SCARLT 2,SVP_230,0.5888801207095413
SCARLT 2,SVS_SW,0.37444615134762493
SCARLT 2,SLATE,0.6851154844290657
MORAGA 5,MIDWAY-R13,0.3831203666718502
MORAGA 5,MIDWAY-R12,0.3843648111162946
MORAGA 5,MIDWAY-R11,0.3835648111162946
MORAGA 5,MIDWAY-F,0.5342627762016091
MORAGA 5,MIDWAY-E,0.5409949135112305
MORAGA 5,MIDWAY-DBAAH,0.4741453834225131
MORAGA 5,MIDWAY-DDBSB,0.5053681598493346
MORAGA 5,MORROBAY,0.6219467329384525
MORAGA 5,MUSTANGSS,0.5694708390774036
MORAGA 5,MC CALL,0.531204851722741
MORAGA 5,MOSSLNSW,0.5859582186784074
MORAGA 5,METCALF,0.5645064753390491
MORAGA 5,MONTAVIS,0.5903090797914178
MORAGA 5,MARTIN C,0.5522064518185035
MORAGA 5,MARIPOSA,0.46270113564171034
MORAGA 5,MORAGA,0.98989285639885
MORAGA 5,MARSHLD2,0.44532960342727573
MORAGA 5,MARSHLD1,0.44720093942834505
MORAGA 5,MDDLFK M,0.378287153008192
MORAGA 5,MALACHA2,0.40174753278200015
MORAGA 5,MOC_TAP6,0.4699877775107948
MORAGA 5,MOC_TAP5,0.4753754579345638
SANMAT 8,SUNST,0.4848691880214617
SANMAT 8,STCKDLJ1,0.4978213605187135
SANMAT 8,SOLARSS,0.557598106721251
SANMAT 8,STOREYJCT2,0.5318938268670744
SANMAT 8,STOREYJCT1,0.5367895498804578
SANMAT 8,STOREY 1,0.446668438545043
SANMAT 8,STOREY 2,0.444148438545043
SANMAT 8,SLACTAP2,0.5771342765722393
SANMAT 8,SLACTAP1,0.6131881269563765
SANMAT 8,SANMATEO,0.9455101062928061
SANMAT 8,SANDHLW,0.43013341839447106
SANMAT 8,SANDHLWJCT,0.5740715498468318
SANMAT 8,SRRC JCT,0.5183471719450498
SANMAT 8,SOBRANTE,0.6182808852299386
SANMAT 8,STAGG-J1,0.5216597760311789
SANMAT 8,STAGG-J2,0.5256423310279983
SANMAT 8,SHILOH1,0.40563083177151094
SANMAT 8,SHILOH2,0.4211462798316544
SANMAT 8,SHILOH4,0.4119763255646448
SANMAT 8,SHILOH4JCT,0.5410978579422283
SANMAT 8,SHILOH3,0.4188662798316544
SANMAT 8,SHILOH3JCT,0.511689376901446
SANMAT 8,SONOMAPPGEO,0.4503106317847405
SANMAT 8,SANTAFE,0.4834214127694603
SANMAT 8,SSS,0.5131614351856136
SANMAT 8,SPRINGCR,0.3368919539891701
SANMAT 8,SHASTA,0.5548047750748522
SANMAT 8,SUTTER,0.34335418648033367
SANMAT 8,SVP_230,0.35869021413124275
SANMAT 8,SVS_SW,0.4941255328011225
SANMAT 8,SLATE,0.3871406713873591
SOBRNT 4,SUNST,0.43556871855783763
SOBRNT 4,STCKDLJ1,0.5352583546216791
SOBRNT 4,SOLARSS,0.5456308554411733
SOBRNT 4,STOREYJCT2,0.5183656661397631
SOBRNT 4,STOREYJCT1,0.5185547513897022
SOBRNT 4,STOREY 1,0.4216019309138865
SOBRNT 4,STOREY 2,0.42198898302035404
SOBRNT 4,SLACTAP2,0.506817117428422
SOBRNT 4,SLACTAP1,0.5415955866525252
SOBRNT 4,SANMATEO,0.6216228570271931
SOBRNT 4,SANDHLW,0.4292710687985596
SOBRNT 4,SANDHLWJCT,0.5881953528699021
SOBRNT 4,SRRC JCT,0.5889659899619708
SOBRNT 4,SOBRANTE,0.9880738815926879
SOBRNT 4,STAGG-J1,0.5142575013060285
SOBRNT 4,STAGG-J2,0.5235255933061509
SOBRNT 4,SHILOH1,0.3961213717927009
SOBRNT 4,SHILOH2,0.3991308823420888
SOBRNT 4,SHILOH4,0.39073892960096235
SOBRNT 4,SHILOH4JCT,0.5287125480970022
SOBRNT 4,SHILOH3,0.39881721619761856
SOBRNT 4,SHILOH3JCT,0.4985108113125611
SOBRNT 4,SONOMAPPGEO,0.40542017403637326
SOBRNT 4,SANTAFE,0.46938834996630296
SOBRNT 4,SSS,0.5657382514761087
SOBRNT 4,SPRINGCR,0.43384020254295713
SOBRNT 4,SHASTA,0.5970732546258034
SOBRNT 4,SUTTER,0.4301805189883715
SOBRNT 4,SVP_230,0.3553200225710163
SOBRNT 4,SVS_SW,0.5336846531365806
SOBRNT 4,SLATE,0.35877860651927795
BELOTA 4,BKRSFLDA,0.4703971497691778
BELOTA 4,BKRSFDJ2,0.4201595338321994
BELOTA 4,BALCH3TP,0.5770217438948027
BELOTA 4,BORDEN,0.4831057714857183
BELOTA 4,BVISTAWNDC1,0.4199709359062681
BELOTA 4,BELLOTA,0.9227164164963013
BELOTA 4,BDLSWSTA,0.6488186975442232
BELOTA 4,BOTTLERK,0.3965908392081104
BELOTA 4,BEARCNYN,0.4062227375599038
BELOTA 4,BCKS CRK,0.36939695914162296
BELOTA 4,BELDENTP,0.5471201582538398
BELOTA 4,BLACK,0.4498852881061988
BELOTA 4,BUENAVJ2,0.4465807380876216
BELOTA 4,BUENAVJ1,0.48108740475428824
TESORO 1,TRANQLTYSS,0.47313831735120326
TESORO 1,TESLA C,0.546598110645012
TESORO 1,TESLA D,0.4998797095981401
TESORO 1,TESLA E,0.5068666116172111
TESORO 1,TIGR CKM,0.477794104774394
TESORO 1,TIGR CRK,0.5483734817369632
TESORO 1,TABLE MTN E,0.507355111071738
TESORO 1,TBL MT2M,0.4163164218804563
TESORO 1,TABLE MTN D,0.4700170894574478
TESORO 1,TBC_PTB1,0.40802980019493174
TESORO 1,THM JCT,0.5748364473177978
TESORO 1,THM JCT2,0.5971925602247548
TESORO 1,TRINITY,0.3498490833343979
TESORO 1,TRCY PMP,0.4511498334041808
TESORO 1,TRNQ8GVS,0.3812477171313662
PIT6   1,PINEFLAT,0.7661515708934092
PIT6   1,PINEFLATJCT,0.48951576479393666
PIT6   1,PANO_EC,0.6110847373198083
PIT6   1,PNCHE 1M,0.5867563349887667
PIT6   1,PANOCHE,0.3001681679377443
PIT6   1,PADREFLATSSS,0.4871958262796743
PIT6   1,POTRERO,0.737124588160419
PIT6   1,PPASSWND,0.7031549662726467
PIT6   1,PPASSJCT,0.48173736970992986
PIT6   1,PITSBG E,0.40955805921142474
PIT6   1,PITSBG D,0.4262154279279279
PIT6   1,PIT 6 JT,0.5547831632653061
PIT6   1,PIT 4 JT,0.4866873724489795
PIT6   1,PIT 7JT2,0.5118651679750967
PIT6   1,PIT 7 JT,0.5195095818444336
PIT6   1,PIT 6,0.8084962173273964
PIT6   1,PIT5JT2,0.5510490871453745
PIT6   1,PIT 4,0.8592212266440241
PIT6   1,PIT 1,0.4605050632609537
PIT6   1,PARKER1M,0.6290487929214559
PIT6   1,PRKR MID,0.34623442045258623
PIT6   1,PARKER2M,0.6290456749394644
PIT6   1,PROCTERJ,0.625740891076143
PIT6   1,PROCTERI,0.622907641509127
PIT6   1,PROCTER,0.45705192821080926
PIT6   1,POCKET,0.4291875778564248
PIT6   1,PNCHVLY,0.5777739583333333
LUNAVL 1,LAPALOMA,0.36438867196528113
LUNAVL 1,LASAGUILASS,0.34097552320309277
LUNAVL 1,LOSBANOS,0.33375538750210815
LUNAVL 1,LS ESTRS,0.35402054384020687
LUNAVL 1,LAMBIESWSTA,0.3705041680016844
LUNAVL 1,LAKEVILE,0.3789229168439355
LUNAVL 1,LODIEC,0.5168464941695061
LUNAVL 1,LODI,0.3815140203564631
LUNAVL 1,LLNL,0.7547512535334501
LUNAVL 1,LAKE,0.358250981861155
EASTSH 1,ELKHIL_G,0.13097327185636398
EASTSH 1,EMBRCDRD,0.11454353169544212
EASTSH 1,EIGHT MI,0.07181078532772849
EASTSH 1,E. SHORE,0.1780738506283734
EASTSH 1,ELVERTAW,0.06434657379518073
EASTSH 1,ELVERTAE,0.058509286796152325
EASTSH 1,ELVERTAS,0.1466950746042185
EASTSH 1,ELKGROVE,0.055855711672281906
BALCHS 1,BKRSFLDA,0.40147437641723355
BALCHS 1,BKRSFDJ2,0.3841591184391763
BALCHS 1,BALCH3TP,0.47622416187152633
BALCHS 1,BORDEN,0.3418989767129025
BALCHS 1,BVISTAWNDC1,0.5799739151856942
BALCHS 1,BELLOTA,0.3162533308915055
BALCHS 1,BDLSWSTA,0.32909843916875225
BALCHS 1,BOTTLERK,0.5732744675521688
BALCHS 1,BEARCNYN,0.6252285274501528
BALCHS 1,BCKS CRK,0.6510765268112875
BALCHS 1,BELDENTP,0.43219019908718914
BALCHS 1,BLACK,0.6440420360705468
BALCHS 1,BUENAVJ2,0.40482623644170657
BALCHS 1,BUENAVJ1,0.40482623644170657
CLWTER 2,CVSR,0.5660757256413576
CLWTER 2,CALNTESS,0.37440514512827155
CLWTER 2,CALFLATS-STH,0.5574255340286188
CLWTER 2,CALFLTSN,0.6278988212012889
CLWTER 2,CALFLATSSS,0.3960497053003222
CLWTER 2,C.COSTAPPF,0.32378414129057137
CLWTER 2,C.COSTAPPE,0.32241010204766324
CLWTER 2,CV BART,0.5231667833171818
CLWTER 2,CASTROVL,0.406156757337665
CLWTER 2,CAYETANO,0.40775771595764865
CLWTER 2,C.COSTAPPD,0.3313458901863484
CLWTER 2,CC SUB,0.38196246246246246
CLWTER 2,CAMANCH,0.4048710555385542
CLWTER 2,CRTNA  M,0.5023836967334396
CLWTER 2,CORTINA,0.41941422944861895
CLWTER 2,C&H,0.5873645003714147
CLWTER 2,CROCKETT,0.4275937223460271
CLWTER 2,CR2T3_18,0.41562043595192866
CLWTER 2,CR1T3_18,0.37875897449959195
CLWTER 2,CARBOU M,0.5103228982546231
CLWTER 2,COVE_RD.,0.3934511732973719
CLWTER 2,COVERDTP,0.5699090754476712
CLWTER 2,COLUSAPP2,0.46719964822727167
CLWTER 2,CARBERY,0.3936748474744709
CLWTER 2,COLUSAPP1,0.48153987886903854
CLWTER 2,COTWD_F2,0.3460763703784147
CLWTER 2,COTWD_F,0.3614918574603423
CLWTER 2,COTWD_E,0.3824446988360119
CLWTER 2,COTWD_E2,0.3786459795585563
CLWTER 2,CAMANCPP,0.6029242777267736
CLWTER 2,COTWWAP2,0.36267084956618056
CLWTER 2,COTWDWAP,0.34259653295680714
CLWTER 2,CORDOVA,0.34256564667278433
CLWTER 2,COSUMNE3,0.5996870688104696
CLWTER 2,COSUMNE2,0.5996870688104696
CLWTER 2,COSUMNE1,0.5996870688104696
CLWTER 2,CAMINO S,0.358545618039605
CLWTER 2,CREED,0.6138706815606318
BLCKBR 1,BKRSFLDA,0.3856750465029762
BLCKBR 1,BKRSFDJ2,0.36524675735627815
BLCKBR 1,BALCH3TP,0.39274730902777777
BLCKBR 1,BORDEN,0.360288683853824
BLCKBR 1,BVISTAWNDC1,0.5423600368923611
BLCKBR 1,BELLOTA,0.3045007064361549
BLCKBR 1,BDLSWSTA,0.3125518882927907
BLCKBR 1,BOTTLERK,0.6521549587673612
BLCKBR 1,BEARCNYN,0.6831724583843954
BLCKBR 1,BCKS CRK,0.5360700520833335
BLCKBR 1,BELDENTP,0.38448880518353173
BLCKBR 1,BLACK,0.7021605613425925
BLCKBR 1,BUENAVJ2,0.3527272389035308
BLCKBR 1,BUENAVJ1,0.3527272389035308
LOSBNS 2,LAPALOMA,0.3480907243261628
LOSBNS 2,LASAGUILASS,0.37389197816154707
LOSBNS 2,LOSBANOS,0.4277646206223008
LOSBNS 2,LS ESTRS,0.38935613163722704
LOSBNS 2,LAMBIESWSTA,0.4105243241875095
LOSBNS 2,LAKEVILE,0.3167016025624574
LOSBNS 2,LODIEC,0.5415705327140656
LOSBNS 2,LODI,0.4166278611264992
LOSBNS 2,LLNL,0.5524837426965912
LOSBNS 2,LAKE,0.342159535637768
LOSBNS 1,LAPALOMA,0.34033133318083114
LOSBNS 1,LASAGUILASS,0.37637931411741565
LOSBNS 1,LOSBANOS,0.43479526035848215
LOSBNS 1,LS ESTRS,0.38439791681586893
LOSBNS 1,LAMBIESWSTA,0.40147361881734683
LOSBNS 1,LAKEVILE,0.30855633054144593
LOSBNS 1,LODIEC,0.5498058665543643
LOSBNS 1,LODI,0.4064526105217351
LOSBNS 1,LLNL,0.5062788388371353
LOSBNS 1,LAKE,0.3368724850895869
MARTIN 2,MIDWAY-R13,0.6828609006828334
MARTIN 2,MIDWAY-R12,0.6591101070320398
MARTIN 2,MIDWAY-R11,0.6748184403653732
MARTIN 2,MIDWAY-F,0.3214036468100612
MARTIN 2,MIDWAY-E,0.31657810606041664
MARTIN 2,MIDWAY-DBAAH,0.35263238392026963
MARTIN 2,MIDWAY-DDBSB,0.29331406625875955
MARTIN 2,MORROBAY,0.3575290005195203
MARTIN 2,MUSTANGSS,0.3644731850378092
MARTIN 2,MC CALL,0.3724681478983418
MARTIN 2,MOSSLNSW,0.3365869685910936
MARTIN 2,METCALF,0.3250517121554801
MARTIN 2,MONTAVIS,0.3619859997090421
MARTIN 2,MARTIN C,0.4937658900641847
MARTIN 2,MARIPOSA,0.6998419834984204
MARTIN 2,MORAGA,0.3718707423770425
MARTIN 2,MARSHLD2,0.6165765442508943
MARTIN 2,MARSHLD1,0.6411449966318465
MARTIN 2,MDDLFK M,0.6283868707802798
MARTIN 2,MALACHA2,0.6950408453827837
MARTIN 2,MOC_TAP6,0.43039442920739146
MARTIN 2,MOC_TAP5,0.43538589022694574
PRKWAY 1,PINEFLAT,0.5978447364229994
PRKWAY 1,PINEFLATJCT,0.4013649121409998
PRKWAY 1,PANO_EC,0.5364162250700253
PRKWAY 1,PNCHE 1M,0.5150199713524031
PRKWAY 1,PANOCHE,0.2969567326877234
PRKWAY 1,PADREFLATSSS,0.41713485285418517
PRKWAY 1,POTRERO,0.5933625418142463
PRKWAY 1,PPASSWND,0.6310394814176156
PRKWAY 1,PPASSJCT,0.40901316047253855
PRKWAY 1,PITSBG E,0.3124254849432706
PRKWAY 1,PITSBG D,0.3367722222222222
PRKWAY 1,PIT 6 JT,0.4238096904743257
PRKWAY 1,PIT 4 JT,0.3820239345224109
PRKWAY 1,PIT 7JT2,0.3700133245604784
PRKWAY 1,PIT 7 JT,0.37556696560660086
PRKWAY 1,PIT 6,0.5728116289914591
PRKWAY 1,PIT5JT2,0.4418390099597953
PRKWAY 1,PIT 4,0.5542308903019926
PRKWAY 1,PIT 1,0.4022109260782164
PRKWAY 1,PARKER1M,0.5902044193202218
PRKWAY 1,PRKR MID,0.3950719381633888
PRKWAY 1,PARKER2M,0.5901870857472505
PRKWAY 1,PROCTERJ,0.4542997578201575
PRKWAY 1,PROCTERI,0.46157467764702526
PRKWAY 1,PROCTER,0.38849754404957965
PRKWAY 1,POCKET,0.36934378294729264
PRKWAY 1,PNCHVLY,0.5914197916666666
COCOPP 7,CVSR,0.5656530817759812
COCOPP 7,CALNTESS,0.4004238359980866
COCOPP 7,CALFLATS-STH,0.5492782959287025
COCOPP 7,CALFLTSN,0.5712696042437089
COCOPP 7,CALFLATSSS,0.40284121058473676
COCOPP 7,C.COSTAPPF,0.525225
COCOPP 7,C.COSTAPPE,0.505865625
COCOPP 7,CV BART,0.5468578152605219
COCOPP 7,CASTROVL,0.42256178642604914
COCOPP 7,CAYETANO,0.4355174317174318
COCOPP 7,C.COSTAPPD,0.5192861541463069
COCOPP 7,CC SUB,0.4959745745745746
COCOPP 7,CAMANCH,0.446235319173577
COCOPP 7,CRTNA  M,0.5288982698513365
COCOPP 7,CORTINA,0.43208285149175263
COCOPP 7,C&H,0.6012755329440289
COCOPP 7,CROCKETT,0.45346221468504666
COCOPP 7,CR2T3_18,0.435383814454555
COCOPP 7,CR1T3_18,0.4276821164738559
COCOPP 7,CARBOU M,0.5498063903544645
COCOPP 7,COVE_RD.,0.43296466992555027
COCOPP 7,COVERDTP,0.5984495653322062
COCOPP 7,COLUSAPP2,0.567426786461841
COCOPP 7,CARBERY,0.41166998872286054
COCOPP 7,COLUSAPP1,0.6067698498744867
COCOPP 7,COTWD_F2,0.4031659307963175
COCOPP 7,COTWD_F,0.4234861229106869
