Gas Pipeline Name,Holding Company Name,Point Name,Primary Point Type,Flow Point Name,Flow Point Number,Flow Point Interconnecting Entity Name,Flow Point Interconnecting Entity Type,Flow Date,End of Day,Flow Cycle,Flow Direction,Sum Operating Capacity Dth,Sum Scheduled Quantity Dth,Sum Operationally Available Quantity Dth,Capacity Utilization %,Gas Pipeline ID,Holding Company ID,Point ID,Flow Point Interconnecting Entity ID
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/26/2023 0:00,Yes,Intraday 1,Backhaul,2614506,2368395,246111,90.59,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/26/2023 0:00,Yes,Intraday 1,Segment,2218000,218971,1999029,9.87,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/25/2023 0:00,Yes,Intraday 3,Backhaul,2614506,2364574,249932,90.44,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/25/2023 0:00,Yes,Intraday 3,Segment,2218000,216817,2001183,9.78,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/24/2023 0:00,Yes,Intraday 3,Backhaul,2614506,2357463,257043,90.17,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/24/2023 0:00,Yes,Intraday 3,Segment,2218000,200626,2017374,9.05,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/23/2023 0:00,Yes,Intraday 3,Backhaul,2614506,2343810,270696,89.65,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/23/2023 0:00,Yes,Intraday 3,Segment,2218000,259507,1958493,11.7,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/22/2023 0:00,Yes,Intraday 3,Backhaul,2614506,2242824,371682,85.78,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/22/2023 0:00,Yes,Intraday 3,Segment,2218000,304503,1913497,13.73,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/21/2023 0:00,Yes,Intraday 3,Backhaul,2614506,2240665,373841,85.7,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/21/2023 0:00,Yes,Intraday 3,Segment,2218000,269461,1948539,12.15,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/20/2023 0:00,Yes,Intraday 3,Backhaul,2614506,2340367,274139,89.51,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/20/2023 0:00,Yes,Intraday 3,Segment,2218000,184696,2033304,8.33,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/19/2023 0:00,Yes,Intraday 3,Backhaul,2614506,2290539,323967,87.61,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/19/2023 0:00,Yes,Intraday 3,Segment,2218000,167870,2050130,7.57,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/18/2023 0:00,Yes,Intraday 3,Backhaul,2614506,2307732,306774,88.27,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/18/2023 0:00,Yes,Intraday 3,Segment,2218000,180485,2037515,8.14,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/17/2023 0:00,Yes,Intraday 3,Backhaul,2614506,2310452,304054,88.37,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/17/2023 0:00,Yes,Intraday 3,Segment,2218000,158888,2059112,7.16,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/16/2023 0:00,Yes,Intraday 3,Backhaul,2714506,2390829,323677,88.08,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/16/2023 0:00,Yes,Intraday 3,Segment,2218000,180774,2037226,8.15,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/15/2023 0:00,Yes,Intraday 3,Backhaul,2714506,2422526,291980,89.24,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/15/2023 0:00,Yes,Intraday 3,Segment,2218000,155965,2062035,7.03,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/14/2023 0:00,Yes,Intraday 3,Backhaul,2475000,2431580,43420,98.25,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/14/2023 0:00,Yes,Intraday 3,Segment,2218000,221126,1996874,9.97,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/13/2023 0:00,Yes,Intraday 3,Backhaul,2714506,2373999,340507,87.46,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/13/2023 0:00,Yes,Intraday 3,Segment,2218000,157308,2060692,7.09,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/12/2023 0:00,Yes,Intraday 3,Backhaul,2714506,2409513,304993,88.76,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/12/2023 0:00,Yes,Intraday 3,Segment,2218000,268484,1949516,12.1,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/11/2023 0:00,Yes,Intraday 3,Backhaul,2714506,2403025,311481,88.53,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/11/2023 0:00,Yes,Intraday 3,Segment,2218000,282684,1935316,12.74,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/10/2023 0:00,Yes,Intraday 3,Backhaul,2714506,2414125,300381,88.93,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/10/2023 0:00,Yes,Intraday 3,Segment,2218000,282684,1935316,12.74,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/9/2023 0:00,Yes,Intraday 3,Backhaul,2714506,2416858,297648,89.03,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/9/2023 0:00,Yes,Intraday 3,Segment,2218000,238117,1979883,10.74,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/8/2023 0:00,Yes,Intraday 3,Backhaul,2714506,2395688,318818,88.26,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/8/2023 0:00,Yes,Intraday 3,Segment,2218000,223589,1994411,10.08,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/7/2023 0:00,Yes,Intraday 3,Backhaul,2714506,2354342,360164,86.73,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/7/2023 0:00,Yes,Intraday 3,Segment,2218000,278356,1939644,12.55,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/6/2023 0:00,Yes,Intraday 3,Backhaul,2714506,2398813,315693,88.37,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/6/2023 0:00,Yes,Intraday 3,Segment,2218000,215024,2002976,9.69,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/5/2023 0:00,Yes,Intraday 3,Backhaul,2714506,2383210,331296,87.8,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/5/2023 0:00,Yes,Intraday 3,Segment,2218000,142257,2075743,6.41,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/4/2023 0:00,Yes,Intraday 3,Backhaul,2714506,2382824,331682,87.78,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/4/2023 0:00,Yes,Intraday 3,Segment,2218000,172257,2045743,7.77,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/3/2023 0:00,Yes,Intraday 3,Backhaul,2714506,2353783,360723,86.71,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/3/2023 0:00,Yes,Intraday 3,Segment,2218000,185494,2032506,8.36,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/2/2023 0:00,Yes,Intraday 3,Backhaul,2814506,2325895,488611,82.64,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/2/2023 0:00,Yes,Intraday 3,Segment,2218000,154579,2063421,6.97,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/1/2023 0:00,Yes,Intraday 3,Backhaul,2750000,2464377,285623,89.61,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,6/1/2023 0:00,Yes,Intraday 3,Segment,2218000,328745,1889255,14.82,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/31/2023 0:00,Yes,Intraday 3,Backhaul,2750000,2583389,166611,93.94,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/31/2023 0:00,Yes,Intraday 3,Segment,2218000,448099,1769901,20.2,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/30/2023 0:00,Yes,Intraday 3,Backhaul,2750000,2592294,157706,94.27,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/30/2023 0:00,Yes,Intraday 3,Segment,2218000,630385,1587615,28.42,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/29/2023 0:00,Yes,Intraday 3,Backhaul,2750000,2609268,140732,94.88,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/29/2023 0:00,Yes,Intraday 3,Segment,2218000,651599,1566401,29.38,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/28/2023 0:00,Yes,Intraday 3,Backhaul,2750000,2602178,147822,94.62,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/28/2023 0:00,Yes,Intraday 3,Segment,2218000,666158,1551842,30.03,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/27/2023 0:00,Yes,Intraday 3,Backhaul,2750000,2607881,142119,94.83,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/27/2023 0:00,Yes,Intraday 3,Segment,2218000,664192,1553808,29.95,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/26/2023 0:00,Yes,Intraday 3,Backhaul,2750000,2594561,155439,94.35,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/26/2023 0:00,Yes,Intraday 3,Segment,2218000,587847,1630153,26.5,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/25/2023 0:00,Yes,Intraday 3,Backhaul,2750000,2598783,151217,94.5,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/25/2023 0:00,Yes,Intraday 3,Segment,2218000,576825,1641175,26.01,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/24/2023 0:00,Yes,Intraday 3,Backhaul,2750000,2516475,233525,91.51,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/24/2023 0:00,Yes,Intraday 3,Segment,2218000,444962,1773038,20.06,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/23/2023 0:00,Yes,Intraday 3,Backhaul,2750000,2539015,210985,92.33,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/23/2023 0:00,Yes,Intraday 3,Segment,2218000,448841,1769159,20.24,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/22/2023 0:00,Yes,Intraday 3,Backhaul,2750000,2543096,206904,92.48,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/22/2023 0:00,Yes,Intraday 3,Segment,2218000,383690,1834310,17.3,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/21/2023 0:00,Yes,Intraday 3,Backhaul,2750000,2538205,211795,92.3,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/21/2023 0:00,Yes,Intraday 3,Segment,2218000,411627,1806373,18.56,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/20/2023 0:00,Yes,Intraday 3,Backhaul,2750000,2558006,191994,93.02,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/20/2023 0:00,Yes,Intraday 3,Segment,2218000,418610,1799390,18.87,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/19/2023 0:00,Yes,Intraday 3,Backhaul,2814506,2537550,276956,90.16,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/19/2023 0:00,Yes,Intraday 3,Segment,2218000,473856,1744144,21.36,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/18/2023 0:00,Yes,Intraday 3,Backhaul,2814506,2510561,303945,89.2,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/18/2023 0:00,Yes,Intraday 3,Segment,2218000,445029,1772971,20.06,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/17/2023 0:00,Yes,Intraday 3,Backhaul,2814506,2452970,361536,87.15,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/17/2023 0:00,Yes,Intraday 3,Segment,2218000,274674,1943326,12.38,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/16/2023 0:00,Yes,Intraday 3,Backhaul,2814506,2464476,350030,87.56,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/16/2023 0:00,Yes,Intraday 3,Segment,2218000,330544,1887456,14.9,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/15/2023 0:00,Yes,Intraday 3,Backhaul,2814506,2509088,305418,89.15,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/15/2023 0:00,Yes,Intraday 3,Segment,2218000,327243,1890757,14.75,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/14/2023 0:00,Yes,Intraday 3,Backhaul,2814506,2513538,300968,89.31,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/14/2023 0:00,Yes,Intraday 3,Segment,2218000,351786,1866214,15.86,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/13/2023 0:00,Yes,Intraday 3,Backhaul,2814506,2474932,339574,87.93,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/13/2023 0:00,Yes,Intraday 3,Segment,2218000,341491,1876509,15.4,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/12/2023 0:00,Yes,Intraday 3,Backhaul,2814506,2571349,243157,91.36,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/12/2023 0:00,Yes,Intraday 3,Segment,2218000,424628,1793372,19.14,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/11/2023 0:00,Yes,Intraday 3,Backhaul,2814506,2566549,247957,91.19,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/11/2023 0:00,Yes,Intraday 3,Segment,2218000,466123,1751877,21.02,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/10/2023 0:00,Yes,Intraday 3,Backhaul,2814506,2574100,240406,91.46,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/10/2023 0:00,Yes,Intraday 3,Segment,2218000,580540,1637460,26.17,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/9/2023 0:00,Yes,Intraday 3,Backhaul,2814506,2559903,254603,90.95,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/9/2023 0:00,Yes,Intraday 3,Segment,2218000,501975,1716025,22.63,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/8/2023 0:00,Yes,Intraday 3,Backhaul,2814506,2571041,243465,91.35,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/8/2023 0:00,Yes,Intraday 3,Segment,2218000,529489,1688511,23.87,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/7/2023 0:00,Yes,Intraday 3,Backhaul,2814506,2582786,231720,91.77,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/7/2023 0:00,Yes,Intraday 3,Segment,2218000,567193,1650807,25.57,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/6/2023 0:00,Yes,Intraday 3,Backhaul,2814506,2580635,233871,91.69,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/6/2023 0:00,Yes,Intraday 3,Segment,2218000,559933,1658067,25.24,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/5/2023 0:00,Yes,Intraday 3,Backhaul,2814506,2626098,188408,93.31,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/5/2023 0:00,Yes,Intraday 3,Segment,2218000,719719,1498281,32.45,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/4/2023 0:00,Yes,Intraday 3,Backhaul,2814506,2470428,344078,87.77,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/4/2023 0:00,Yes,Intraday 3,Segment,2218000,593684,1624316,26.77,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/3/2023 0:00,Yes,Intraday 3,Backhaul,2814506,2372050,442456,84.28,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/3/2023 0:00,Yes,Intraday 3,Segment,2218000,540842,1677158,24.38,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/2/2023 0:00,Yes,Intraday 3,Backhaul,2814506,2485845,328661,88.32,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/2/2023 0:00,Yes,Intraday 3,Segment,2218000,533547,1684453,24.06,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/1/2023 0:00,Yes,Intraday 3,Backhaul,2814506,2467816,346690,87.68,60367,582831,2677633,60367
Columbia Gulf Transmission Co,TC Energy Corp,ShelSEG,SEGMENT,ShelSEG,83583,Columbia Gulf Transmission Co,Company,5/1/2023 0:00,Yes,Intraday 3,Segment,2218000,562508,1655492,25.36,60367,582831,2677633,60367
