CRR Buses,WECC Buses,Similarity
HEATHF 2,ADELANTY,0.05416666666666667
HEATHF 2,ECO MP,0.21666666666666667
HEATHF 2,mid_99779,0.1625
HEATHF 2,NWEST,0.16000000000000003
HEATHF 2,JOHN DAY,0.09031249999999998
HEATHF 2,GRAND_COULEE,0.02826086956521739
HEATHF 2,ALVEY_TIE,0.21666666666666667
HEATHF 2,GND_COULE_24,0.1640909090909091
HEATHF 2,mid_81721,0.09285714285714286
HEATHF 2,mid_81974,0.1625
HEATHF 2,ADL PF BUS 3,0.11249999999999999
HEATHF 2,TKW 500,0.1597222222222222
HEATHF 2,MDN 500,0.030952380952380953
HEATHF 2,DMR 500,0.10833333333333334
HEATHF 2,MLS 5C1K,0.0590909090909091
HEATHF 2,CRYSTAL,0.065
HEATHF 2,COLSTRIP 500,0.13055555555555554
HEATHF 2,SUNNYB2,0.13
HEATHF 2,HAE SVC,0.14166666666666666
HEATHF 2,RING2DUM,0.325
HEATHF 2,NIC 500,0.020967741935483872
HEATHF 2,ACK 500,0.027083333333333334
HEATHF 2,KDY 5C2W,0.05416666666666667
HEATHF 2,CAPTJACK,0.12333333333333332
HEATHF 2,CHP 5C1K,0.1290909090909091
HEATHF 2,MCCULLGH,0.040625
HEATHF 2,GND_COULE_20,0.1640909090909091
HEATHF 2,LUGO,0.025
HEATHF 2,mid_81895,0.08125
HEATHF 2,COLRIVER,0.08125
HEATHF 2,WESTWING,0.16055555555555556
HEATHF 2,CRSTL N,0.165
HEATHF 2,mid_81772,0.1625
HEATHF 2,SUMMER L,0.10833333333333334
HEATHF 2,BUCKLEY,0.040625
HEATHF 2,SLHWK,0.1422222222222222
HEATHF 2,mid_81896,0.08125
HEATHF 2,mid_81854,0.09285714285714286
HEATHF 2,MOHAVE,0.1597222222222222
HEATHF 2,PERKINS,0.07222222222222222
HEATHF 2,JOJOBA,0.02826086956521739
HEATHF 2,DELANEY,0.05416666666666667
HEATHF 2,mid_81999,0.09285714285714286
HEATHF 2,BROADVIEW B,0.05416666666666667
HEATHF 2,mid_81817,0.10833333333333334
HEATHF 2,mid_97940,0.21666666666666667
HEATHF 2,PAUL,0.040625
HEATHF 2,PERK PS1,0.1625
HEATHF 2,IV BK81 MP,0.10833333333333334
HEATHF 2,COPPMTN3,0.13
HEATHF 2,mid_81832,0.0590909090909091
HEATHF 2,GND_COULE_19,0.1640909090909091
HEATHF 2,JOHNDAY_PH1,0.09791666666666667
HEATHF 2,SUNCREST,0.1625
HEATHF 2,LENZ CB1,0.13
HEATHF 2,HTHFIELD1,0.48
HEATHF 2,mid_81973,0.1625
HEATHF 2,mid_81771,0.1625
HEATHF 2,MORGAN,0.065
HEATHF 2,TOLUCA,0.14166666666666666
HEATHF 2,WAUTOMA,0.1375
HEATHF 2,SEL 500,0.034210526315789476
HEATHF 2,LENZIE,0.05416666666666667
HEATHF 2,ARLINTON,0.043333333333333335
HEATHF 2,ECHOLAKE,0.04642857142857143
HEATHF 2,CHEF_JO_PH5,0.235
HEATHF 2,mid_81818,0.10833333333333334
HEATHF 2,SBK 500,0.04642857142857143
HEATHF 2,MIDWAY,0.05
HEATHF 2,mid_81853,0.09285714285714286
HEATHF 2,AVSOLAR,0.043333333333333335
HEATHF 2,SCHULTZ,0.08928571428571427
HEATHF 2,ROUND MT,0.07222222222222222
HEATHF 2,ROUNDB_STR,0.325
HEATHF 2,BROADVIEW,0.05
HEATHF 2,PCN 500,0.03611111111111111
HEATHF 2,Q227,0.1625
HEATHF 2,AMC 5C1I,0.0590909090909091
HEATHF 2,SKA 500,0.10833333333333334
HEATHF 2,HERMCALP,0.3833333333333333
HEATHF 2,CUSTER,0.08125
HEATHF 2,KDY 5C2G,0.08125
HEATHF 2,PINAL_C,0.08125
HEATHF 2,DIABLOCNYNSS,0.0590909090909091
HEATHF 2,mid_81752,0.07222222222222222
HEATHF 2,mid_81806,0.1625
HEATHF 2,RD MT 1M,0.13
HEATHF 2,TORTOLITA,0.17833333333333332
HEATHF 2,VINCENT,0.030952380952380953
HEATHF 2,VAS 500,0.0325
HEATHF 2,ALVEY,0.13
HEATHF 2,LOW_GRN_PH1,0.2675
HEATHF 2,NAVAJO,0.10833333333333334
HEATHF 2,JOHNDAY_PH2,0.09791666666666667
HEATHF 2,LAUGHLIN2,0.23249999999999998
HEATHF 2,mid_81794,0.09285714285714286
HEATHF 2,MOAPA,0.10833333333333334
HEATHF 2,KNIGHT,0.11642857142857141
HEATHF 2,SYA 5C1M,0.13
HEATHF 2,mid_81862,0.08125
HEATHF 2,mid_81793,0.09285714285714286
HEATHF 2,PALOVRDE,0.03823529411764706
HEATHF 2,BIG_HAN_STA#,0.19785714285714284
HEATHF 2,ADL PF BUS 2,0.11249999999999999
HEATHF 2,TCY MP1,0.13
HEATHF 2,HOT SPR,0.27
HEATHF 2,mid_81791,0.21666666666666667
HEATHF 2,MAPLEVLY_VL,0.1625
HEATHF 2,HA CC,0.21194444444444446
HEATHF 2,ANTELOPE,0.14166666666666666
HEATHF 2,BROWNING,0.13714285714285715
HEATHF 2,SACJWA#,0.05416666666666667
HEATHF 2,mid_81719,0.325
HEATHF 2,MIRA81X2,0.07222222222222222
HEATHF 2,ALLSTON,0.065
HEATHF 2,GENESEE4,0.07222222222222222
HEATHF 2,MARKETPL,0.11249999999999999
HEATHF 2,ASHE,0.12171052631578946
HEATHF 2,mid_81913,0.13
HEATHF 2,mid_81894,0.08125
HEATHF 2,mid_81879,0.1625
HEATHF 2,ING 500,0.030952380952380953
HEATHF 2,mid_81969,0.1625
HEATHF 2,LOW GRAN,0.065
HEATHF 2,ADELANTX,0.05416666666666667
HEATHF 2,DEVERS,0.08125
HEATHF 2,SYA 5C2N,0.04642857142857143
HEATHF 2,mid_81838,0.10833333333333334
HEATHF 2,mid_97941,0.21666666666666667
HEATHF 2,MIRALOMA,0.043333333333333335
HEATHF 2,SNOKING#,0.07222222222222222
HEATHF 2,TESLA,0.12573529411764706
HEATHF 2,SYA 5C2M,0.13
HEATHF 2,H ALLEN,0.1875
HEATHF 2,MSA 500,0.065
HEATHF 2,mid_81722,0.09285714285714286
HEATHF 2,SNCRSMP2,0.21666666666666667
HEATHF 2,TAFT,0.1597222222222222
HEATHF 2,BIG EDDY,0.030952380952380953
HEATHF 2,ADELSVC,0.05416666666666667
HEATHF 2,HANFORD,0.0932142857142857
HEATHF 2,AMC 5C1N,0.04642857142857143
HEATHF 2,SNCRSMP1,0.21666666666666667
HEATHF 2,IV BK82 MP,0.10833333333333334
HEATHF 2,KEEPHIL2,0.1525
HEATHF 2,LIT GOOS,0.1375
HEATHF 2,LOSBANOS,0.0325
HEATHF 2,SACJAWEA,0.21666666666666667
HEATHF 2,RYC 5C3N,0.04642857142857143
HEATHF 2,MIDPOINT,0.325
HEATHF 2,mid_99982,0.325
HEATHF 2,GND_COULE_22,0.1640909090909091
HEATHF 2,mid_81923,0.1625
HEATHF 2,AMC 5C2M,0.065
HEATHF 2,SNOKING,0.21666666666666667
HEATHF 2,mid_81922,0.1625
HEATHF 2,mid_81790,0.21666666666666667
HEATHF 2,MIGUELMP,0.325
HEATHF 2,IEEC,0.1625
HEATHF 2,RAVER,0.027083333333333334
HEATHF 2,ROBINSON,0.325
HEATHF 2,MOENKOPI,0.08125
HEATHF 2,GUI 5C1N,0.04642857142857143
HEATHF 2,WSN 500,0.027083333333333334
HEATHF 2,LOW_MON_PH1,0.19785714285714284
HEATHF 2,CKY 500,0.040625
HEATHF 2,GMS 500,0.04642857142857143
HEATHF 2,AEOLUS,0.65
HEATHF 2,IMPRLVLY,0.0590909090909091
HEATHF 2,DALLASES,0.21666666666666667
HEATHF 2,VIC KDUM,0.09285714285714286
HEATHF 2,NEXTERA 500,0.13
HEATHF 2,DWORSHAK_PH,0.2555555555555556
HEATHF 2,WIRLWIND,0.05
HEATHF 2,RUDD,0.08125
HEATHF 2,MLS 5C2K,0.0590909090909091
HEATHF 2,CENTRLIA_P2,0.14285714285714288
HEATHF 2,CRK 5C1K,0.0590909090909091
HEATHF 2,BROADVIEW A,0.05416666666666667
HEATHF 2,KDY 5C1W,0.05416666666666667
HEATHF 2,LANE,0.09285714285714286
HEATHF 2,HDWSH,0.10421052631578945
HEATHF 2,HTHFIELD2,0.5666666666666667
HEATHF 2,ADL PF BUS 1,0.11249999999999999
HEATHF 2,LAUGHLIN1,0.23249999999999998
HEATHF 2,mid_81863,0.08125
HEATHF 2,MEAD,0.040625
HEATHF 2,AMC 5C2N,0.04642857142857143
HEATHF 2,KDS 500,0.065
HEATHF 2,GND_COULE_23,0.1640909090909091
HEATHF 2,IV BK80 MP,0.10833333333333334
HEATHF 2,MONROE,0.05416666666666667
HEATHF 2,PEARL,0.05
HEATHF 2,ELLERSLI1,0.065
HEATHF 2,GLN 500,0.043333333333333335
HEATHF 2,HAE SVCL,0.15125
HEATHF 2,HARQUAHA,0.13083333333333333
HEATHF 2,AGUACAL1,0.1625
HEATHF 2,ELDORDO,0.040625
HEATHF 2,SAGUARO,0.13
HEATHF 2,KEEPHIL3,0.3041666666666667
HEATHF 2,mid_81998,0.09285714285714286
HEATHF 2,MKTPSVC,0.18000000000000002
HEATHF 2,mid_81792,0.09285714285714286
HEATHF 2,PERK PS2,0.1625
HEATHF 2,COVINGT5,0.08125
HEATHF 2,SANTIAM,0.09285714285714286
HEATHF 2,CRK 5C1C,0.09285714285714286
HEATHF 2,GRIZZLY,0.043333333333333335
HEATHF 2,ECO,0.07222222222222222
HEATHF 2,CHUKAR,0.043333333333333335
HEATHF 2,OCOTILLO 1,0.3041666666666667
HEATHF 2,SLATT,0.02826086956521739
HEATHF 2,TABLE MTN5M,0.18000000000000002
HEATHF 2,OSTRNDER,0.11249999999999999
HEATHF 2,LENZ CB2,0.13
HEATHF 2,KDY 5C3W,0.05
HEATHF 2,RINALDI2,0.05416666666666667
HEATHF 2,JOHNDAY_PH3,0.09791666666666667
HEATHF 2,MESQUIT2,0.10666666666666669
HEATHF 2,GND_COULE_21,0.1640909090909091
HEATHF 2,MLS 5C3W,0.05416666666666667
HEATHF 2,DWORSHAK,0.18833333333333332
HEATHF 2,OLYMPIA,0.09285714285714286
HEATHF 2,CHP 5C1C,0.16285714285714284
HEATHF 2,mid_81795,0.09285714285714286
HEATHF 2,FOURCORN,0.325
HEATHF 2,mid_81855,0.09285714285714286
HEATHF 2,SUNNYB1,0.07222222222222222
HEATHF 2,TCY MP2,0.13
HEATHF 2,mid_81943,0.1625
HEATHF 2,MESQUIT1,0.043333333333333335
HEATHF 2,ADELANTO,0.03611111111111111
HEATHF 2,ADL PF BUS 4,0.11249999999999999
HEATHF 2,MLS 5C3K,0.0590909090909091
HEATHF 2,mid_99780,0.1625
HEATHF 2,ANPP_Q09_M,0.43
HEATHF 2,mid_81970,0.1625
HEATHF 2,COYOTE,0.065
HEATHF 2,THICKWD1,0.3833333333333333
HEATHF 2,L.BANS M,0.09285714285714286
HEATHF 2,N.GILA,0.10833333333333334
HEATHF 2,CBN 500,0.05
HEATHF 2,REDBLUFF,0.1395833333333333
HEATHF 2,TABLE MTN,0.07222222222222222
HEATHF 2,mid_81831,0.0590909090909091
HEATHF 2,TACOMA,0.16875
HEATHF 2,TRACY,0.043333333333333335
HEATHF 2,MLS 5C1W,0.05416666666666667
HEATHF 2,SATSOP,0.18035714285714285
HEATHF 2,mid_81807,0.1625
HEATHF 2,MCNARY,0.0325
HEATHF 2,MALIN,0.05416666666666667
HEATHF 2,mid_81720,0.325
HEATHF 2,mid_81753,0.07222222222222222
HEATHF 2,MOSSLAND,0.065
HEATHF 2,GATES,0.1375
HEATHF 2,HASSYAMP,0.08240740740740739
HEATHF 2,GARRISON,0.08125
HEATHF 2,GUI 5C1K,0.0590909090909091
HEATHF 2,RYC 5C3M,0.065
HEATHF 2,mid_81944,0.1625
HEATHF 2,MLS 5C2W,0.05416666666666667
HEATHF 2,mid_81839,0.10833333333333334
HEATHF 2,mid_81718,0.325
HEATHF 2,PNPKAPS,0.1625
HEATHF 2,REV 500,0.07222222222222222
HEATHF 2,KLY 500,0.0325
HEATHF 2,LIT_GOS_PH1,0.235
HEATHF 2,TROUTDAL,0.23249999999999998
HEATHF 2,CHIEF_JO,0.10421052631578945
HEATHF 2,VICTORVL,0.08240740740740739
HEATHF 2,VALLEYSC,0.08125
HEATHF 2,CHEF_JO_PH6,0.235
HEATHF 2,JOHNDAY_PH4,0.09791666666666667
HEATHF 2,SYA 5C1N,0.04642857142857143
HEATHF 2,CBK 500,0.0590909090909091
HEATHF 2,ANTICLIN,0.72
HEATHF 2,KDY 5C1G,0.08125
HEATHF 2,BDVWSOLR 2,0.07222222222222222
HEATHF 2,HRTLAND,0.20952380952380953
HEATHF 2,OCOTILLO,0.1597222222222222
HEATHF 2,mid_81914,0.13
HEATHF 2,MARION,0.027083333333333334
HEATHF 2,COLSTRIPGSU3,0.17375000000000002
HEATHF 2,LOW MON,0.0325
HEATHF 2,COVINGT4,0.08125
HEATHF 2,COLSTRIPGSU4,0.17375000000000002
HEATHF 2,SERRANO,0.0590909090909091
HEATHF 2,COYO M1,0.21666666666666667
HEATHF 2,CARTYM1,0.395
HEATHF 2,CEN FERY,0.05
AGV    2,ADELANTY,0.10326699373798133
AGV    2,ECO MP,0.33704236684488637
AGV    2,mid_99779,0.24476853035633883
AGV    2,NWEST,0.21389380708719485
AGV    2,JOHN DAY,0.03638829324486756
AGV    2,GRAND_COULEE,0.09833720894522491
AGV    2,ALVEY_TIE,0.39117890719505455
AGV    2,GND_COULE_24,0.20734546053105987
AGV    2,mid_81721,0.146892465843797
AGV    2,mid_81974,0.21633582828001371
AGV    2,ADL PF BUS 3,0.10326699373798133
AGV    2,TKW 500,0.1132565052693461
AGV    2,MDN 500,0.11535891891965361
AGV    2,DMR 500,0.16640508115180164
AGV    2,MLS 5C1K,0.1480582480748732
AGV    2,CRYSTAL,0.11821468813815551
AGV    2,COLSTRIP 500,0.14955511784826897
AGV    2,SUNNYB2,0.21375287200663878
AGV    2,HAE SVC,0.19186633090039795
AGV    2,RING2DUM,0.28868097685342475
AGV    2,NIC 500,0.10478033739706893
AGV    2,ACK 500,0.1093803394900944
AGV    2,KDY 5C2W,0.09718669310349595
AGV    2,CAPTJACK,0.11037074338508072
AGV    2,CHP 5C1K,0.10389885995150688
AGV    2,MCCULLGH,0.12782966492195852
AGV    2,GND_COULE_20,0.20734546053105987
AGV    2,LUGO,0.051492140898303514
AGV    2,mid_81895,0.13481893043913976
AGV    2,COLRIVER,0.19752629539856287
AGV    2,WESTWING,0.06395183506913148
AGV    2,CRSTL N,0.08397425620199561
AGV    2,mid_81772,0.21576018138933278
AGV    2,SUMMER L,0.16991168354745573
AGV    2,BUCKLEY,0.07626203782109117
AGV    2,SLHWK,0.13744072596507922
AGV    2,mid_81896,0.13481893043913976
AGV    2,mid_81854,0.15369412237596614
AGV    2,MOHAVE,0.24097047999963456
AGV    2,PERKINS,0.12487033680492965
AGV    2,JOJOBA,0.07338973649092838
AGV    2,DELANEY,0.08924838276233717
AGV    2,mid_81999,0.15908559899802258
AGV    2,BROADVIEW B,0.17049967171953506
AGV    2,mid_81817,0.1786903811891405
AGV    2,mid_97940,0.28823437114628
AGV    2,PAUL,0.08028573665102197
AGV    2,PERK PS1,0.2390216004727612
AGV    2,IV BK81 MP,0.1736416731404636
AGV    2,COPPMTN3,0.23346613987147932
AGV    2,mid_81832,0.09904499425421795
AGV    2,GND_COULE_19,0.20734546053105987
AGV    2,JOHNDAY_PH1,0.09807926424452655
AGV    2,SUNCREST,0.23750961987104838
AGV    2,LENZ CB1,0.22039380708719486
AGV    2,HTHFIELD1,0.2079309039047062
AGV    2,mid_81973,0.21633582828001371
AGV    2,mid_81771,0.21576018138933278
AGV    2,MORGAN,0.1954150169919196
AGV    2,TOLUCA,0.10326699373798133
AGV    2,WAUTOMA,0.09107894639865939
AGV    2,SEL 500,0.1163632729435812
AGV    2,LENZIE,0.10720980408822575
AGV    2,ARLINTON,0.09623759595275687
AGV    2,ECHOLAKE,0.08677290382258075
AGV    2,CHEF_JO_PH5,0.3192871918686237
AGV    2,mid_81818,0.1786903811891405
AGV    2,SBK 500,0.1264609412455923
AGV    2,MIDWAY,0.0829223553966217
AGV    2,mid_81853,0.15369412237596614
AGV    2,AVSOLAR,0.09623759595275687
AGV    2,SCHULTZ,0.05277234976124194
AGV    2,ROUND MT,0.10853367216111066
AGV    2,ROUNDB_STR,0.19161129234012747
AGV    2,BROADVIEW,0.17240482517700673
AGV    2,PCN 500,0.0679021156051808
AGV    2,Q227,0.2936893372042264
AGV    2,AMC 5C1I,0.10828399632499618
AGV    2,SKA 500,0.13988279017707303
AGV    2,HERMCALP,0.24116568938728955
AGV    2,CUSTER,0.143403582317528
AGV    2,KDY 5C2G,0.15110779413726183
AGV    2,PINAL_C,0.147780046451161
AGV    2,DIABLOCNYNSS,0.10346754417888461
AGV    2,mid_81752,0.11689596452153662
AGV    2,mid_81806,0.2342749787832563
AGV    2,RD MT 1M,0.19666060988999923
AGV    2,TORTOLITA,0.19289995344103486
AGV    2,VINCENT,0.05704692162563744
AGV    2,VAS 500,0.05608079749353358
AGV    2,ALVEY,0.3138237631466225
AGV    2,LOW_GRN_PH1,0.36959447207182544
AGV    2,NAVAJO,0.2835465358192292
AGV    2,JOHNDAY_PH2,0.09807926424452655
AGV    2,LAUGHLIN2,0.3200538478909103
AGV    2,mid_81794,0.1430067068548536
AGV    2,MOAPA,0.18122348425229498
AGV    2,KNIGHT,0.1638059257614879
AGV    2,SYA 5C1M,0.21427291611539884
AGV    2,mid_81862,0.13060638618948456
AGV    2,mid_81793,0.1430067068548536
AGV    2,PALOVRDE,0.15803396465247688
AGV    2,BIG_HAN_STA#,0.2769563964005524
AGV    2,ADL PF BUS 2,0.10326699373798133
AGV    2,TCY MP1,0.20402413089351729
AGV    2,HOT SPR,0.19959275543538088
AGV    2,mid_81791,0.2552184144743466
AGV    2,MAPLEVLY_VL,0.3016372841708017
AGV    2,HA CC,0.13744072596507922
AGV    2,ANTELOPE,0.09896192735042014
AGV    2,BROWNING,0.1618434791041732
AGV    2,SACJWA#,0.10122753300596737
AGV    2,mid_81719,0.19496290266727823
AGV    2,MIRA81X2,0.13265022501920493
AGV    2,ALLSTON,0.12340281081372007
AGV    2,GENESEE4,0.2722034474110956
AGV    2,MARKETPL,0.1119159421181669
AGV    2,ASHE,0.06636601664995741
AGV    2,mid_81913,0.2075079207458047
AGV    2,mid_81894,0.13481893043913976
AGV    2,mid_81879,0.27183230778738254
AGV    2,ING 500,0.05630548732478664
AGV    2,mid_81969,0.23194803070266615
AGV    2,LOW GRAN,0.18350905679939106
AGV    2,ADELANTX,0.10326699373798133
AGV    2,DEVERS,0.2226094584189836
AGV    2,SYA 5C2N,0.13112451117793367
AGV    2,mid_81838,0.16538895579974952
AGV    2,mid_97941,0.28823437114628
AGV    2,MIRALOMA,0.08262677227395807
AGV    2,SNOKING#,0.17818829820162502
AGV    2,TESLA,0.06508835223659036
AGV    2,SYA 5C2M,0.21819315481962068
AGV    2,H ALLEN,0.06125113606282294
AGV    2,MSA 500,0.11020581042324283
AGV    2,mid_81722,0.146892465843797
AGV    2,SNCRSMP2,0.300189894721978
AGV    2,TAFT,0.1203413035995706
AGV    2,BIG EDDY,0.13559867035670037
AGV    2,ADELSVC,0.17326699373798132
AGV    2,HANFORD,0.044363308873854555
AGV    2,AMC 5C1N,0.13247552975221294
AGV    2,SNCRSMP1,0.300189894721978
AGV    2,IV BK82 MP,0.1736416731404636
AGV    2,KEEPHIL2,0.11285304434658314
AGV    2,LIT GOOS,0.175347992409788
AGV    2,LOSBANOS,0.0534076726476749
AGV    2,SACJAWEA,0.3448949110856469
AGV    2,RYC 5C3N,0.13150296888788376
AGV    2,MIDPOINT,0.20774735974808656
AGV    2,mid_99982,0.20283067467517216
AGV    2,GND_COULE_22,0.20734546053105987
AGV    2,mid_81923,0.23601534057609808
AGV    2,AMC 5C2M,0.12038621626031991
AGV    2,SNOKING,0.33858345002028317
AGV    2,mid_81922,0.23601534057609808
AGV    2,mid_81790,0.2552184144743466
AGV    2,MIGUELMP,0.27778409772649
AGV    2,IEEC,0.2646793091385117
AGV    2,RAVER,0.17041016315012308
AGV    2,ROBINSON,0.2475449346207943
AGV    2,MOENKOPI,0.11163443573152482
AGV    2,GUI 5C1N,0.24976327803601
AGV    2,WSN 500,0.0489634485497448
AGV    2,LOW_MON_PH1,0.2593183153817285
AGV    2,CKY 500,0.0729365644991746
AGV    2,GMS 500,0.2046283817092609
AGV    2,AEOLUS,0.09893805201464703
AGV    2,IMPRLVLY,0.1424685284577753
AGV    2,DALLASES,0.3230632436670693
AGV    2,VIC KDUM,0.1704349957536677
AGV    2,NEXTERA 500,0.22640222338899946
AGV    2,DWORSHAK_PH,0.3448557898370571
AGV    2,WIRLWIND,0.0902661380670545
AGV    2,RUDD,0.1326100982114565
AGV    2,MLS 5C2K,0.1480582480748732
AGV    2,CENTRLIA_P2,0.17195639640055244
AGV    2,CRK 5C1K,0.10454953746857472
AGV    2,BROADVIEW A,0.18216633838620172
AGV    2,KDY 5C1W,0.09718669310349595
AGV    2,LANE,0.17214656263868455
AGV    2,HDWSH,0.07597704943638697
AGV    2,HTHFIELD2,0.3501599158403006
AGV    2,ADL PF BUS 1,0.10326699373798133
AGV    2,LAUGHLIN1,0.3200538478909103
AGV    2,mid_81863,0.13060638618948456
AGV    2,MEAD,0.08036759681230533
AGV    2,AMC 5C2N,0.13198029165697486
AGV    2,KDS 500,0.12317679877918612
AGV    2,GND_COULE_23,0.20734546053105987
AGV    2,IV BK80 MP,0.1736416731404636
AGV    2,MONROE,0.09812024980272303
AGV    2,PEARL,0.09223416659596902
AGV    2,ELLERSLI1,0.15037715368577215
AGV    2,GLN 500,0.18758424120348205
AGV    2,HAE SVCL,0.22619213047122116
AGV    2,HARQUAHA,0.09623759595275687
AGV    2,AGUACAL1,0.4103560038708931
AGV    2,ELDORDO,0.07732958701101066
AGV    2,SAGUARO,0.3241141442908405
AGV    2,KEEPHIL3,0.365092166585934
AGV    2,mid_81998,0.15908559899802258
AGV    2,MKTPSVC,0.28346613987147934
AGV    2,mid_81792,0.1430067068548536
AGV    2,PERK PS2,0.2390216004727612
AGV    2,COVINGT5,0.21513575145659342
AGV    2,SANTIAM,0.17214656263868455
AGV    2,CRK 5C1C,0.16763122148311102
AGV    2,GRIZZLY,0.12604290264043147
AGV    2,ECO,0.11517558041155665
AGV    2,CHUKAR,0.09623759595275687
AGV    2,OCOTILLO 1,0.34406588742936356
AGV    2,SLATT,0.05443238531519923
AGV    2,TABLE MTN5M,0.1961329923054909
AGV    2,OSTRNDER,0.1096074135855843
AGV    2,LENZ CB2,0.22039380708719486
AGV    2,KDY 5C3W,0.08887276553351678
AGV    2,RINALDI2,0.10326699373798133
AGV    2,JOHNDAY_PH3,0.09807926424452655
AGV    2,MESQUIT2,0.09623759595275687
AGV    2,GND_COULE_21,0.20734546053105987
AGV    2,MLS 5C3W,0.10130989789850413
AGV    2,DWORSHAK,0.20600731969874622
AGV    2,OLYMPIA,0.17195639640055244
AGV    2,CHP 5C1C,0.1674541790784469
AGV    2,mid_81795,0.1430067068548536
AGV    2,FOURCORN,0.1930547332897827
AGV    2,mid_81855,0.15369412237596614
AGV    2,SUNNYB1,0.12414041964435163
AGV    2,TCY MP2,0.20402413089351729
AGV    2,mid_81943,0.20616561776439365
AGV    2,MESQUIT1,0.09623759595275687
AGV    2,ADELANTO,0.06679289967840044
AGV    2,ADL PF BUS 4,0.10326699373798133
AGV    2,MLS 5C3K,0.14805772493463673
AGV    2,mid_99780,0.24476853035633883
AGV    2,ANPP_Q09_M,0.3067454756884328
AGV    2,mid_81970,0.23194803070266615
AGV    2,COYOTE,0.13036051495256135
AGV    2,THICKWD1,0.22224892462581267
AGV    2,L.BANS M,0.14757647588635464
AGV    2,N.GILA,0.29387436278589163
AGV    2,CBN 500,0.0885543109951902
AGV    2,REDBLUFF,0.1253565228354997
AGV    2,TABLE MTN,0.1082405512808283
AGV    2,mid_81831,0.09904499425421795
AGV    2,TACOMA,0.14513575145659344
AGV    2,TRACY,0.07321988547831497
AGV    2,MLS 5C1W,0.1423450320981424
AGV    2,SATSOP,0.17195639640055244
AGV    2,mid_81807,0.2342749787832563
AGV    2,MCNARY,0.06190460252512143
AGV    2,MALIN,0.09543410457902197
AGV    2,mid_81720,0.19604623600061155
AGV    2,mid_81753,0.11689596452153662
AGV    2,MOSSLAND,0.10055465258072782
AGV    2,GATES,0.2010739410220405
AGV    2,HASSYAMP,0.047173973060173555
AGV    2,GARRISON,0.20132238369223168
AGV    2,GUI 5C1K,0.22648011290780853
AGV    2,RYC 5C3M,0.11930030696063765
AGV    2,mid_81944,0.20616561776439365
AGV    2,MLS 5C2W,0.1423450320981424
AGV    2,mid_81839,0.16538895579974952
AGV    2,mid_81718,0.19442123600061154
AGV    2,PNPKAPS,0.2339992809868848
AGV    2,REV 500,0.3243181377377593
AGV    2,KLY 500,0.1153561896321235
AGV    2,LIT_GOS_PH1,0.3272904973197123
AGV    2,TROUTDAL,0.26711570923977995
AGV    2,CHIEF_JO,0.0644598702328256
AGV    2,VICTORVL,0.10661748867448917
AGV    2,VALLEYSC,0.13660140462193965
AGV    2,CHEF_JO_PH6,0.3192871918686237
AGV    2,JOHNDAY_PH4,0.09807926424452655
AGV    2,SYA 5C1N,0.13112458455549464
AGV    2,CBK 500,0.13600262646064198
AGV    2,ANTICLIN,0.09893805201464703
AGV    2,KDY 5C1G,0.15110779413726183
AGV    2,BDVWSOLR 2,0.19541437710752824
AGV    2,HRTLAND,0.21399599310588846
AGV    2,OCOTILLO,0.11990227552246611
AGV    2,mid_81914,0.2075079207458047
AGV    2,MARION,0.05318336316357366
AGV    2,COLSTRIPGSU3,0.27015222338899947
AGV    2,LOW MON,0.05988720520675854
AGV    2,COVINGT4,0.21513575145659342
AGV    2,COLSTRIPGSU4,0.27015222338899947
AGV    2,SERRANO,0.11062113247487176
AGV    2,COYO M1,0.315429527237
AGV    2,CARTYM1,0.21030942704567362
AGV    2,CEN FERY,0.087847992409788
TON    3,ADELANTY,0.3838085237832245
TON    3,ECO MP,0.16145140022873863
TON    3,mid_99779,0.20981665991868104
TON    3,NWEST,0.26543719146800554
TON    3,JOHN DAY,0.1882868936426763
TON    3,GRAND_COULEE,0.20542220397404676
TON    3,ALVEY_TIE,0.1549616954109946
TON    3,GND_COULE_24,0.38048705373476127
TON    3,mid_81721,0.3543998905586997
TON    3,mid_81974,0.19280976314726136
TON    3,ADL PF BUS 3,0.3138085237832245
TON    3,TKW 500,0.44705531745833715
TON    3,MDN 500,0.29317336968553775
TON    3,DMR 500,0.2613443952307754
TON    3,MLS 5C1K,0.3155204182324705
TON    3,CRYSTAL,0.3983048141395552
TON    3,COLSTRIP 500,0.4504986732775852
TON    3,SUNNYB2,0.33163582725356044
TON    3,HAE SVC,0.2958360934695573
TON    3,RING2DUM,0.17653155355871863
TON    3,NIC 500,0.11888376712065109
TON    3,ACK 500,0.14931347827042066
TON    3,KDY 5C2W,0.2735444385542044
TON    3,CAPTJACK,0.3821241325778164
TON    3,CHP 5C1K,0.3146096374089278
TON    3,MCCULLGH,0.24644013411749957
TON    3,GND_COULE_20,0.38048705373476127
TON    3,LUGO,0.14295899504168877
TON    3,mid_81895,0.4280937338790951
TON    3,COLRIVER,0.4179329145616699
TON    3,WESTWING,0.572805733910313
TON    3,CRSTL N,0.6053762398864337
TON    3,mid_81772,0.20037691896268423
TON    3,SUMMER L,0.3153076218196304
TON    3,BUCKLEY,0.2231194804141934
TON    3,SLHWK,0.3632057728062782
TON    3,mid_81896,0.4280937338790951
TON    3,mid_81854,0.3742029836725748
