Year,Month,Name,Limit,DeviceName,DeviceType,FlowDirection,Factor
2021,4,MCCAMY,89999.1,76025 L_CASTM 76615 L_LCRAN 1,Line,From-To,1
2021,4,MCCAMY,89999.1,76040 L_CASTI 76615 L_LCRAN 1,Line,From-To,1
2021,4,MCCAMY,89999.1,76579 L_FORTL 76582 L_MEVIS 1,Line,To-From,1
2021,4,MCCAMY,89999.1,76615 L_LCRAN 76635 L_KINGM 1,Line,To-From,1
2021,4,MCCAMY,89999.1,842 GPL_KINGM 11028 ODESEHV 1,Line,From-To,1
2021,4,MCCAMY,89999.1,38420 TNWHITE 69 38430 TNWHITE 138 1,Transformer,To-From,1
2021,4,MCCAMY,89999.1,6598 RIOPECOS 69 6601 RIOPECOS 138 1,Transformer,To-From,1
2021,4,MCCAMY,89999.1,6598 RIOPECOS 69 6601 RIOPECOS 138 2,Transformer,To-From,1
2021,4,NELRIO,798.3,80076 AJO7A 85000 N_SHARP 1,Line,From-To,1
2021,4,NELRIO,798.3,8601 CEBOLLA7 8902 RIOHONDO 1,Line,From-To,1
2021,4,NE_LOB,1257.3,5709 FOWLERTO 80219 LOBO7A 1,Line,To-From,1
2021,4,NE_LOB,1257.3,8383 NEDIN7A 8574 POMELO7A 1,Line,To-From,1
2021,4,NE_LOB,1257.3,80219 LOBO7A 345 80221 LOBO4A 138 1,Transformer,From-To,1
2021,4,NE_LOB,1257.3,80221 LOBO4A 138 906199 LOBO7A 345 2,Transformer,To-From,1
2021,4,N_TO_H,3718.8,40600 ROANS__ 45972 KUYDAL7 75,Line,From-To,1
2021,4,N_TO_H,3718.8,44645 SNGLTN_ 44900 ZENITH_ 98,Line,From-To,1
2021,4,N_TO_H,3718.8,44645 SNGLTN_ 44900 ZENITH_ 99,Line,From-To,1
2021,4,N_TO_H,3718.8,44645 SNGLTN_ 46500 TOMBAL_ 74,Line,From-To,1
2021,4,N_TO_H,3718.8,967 GIBN_CREK 44900 ZENITH_ 18,Line,From-To,1
2021,4,N_TO_H,3718.8,967 GIBN_CREK 44900 ZENITH_ 50,Line,From-To,1
2021,4,PNHNDL,2755.8,11305 DERMOTT 59904 COTTONW 1,Line,To-From,1
2021,4,PNHNDL,2755.8,11305 DERMOTT 59904 COTTONW 2,Line,To-From,1
2021,4,PNHNDL,2755.8,59904 COTTONW 60500 EDITHCL 1,Line,From-To,1
2021,4,PNHNDL,2755.8,59904 COTTONW 60500 EDITHCL 2,Line,From-To,1
2021,4,PNHNDL,2755.8,60501 TESLA7A 60505 EDITHCL 1,Line,From-To,1
2021,4,PNHNDL,2755.8,60501 TESLA7A 60505 EDITHCL 2,Line,From-To,1
2021,4,PNHNDL,2755.8,60504 TESLA7B 61001 JIMTREE 1,Line,From-To,1
2021,4,PNHNDL,2755.8,6101 RILEY7A 60504 TESLA7B 1,Line,To-From,1
2021,4,REDTAP,89999.1,8896 RACHAL4A 88380 RGTAP4A 1,Line,To-From,1
2021,4,RV_RH,89999.1,5745 ERAYMNDV 80309 LASPULG 1,Line,To-From,1
2021,4,RV_RH,89999.1,57900 RAYTPNR 80309 LASPULG 1,Line,To-From,1
2021,4,RV_RH,89999.1,8302 RAYMND24 80309 LASPULG 1,Line,To-From,1
2021,4,RV_RH,89999.1,8319 RIOHONDO 80309 LASPULG 1,Line,To-From,1
2021,4,TRDWEL,89999.1,6365 YELWJCKT 60423 TREADWE 1,Line,To-From,1
2021,4,TRDWEL,89999.1,6480 SAPOWER4 60423 TREADWE 1,Line,To-From,1
2021,4,VALEXP,572.4,5742 YTURRIAS 8302 RAYMND24 1,Line,To-From,1
2021,4,VALEXP,572.4,8383 NEDIN7A 8574 POMELO7A 1,Line,From-To,1
2021,4,VALEXP,572.4,8455 LONHILL7 8905 NEDIN7C 1,Line,To-From,1
2021,4,VALEXP,572.4,8510 FALFUR4A 8896 RACHAL4A 1,Line,To-From,1
2021,4,VALEXP,572.4,8601 CEBOLLA7 8902 RIOHONDO 1,Line,To-From,1
2021,4,VALEXP,572.4,8795 ROMA_SW4 80106 FALCONS 1,Line,From-To,1
2021,4,VALIMP,2079.9,5742 YTURRIAS 8302 RAYMND24 1,Line,From-To,1
2021,4,VALIMP,2079.9,8383 NEDIN7A 8574 POMELO7A 1,Line,To-From,1
2021,4,VALIMP,2079.9,8455 LONHILL7 8905 NEDIN7C 1,Line,From-To,1
2021,4,VALIMP,2079.9,8510 FALFUR4A 8896 RACHAL4A 1,Line,From-To,1
2021,4,VALIMP,2079.9,8601 CEBOLLA7 8902 RIOHONDO 1,Line,From-To,1
2021,4,VALIMP,2079.9,8795 ROMA_SW4 80106 FALCONS 1,Line,To-From,1
2021,4,WESTEX,8464.5,1421 WILLOWCK 1429 JACKSBRO 1,Line,To-From,1
2021,4,WESTEX,8464.5,1421 WILLOWCK 60514 CLEARCR 1,Line,To-From,1
2021,4,WESTEX,8464.5,1421 WILLOWCK 60515 CLEARCR 2,Line,To-From,1
2021,4,WESTEX,8464.5,1429 JACKSBRO 1443 HENDRCH_ 1,Line,From-To,1
2021,4,WESTEX,8464.5,1429 JACKSBRO 1730 W_KRUM_5 1,Line,From-To,1
2021,4,WESTEX,8464.5,1430 GRHAMSES 1436 PARKER_5 1,Line,From-To,1
2021,4,WESTEX,8464.5,1430 GRHAMSES 1436 PARKER_5 2,Line,From-To,1
2021,4,WESTEX,8464.5,1440 COMCHESS 1900 COMCHPKW 1,Line,From-To,1
2021,4,WESTEX,8464.5,1444 BROWN_5 3422 KILL_SS_ 1,Line,From-To,1
2021,4,WESTEX,8464.5,1444 BROWN_5 3422 KILL_SS_ 2,Line,From-To,1
2021,4,WESTEX,8464.5,1730 W_KRUM_5 6101 RILEY7A 1,Line,To-From,1
2021,4,WESTEX,8464.5,1730 W_KRUM_5 6101 RILEY7A 2,Line,To-From,1
2021,4,WESTEX,8464.5,68040 KOPPRL1 68091 NAVARRO 1,Line,From-To,1
2021,4,WESTEX,8464.5,68080 KOPPRL2 68090 SAMSW 1,Line,From-To,1
2021,4,WESTEX,8464.5,7046 L_KENDAL 60618 EDISON7 1,Line,To-From,1
2021,4,WESTEX,8464.5,7046 L_KENDAL 60621 EDISON7 1,Line,To-From,1
2021,4,ZAPSTR,89999.1,8299 ZAPATA4A 8985 S_YGANCI 1,Line,From-To,1
2021,4,ZAPSTR,89999.1,8795 ROMA_SW4 80106 FALCONS 1,Line,To-From,1
2021,5,BEARKT,513.9,23875 EINSTEI 59903 BEARKAT 1,Line,To-From,1
2021,5,BEARKT,513.9,59902 SAND_BL 59903 BEARKAT 1,Line,To-From,1
2021,5,CULBSN,284.4,1096 BLACKRVR 1097 CULBERSO 1,Line,To-From,1
2021,5,CULBSN,284.4,1097 CULBERSO 11082 MAVRKDR 1,Line,From-To,1
2021,5,CULBSN,284.4,1097 CULBERSO 11086 MCHALAM 1,Line,From-To,1
2021,5,CULBSN,284.4,1097 CULBERSO 900693 CASTLE 1,Line,From-To,1
2021,5,EASTEX,1902.6,3100 MARTINLK 3102 TYLERGND 1,Line,From-To,1
2021,5,EASTEX,1902.6,3100 MARTINLK 3103 SHAMBRGR 1,Line,From-To,1
2021,5,EASTEX,1902.6,3100 MARTINLK 3105 ELKTON_5 1,Line,From-To,1
2021,5,EASTEX,1902.6,3100 MARTINLK 3109 STRYKER_ 1,Line,From-To,1
2021,5,EASTEX,1902.6,3116 MTENTRPR 3119 NACOGDSE 1,Line,From-To,1
2021,5,EASTEX,1902.6,3116 MTENTRPR 3124 TRINDAD2 1,Line,From-To,1
2021,5,MCCAMY,89999.1,38310 TN16TH_ 38330 TNWDWRD 1,Line,To-From,1
2021,5,MCCAMY,89999.1,60404 SOLSTIC 76002 L_BAKER 1,Line,To-From,1
2021,5,MCCAMY,89999.1,60404 SOLSTIC 76002 L_BAKER 2,Line,To-From,1
2021,5,MCCAMY,89999.1,60723 CROSSOV 76032 L_NORTM 1,Line,To-From,1
2021,5,MCCAMY,89999.1,6556 YATW_SW2 60370 ALLEYOO 1,Line,From-To,1
2021,5,MCCAMY,89999.1,6601 RIOPECOS 76615 L_LCRAN 1,Line,From-To,1
2021,5,MCCAMY,89999.1,6630 FTST4A 6671 TOMBSTNE 1,Line,To-From,1
2021,5,MCCAMY,89999.1,76003 L_BIGHI 76005 L_SCHND 1,Line,To-From,1
2021,5,MCCAMY,89999.1,76025 L_CASTM 76615 L_LCRAN 1,Line,From-To,1
2021,5,MCCAMY,89999.1,76040 L_CASTI 76615 L_LCRAN 1,Line,From-To,1
2021,5,MCCAMY,89999.1,76579 L_FORTL 76582 L_MEVIS 1,Line,To-From,1
2021,5,MCCAMY,89999.1,76615 L_LCRAN 76635 L_KINGM 1,Line,To-From,1
2021,5,MCCAMY,89999.1,842 GPL_KINGM 11028 ODESEHV 1,Line,From-To,1
2021,5,MCCAMY,89999.1,38420 TNWHITE 69 38430 TNWHITE 138 1,Transformer,To-From,1
2021,5,MCCAMY,89999.1,6598 RIOPECOS 69 6601 RIOPECOS 138 1,Transformer,To-From,1
2021,5,MCCAMY,89999.1,6598 RIOPECOS 69 6601 RIOPECOS 138 2,Transformer,To-From,1
2021,5,NELRIO,798.3,80076 AJO7A 85000 N_SHARP 1,Line,From-To,1
2021,5,NELRIO,798.3,8601 CEBOLLA7 8902 RIOHONDO 1,Line,From-To,1
2021,5,NE_LOB,1257.3,5709 FOWLERTO 80219 LOBO7A 1,Line,To-From,1
2021,5,NE_LOB,1257.3,8383 NEDIN7A 8574 POMELO7A 1,Line,To-From,1
2021,5,NE_LOB,1257.3,80219 LOBO7A 345 80221 LOBO4A 138 1,Transformer,From-To,1
2021,5,NE_LOB,1257.3,80219 LOBO7A 345 80221 LOBO4A 138 2,Transformer,From-To,1
2021,5,N_TO_H,3602.7,40600 ROANS__ 45972 KUYDAL7 75,Line,From-To,1
2021,5,N_TO_H,3602.7,44645 SNGLTN_ 44900 ZENITH_ 98,Line,From-To,1
2021,5,N_TO_H,3602.7,44645 SNGLTN_ 44900 ZENITH_ 99,Line,From-To,1
2021,5,N_TO_H,3602.7,44645 SNGLTN_ 46500 TOMBAL_ 74,Line,From-To,1
2021,5,N_TO_H,3602.7,967 GIBN_CREK 44900 ZENITH_ 18,Line,From-To,1
2021,5,N_TO_H,3602.7,967 GIBN_CREK 44900 ZENITH_ 50,Line,From-To,1
2021,5,PNHNDL,2755.8,11305 DERMOTT 59904 COTTONW 1,Line,To-From,1
2021,5,PNHNDL,2755.8,11305 DERMOTT 59904 COTTONW 2,Line,To-From,1
2021,5,PNHNDL,2755.8,59904 COTTONW 60500 EDITHCL 1,Line,From-To,1
2021,5,PNHNDL,2755.8,59904 COTTONW 60500 EDITHCL 2,Line,From-To,1
2021,5,PNHNDL,2755.8,60501 TESLA7A 60505 EDITHCL 1,Line,From-To,1
2021,5,PNHNDL,2755.8,60501 TESLA7A 60505 EDITHCL 2,Line,From-To,1
2021,5,PNHNDL,2755.8,60504 TESLA7B 61001 JIMTREE 1,Line,From-To,1
2021,5,PNHNDL,2755.8,6101 RILEY7A 60504 TESLA7B 1,Line,To-From,1
2021,5,REDTAP,89999.1,8896 RACHAL4A 88380 RGTAP4A 1,Line,To-From,1
2021,5,RV_RH,89999.1,5745 ERAYMNDV 80309 LASPULG 1,Line,To-From,1
2021,5,RV_RH,89999.1,57900 RAYTPNR 80309 LASPULG 1,Line,To-From,1
2021,5,RV_RH,89999.1,8302 RAYMND24 80309 LASPULG 1,Line,To-From,1
2021,5,RV_RH,89999.1,8319 RIOHONDO 80309 LASPULG 1,Line,To-From,1
2021,5,TRDWEL,89999.1,6365 YELWJCKT 60423 TREADWE 1,Line,To-From,1
2021,5,TRDWEL,89999.1,6480 SAPOWER4 60423 TREADWE 1,Line,To-From,1
2021,5,VALEXP,572.4,5742 YTURRIAS 8302 RAYMND24 1,Line,To-From,1
2021,5,VALEXP,572.4,8383 NEDIN7A 8574 POMELO7A 1,Line,From-To,1
2021,5,VALEXP,572.4,8455 LONHILL7 8905 NEDIN7C 1,Line,To-From,1
2021,5,VALEXP,572.4,8510 FALFUR4A 8896 RACHAL4A 1,Line,To-From,1
2021,5,VALEXP,572.4,8601 CEBOLLA7 8902 RIOHONDO 1,Line,To-From,1
2021,5,VALEXP,572.4,8795 ROMA_SW4 80106 FALCONS 1,Line,From-To,1
2021,5,VALIMP,1723.5,5742 YTURRIAS 8302 RAYMND24 1,Line,From-To,1
2021,5,VALIMP,1723.5,8383 NEDIN7A 8574 POMELO7A 1,Line,To-From,1
2021,5,VALIMP,1723.5,8455 LONHILL7 8905 NEDIN7C 1,Line,From-To,1
2021,5,VALIMP,1723.5,8510 FALFUR4A 8896 RACHAL4A 1,Line,From-To,1
2021,5,VALIMP,1723.5,8601 CEBOLLA7 8902 RIOHONDO 1,Line,From-To,1
2021,5,VALIMP,1723.5,8795 ROMA_SW4 80106 FALCONS 1,Line,To-From,1
2021,5,WESTEX,8464.5,1421 WILLOWCK 1429 JACKSBRO 1,Line,To-From,1
2021,5,WESTEX,8464.5,1421 WILLOWCK 60514 CLEARCR 1,Line,To-From,1
2021,5,WESTEX,8464.5,1421 WILLOWCK 60515 CLEARCR 2,Line,To-From,1
2021,5,WESTEX,8464.5,1429 JACKSBRO 1443 HENDRCH_ 1,Line,From-To,1
2021,5,WESTEX,8464.5,1429 JACKSBRO 1730 W_KRUM_5 1,Line,From-To,1
2021,5,WESTEX,8464.5,1430 GRHAMSES 1436 PARKER_5 1,Line,From-To,1
2021,5,WESTEX,8464.5,1430 GRHAMSES 1436 PARKER_5 2,Line,From-To,1
2021,5,WESTEX,8464.5,1440 COMCHESS 1900 COMCHPKW 1,Line,From-To,1
2021,5,WESTEX,8464.5,1444 BROWN_5 3422 KILL_SS_ 1,Line,From-To,1
2021,5,WESTEX,8464.5,1444 BROWN_5 3422 KILL_SS_ 2,Line,From-To,1
2021,5,WESTEX,8464.5,1730 W_KRUM_5 6101 RILEY7A 1,Line,To-From,1
2021,5,WESTEX,8464.5,1730 W_KRUM_5 6101 RILEY7A 2,Line,To-From,1
2021,5,WESTEX,8464.5,68040 KOPPRL1 68091 NAVARRO 1,Line,From-To,1
2021,5,WESTEX,8464.5,68080 KOPPRL2 68090 SAMSW 1,Line,From-To,1
2021,5,WESTEX,8464.5,7046 L_KENDAL 60618 EDISON7 1,Line,To-From,1
2021,5,WESTEX,8464.5,7046 L_KENDAL 60621 EDISON7 1,Line,To-From,1
2021,5,ZAPSTR,89999.1,8299 ZAPATA4A 8985 S_YGANCI 1,Line,From-To,1
2021,5,ZAPSTR,89999.1,8795 ROMA_SW4 80106 FALCONS 1,Line,To-From,1
2021,6,BEARKT,513.9,23875 EINSTEI 59903 BEARKAT 1,Line,To-From,1
2021,6,BEARKT,513.9,59902 SAND_BL 59903 BEARKAT 1,Line,To-From,1
2021,6,CULBSN,284.4,1096 BLACKRVR 1097 CULBERSO 1,Line,To-From,1
2021,6,CULBSN,284.4,1097 CULBERSO 11082 MAVRKDR 1,Line,From-To,1
2021,6,CULBSN,284.4,1097 CULBERSO 11086 MCHALAM 1,Line,From-To,1
2021,6,CULBSN,284.4,1097 CULBERSO 900666 CASTLE 1,Line,From-To,1
2021,6,EASTEX,89999.1,3100 MARTINLK 3102 TYLERGND 1,Line,From-To,1
2021,6,EASTEX,89999.1,3100 MARTINLK 3103 SHAMBRGR 1,Line,From-To,1
2021,6,EASTEX,89999.1,3100 MARTINLK 3105 ELKTON_5 1,Line,From-To,1
2021,6,EASTEX,89999.1,3100 MARTINLK 3109 STRYKER_ 1,Line,From-To,1
2021,6,EASTEX,89999.1,3116 MTENTRPR 3119 NACOGDSE 1,Line,From-To,1
2021,6,EASTEX,89999.1,3116 MTENTRPR 3124 TRINDAD2 1,Line,From-To,1
2021,6,MCCAMY,89999.1,38310 TN16TH_ 38330 TNWDWRD 1,Line,To-From,1
2021,6,MCCAMY,89999.1,60404 SOLSTIC 76002 L_BAKER 1,Line,To-From,1
2021,6,MCCAMY,89999.1,60404 SOLSTIC 76002 L_BAKER 2,Line,To-From,1
2021,6,MCCAMY,89999.1,60723 CROSSOV 76032 L_NORTM 1,Line,To-From,1
2021,6,MCCAMY,89999.1,6556 YATW_SW2 60370 ALLEYOO 1,Line,From-To,1
2021,6,MCCAMY,89999.1,6601 RIOPECOS 76615 L_LCRAN 1,Line,From-To,1
2021,6,MCCAMY,89999.1,6630 FTST4A 6671 TOMBSTNE 1,Line,To-From,1
2021,6,MCCAMY,89999.1,76003 L_BIGHI 76005 L_SCHND 1,Line,To-From,1
2021,6,MCCAMY,89999.1,76025 L_CASTM 76615 L_LCRAN 1,Line,From-To,1
2021,6,MCCAMY,89999.1,76040 L_CASTI 76615 L_LCRAN 1,Line,From-To,1
2021,6,MCCAMY,89999.1,76579 L_FORTL 76582 L_MEVIS 1,Line,To-From,1
2021,6,MCCAMY,89999.1,76615 L_LCRAN 76635 L_KINGM 1,Line,To-From,1
2021,6,MCCAMY,89999.1,842 GPL_KINGM 11028 ODESEHV 1,Line,From-To,1
2021,6,MCCAMY,89999.1,38420 TNWHITE 69 38430 TNWHITE 138 1,Transformer,To-From,1
2021,6,MCCAMY,89999.1,6598 RIOPECOS 69 6601 RIOPECOS 138 1,Transformer,To-From,1
2021,6,MCCAMY,89999.1,6598 RIOPECOS 69 6601 RIOPECOS 138 2,Transformer,To-From,1
2021,6,NELRIO,798.3,80076 AJO7A 85000 N_SHARP 1,Line,From-To,1
2021,6,NELRIO,798.3,8601 CEBOLLA7 8902 RIOHONDO 1,Line,From-To,1
2021,6,NE_LOB,1386.0,5709 FOWLERTO 80219 LOBO7A 1,Line,To-From,1
2021,6,NE_LOB,1386.0,8383 NEDIN7A 8574 POMELO7A 1,Line,To-From,1
2021,6,NE_LOB,1386.0,80219 LOBO7A 345 80221 LOBO4A 138 1,Transformer,From-To,1
2021,6,NE_LOB,1386.0,80219 LOBO7A 345 80221 LOBO4A 138 2,Transformer,From-To,1
2021,6,N_TO_H,3969.9,40600 ROANS__ 45972 KUYDAL7 75,Line,From-To,1
2021,6,N_TO_H,3969.9,44645 SNGLTN_ 44900 ZENITH_ 98,Line,From-To,1
2021,6,N_TO_H,3969.9,44645 SNGLTN_ 44900 ZENITH_ 99,Line,From-To,1
2021,6,N_TO_H,3969.9,44645 SNGLTN_ 46500 TOMBAL_ 74,Line,From-To,1
2021,6,N_TO_H,3969.9,967 GIBN_CREK 44900 ZENITH_ 18,Line,From-To,1
2021,6,N_TO_H,3969.9,967 GIBN_CREK 44900 ZENITH_ 50,Line,From-To,1
2021,6,PNHNDL,2061.0,11305 DERMOTT 59904 COTTONW 1,Line,To-From,1
2021,6,PNHNDL,2061.0,11305 DERMOTT 59904 COTTONW 2,Line,To-From,1
2021,6,PNHNDL,2061.0,59904 COTTONW 60500 EDITHCL 1,Line,From-To,1
2021,6,PNHNDL,2061.0,59904 COTTONW 60500 EDITHCL 2,Line,From-To,1
2021,6,PNHNDL,2061.0,60501 TESLA7A 60505 EDITHCL 1,Line,From-To,1
2021,6,PNHNDL,2061.0,60501 TESLA7A 907859 EDITHC 2,Line,From-To,1
2021,6,PNHNDL,2061.0,60504 TESLA7B 61001 JIMTREE 1,Line,From-To,1
2021,6,PNHNDL,2061.0,6101 RILEY7A 60504 TESLA7B 1,Line,To-From,1
2021,6,REDTAP,89999.1,8896 RACHAL4A 88380 RGTAP4A 1,Line,To-From,1
2021,6,RV_RH,89999.1,5745 ERAYMNDV 80309 LASPULG 1,Line,To-From,1
2021,6,RV_RH,89999.1,57900 RAYTPNR 80309 LASPULG 1,Line,To-From,1
2021,6,RV_RH,89999.1,8302 RAYMND24 80309 LASPULG 1,Line,To-From,1
2021,6,RV_RH,89999.1,8319 RIOHONDO 80309 LASPULG 1,Line,To-From,1
2021,6,TRDWEL,89999.1,6365 YELWJCKT 60423 TREADWE 1,Line,To-From,1
2021,6,TRDWEL,89999.1,6480 SAPOWER4 60423 TREADWE 1,Line,To-From,1
2021,6,VALEXP,549.9,5742 YTURRIAS 8302 RAYMND24 1,Line,To-From,1
2021,6,VALEXP,549.9,8383 NEDIN7A 8574 POMELO7A 1,Line,From-To,1
2021,6,VALEXP,549.9,8455 LONHILL7 8905 NEDIN7C 1,Line,To-From,1
2021,6,VALEXP,549.9,8510 FALFUR4A 8896 RACHAL4A 1,Line,To-From,1
2021,6,VALEXP,549.9,8601 CEBOLLA7 8902 RIOHONDO 1,Line,To-From,1
2021,6,VALEXP,549.9,8795 ROMA_SW4 80106 FALCONS 1,Line,From-To,1
2021,6,VALIMP,2050.2,5742 YTURRIAS 8302 RAYMND24 1,Line,From-To,1
2021,6,VALIMP,2050.2,8383 NEDIN7A 8574 POMELO7A 1,Line,To-From,1
2021,6,VALIMP,2050.2,8455 LONHILL7 8905 NEDIN7C 1,Line,From-To,1
2021,6,VALIMP,2050.2,8510 FALFUR4A 8896 RACHAL4A 1,Line,From-To,1
2021,6,VALIMP,2050.2,8601 CEBOLLA7 8902 RIOHONDO 1,Line,From-To,1
2021,6,VALIMP,2050.2,8795 ROMA_SW4 80106 FALCONS 1,Line,To-From,1
2021,6,WESTEX,9444.6,1421 WILLOWCK 1429 JACKSBRO 1,Line,To-From,1
2021,6,WESTEX,9444.6,1421 WILLOWCK 60514 CLEARCR 1,Line,To-From,1
2021,6,WESTEX,9444.6,1421 WILLOWCK 60515 CLEARCR 2,Line,To-From,1
2021,6,WESTEX,9444.6,1429 JACKSBRO 1443 HENDRCH_ 1,Line,From-To,1
2021,6,WESTEX,9444.6,1429 JACKSBRO 1730 W_KRUM_5 1,Line,From-To,1
2021,6,WESTEX,9444.6,1430 GRHAMSES 1436 PARKER_5 1,Line,From-To,1
2021,6,WESTEX,9444.6,1430 GRHAMSES 1436 PARKER_5 2,Line,From-To,1
2021,6,WESTEX,9444.6,1440 COMCHESS 1900 COMCHPKW 1,Line,From-To,1
2021,6,WESTEX,9444.6,1444 BROWN_5 3422 KILL_SS_ 1,Line,From-To,1
2021,6,WESTEX,9444.6,1444 BROWN_5 3422 KILL_SS_ 2,Line,From-To,1
2021,6,WESTEX,9444.6,1730 W_KRUM_5 6101 RILEY7A 1,Line,To-From,1
2021,6,WESTEX,9444.6,1730 W_KRUM_5 6101 RILEY7A 2,Line,To-From,1
2021,6,WESTEX,9444.6,68040 KOPPRL1 68091 NAVARRO 1,Line,From-To,1
2021,6,WESTEX,9444.6,68080 KOPPRL2 68090 SAMSW 1,Line,From-To,1
2021,6,WESTEX,9444.6,7046 L_KENDAL 60618 EDISON7 1,Line,To-From,1
2021,6,WESTEX,9444.6,7046 L_KENDAL 60621 EDISON7 1,Line,To-From,1
2021,6,ZAPSTR,89999.1,8299 ZAPATA4A 8985 S_YGANCI 1,Line,From-To,1
2021,6,ZAPSTR,89999.1,8795 ROMA_SW4 80106 FALCONS 1,Line,To-From,1
2021,7,BEARKT,522.0,23875 EINSTEI 59903 BEARKAT 1,Line,To-From,1
2021,7,BEARKT,522.0,59902 SAND_BL 59903 BEARKAT 1,Line,To-From,1
2021,7,CULBSN,284.4,1096 BLACKRVR 1097 CULBERSO 1,Line,To-From,1
2021,7,CULBSN,284.4,1097 CULBERSO 11082 MAVRKDR 1,Line,From-To,1
2021,7,CULBSN,284.4,1097 CULBERSO 11086 MCHALAM 1,Line,From-To,1
2021,7,CULBSN,284.4,1097 CULBERSO 900667 CASTLE 1,Line,From-To,1
2021,7,EASTEX,89999.1,3100 MARTINLK 3102 TYLERGND 1,Line,From-To,1
2021,7,EASTEX,89999.1,3100 MARTINLK 3103 SHAMBRGR 1,Line,From-To,1
2021,7,EASTEX,89999.1,3100 MARTINLK 3105 ELKTON_5 1,Line,From-To,1
2021,7,EASTEX,89999.1,3100 MARTINLK 3109 STRYKER_ 1,Line,From-To,1
2021,7,EASTEX,89999.1,3116 MTENTRPR 3119 NACOGDSE 1,Line,From-To,1
2021,7,EASTEX,89999.1,3116 MTENTRPR 3124 TRINDAD2 1,Line,From-To,1
2021,7,MCCAMY,89999.1,38310 TN16TH_ 38330 TNWDWRD 1,Line,To-From,1
2021,7,MCCAMY,89999.1,60404 SOLSTIC 76002 L_BAKER 1,Line,To-From,1
2021,7,MCCAMY,89999.1,60404 SOLSTIC 76002 L_BAKER 2,Line,To-From,1
2021,7,MCCAMY,89999.1,60723 CROSSOV 76032 L_NORTM 1,Line,To-From,1
2021,7,MCCAMY,89999.1,6556 YATW_SW2 60370 ALLEYOO 1,Line,From-To,1
2021,7,MCCAMY,89999.1,6601 RIOPECOS 76615 L_LCRAN 1,Line,From-To,1
2021,7,MCCAMY,89999.1,6630 FTST4A 6671 TOMBSTNE 1,Line,To-From,1
2021,7,MCCAMY,89999.1,76003 L_BIGHI 76005 L_SCHND 1,Line,To-From,1
2021,7,MCCAMY,89999.1,76025 L_CASTM 76615 L_LCRAN 1,Line,From-To,1
2021,7,MCCAMY,89999.1,76040 L_CASTI 76615 L_LCRAN 1,Line,From-To,1
2021,7,MCCAMY,89999.1,76579 L_FORTL 76582 L_MEVIS 1,Line,To-From,1
2021,7,MCCAMY,89999.1,76615 L_LCRAN 76635 L_KINGM 1,Line,To-From,1
2021,7,MCCAMY,89999.1,842 GPL_KINGM 11028 ODESEHV 1,Line,From-To,1
2021,7,MCCAMY,89999.1,38420 TNWHITE 69 38430 TNWHITE 138 1,Transformer,To-From,1
2021,7,MCCAMY,89999.1,6598 RIOPECOS 69 6601 RIOPECOS 138 1,Transformer,To-From,1
2021,7,MCCAMY,89999.1,6598 RIOPECOS 69 6601 RIOPECOS 138 2,Transformer,To-From,1
2021,7,NELRIO,798.3,80076 AJO7A 85000 N_SHARP 1,Line,From-To,1
2021,7,NELRIO,798.3,8601 CEBOLLA7 8902 RIOHONDO 1,Line,From-To,1
2021,7,NE_LOB,1386.0,5709 FOWLERTO 80219 LOBO7A 1,Line,To-From,1
2021,7,NE_LOB,1386.0,8383 NEDIN7A 8574 POMELO7A 1,Line,To-From,1
2021,7,NE_LOB,1386.0,80219 LOBO7A 345 80221 LOBO4A 138 1,Transformer,From-To,1
2021,7,NE_LOB,1386.0,80219 LOBO7A 345 80221 LOBO4A 138 2,Transformer,From-To,1
2021,7,N_TO_H,4516.2,40600 ROANS__ 45972 KUYDAL7 75,Line,From-To,1
2021,7,N_TO_H,4516.2,44645 SNGLTN_ 44900 ZENITH_ 98,Line,From-To,1
2021,7,N_TO_H,4516.2,44645 SNGLTN_ 44900 ZENITH_ 99,Line,From-To,1
2021,7,N_TO_H,4516.2,44645 SNGLTN_ 46500 TOMBAL_ 74,Line,From-To,1
2021,7,N_TO_H,4516.2,967 GIBN_CREK 44900 ZENITH_ 18,Line,From-To,1
2021,7,N_TO_H,4516.2,967 GIBN_CREK 44900 ZENITH_ 50,Line,From-To,1
2021,7,PNHNDL,2955.6,23912 OGALLAL 23920 BLKWTRD 1,Line,From-To,1
2021,7,PNHNDL,2955.6,23920 BLKWTRD 23922 WHIT_RV 1,Line,To-From,1
2021,7,PNHNDL,2955.6,23922 WHIT_RV 59904 COTTONW 1,Line,From-To,1
2021,7,PNHNDL,2955.6,23922 WHIT_RV 59904 COTTONW 2,Line,From-To,1
2021,7,PNHNDL,2955.6,60501 TESLA7A 60505 EDITHCL 1,Line,From-To,1
2021,7,PNHNDL,2955.6,60501 TESLA7A 907925 EDITHC 2,Line,From-To,1
2021,7,PNHNDL,2955.6,60504 TESLA7B 61001 JIMTREE 1,Line,From-To,1
2021,7,PNHNDL,2955.6,6101 RILEY7A 60504 TESLA7B 1,Line,To-From,1
2021,7,REDTAP,89999.1,8896 RACHAL4A 88380 RGTAP4A 1,Line,To-From,1
2021,7,RV_RH,89999.1,5745 ERAYMNDV 80309 LASPULG 1,Line,To-From,1
2021,7,RV_RH,89999.1,57900 RAYTPNR 80309 LASPULG 1,Line,To-From,1
