Path,Sourcename,Sinkname,PEAKTYPE,HEDGETYPE,Period,DA congestion,RT LMP,Seq6,Seq5,Seq4,Seq3,Seq2,Seq1,Monthly Auction,Monthly Auction PnL,Seq1 PnL,Seq2 PnL,Seq3 PnL,Seq4 PnL,Seq5 PnL,Seq6 PnL,Plant,Size (MW),ShadowPricePerMWH,BidPricePerMWH
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2019-06-01,0.064,0.0,,,0.0376,0.2249,0.3015,0.0625,0.3326,-0.2686,0.0015000000000000011,-0.2375,-0.1609,0.0264,,,Baytown,250.0,0.3896395,0.18222222222222226
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2019-07-01,0.0024,0.0,,,0.2309,0.443,0.3988,0.1958,0.2853,-0.2829,-0.1934,-0.3964,-0.4406,-0.2285,,,Baytown,250.0,0.31764664285714284,0.15
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2019-08-01,0.039,0.0,,,0.2309,0.443,0.3988,0.1958,0.1523,-0.11329999999999997,-0.1568,-0.3598,-0.404,-0.1919,,,Baytown,250.0,0.16261799999999998,0.092
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2019-09-01,0.2051,0.0,,,0.1636,0.443,0.0688,0.1529,0.1317,0.07339999999999999,0.0522,0.1363,-0.23789999999999994,0.04150000000000001,,,Baytown,250.0,0.17898,0.11583333333333334
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2019-10-01,0.677,0.0,,,0.0731,0.443,0.079,0.08900000000000001,0.1849,0.4921,0.5880000000000001,0.5980000000000001,0.2340000000000001,0.6039000000000001,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2019-11-01,0.0316,0.0,,,0.0731,0.443,0.079,0.08900000000000001,0.2465,-0.2149,-0.057400000000000014,-0.0474,-0.4113999999999999,-0.0415,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2019-12-01,0.0761,0.0,,,0.0731,0.443,0.079,0.08900000000000001,0.2678,-0.1917,-0.012900000000000007,-0.0029,-0.3669,0.003000000000000003,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2020-01-01,0.0242,0.0,,0.058,0.5042,0.0409,0.0317,0.0384,0.1451,-0.1209,-0.014199999999999997,-0.0075,-0.0167,-0.48,-0.0338,,Baytown,250.0,0.32254299999999997,0.13285714285714287
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2020-02-01,0.0017,0.0,,0.058,0.5042,0.0409,0.0317,0.022,0.13,-0.1283,-0.0203,-0.03,-0.0392,-0.5025,-0.0563,,Baytown,250.0,0.17994200000000002,0.13285714285714287
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2020-03-01,0.468,0.0,,0.214,0.4154,0.2838,0.3475,0.1569,0.1465,0.3215,0.31109999999999993,0.1205,0.1842,0.05259999999999998,0.254,,Baytown,250.0,0.15539475,0.11583333333333334
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2020-04-01,0.0093,0.0,,0.214,0.4154,0.2838,0.3475,0.0597,0.1472,-0.1379,-0.0504,-0.3382,-0.2745,-0.4061,-0.2047,,Baytown,250.0,0.15113025000000002,0.11583333333333334
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2020-05-01,0.0001,0.0,,0.214,0.4154,0.2838,0.3475,0.3727,0.1719,-0.1718,-0.3726,-0.3474,-0.2837,-0.4153,-0.2139,,Baytown,250.0,0.20131038888888889,0.1905555555555556
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2020-06-01,0.0,0.0,,0.1329,0.4585,0.1037,0.1883,0.1464,0.1,-0.1,-0.1464,-0.1883,-0.1037,-0.4585,-0.1329,,Baytown,250.0,0.13609433333333332,0.1158333333333333
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2020-07-01,0.0355,0.0,0.1982,0.3613,0.1927,0.9692,0.3829,0.1329,0.0905,-0.055,-0.0974,-0.34740000000000004,-0.9337,-0.1572,-0.32580000000000003,-0.16269999999999998,Baytown,250.0,0.1187445,0.07499999999999997
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2020-08-01,0.2641,0.0,0.1982,0.3613,0.1927,0.9692,0.3829,0.1329,0.2101,0.053999999999999986,0.1312,-0.11880000000000003,-0.7051,0.07139999999999999,-0.0972,0.06590000000000001,Baytown,250.0,0.24353425,0.07875
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2020-09-01,0.0005,0.0,0.3733,0.2718,0.1905,0.649,0.3148,0.1335,0.2283,-0.2278,-0.133,-0.3143,-0.6485000000000001,-0.19,-0.2713,-0.3728,Baytown,250.0,0.358547,0.09199999999999997
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2020-10-01,0.0012,0.0,0.0865,0.1271,0.2183,0.1787,0.13,0.1,0.1575,-0.1563,-0.0988,-0.1288,-0.1775,-0.2171,-0.12589999999999998,-0.08529999999999999,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2020-11-01,0.0008,0.0,0.0865,0.1271,0.2183,0.1787,0.13,0.1,0.3076,-0.3068,-0.0992,-0.1292,-0.1779,-0.2175,-0.1263,-0.0857,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2020-12-01,0.0025,0.0,0.0865,0.1271,0.2183,0.1787,0.13,0.1,0.2283,-0.2258,-0.0975,-0.1275,-0.1762,-0.2158,-0.1246,-0.08399999999999999,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2021-01-01,0.002,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2021-02-01,0.0034,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2021-03-01,0.0064,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2021-04-01,0.1417,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2021-05-01,0.5529999999999999,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2021-06-01,0.3216,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2021-07-01,0.0009,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2021-08-01,0.1198,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2021-09-01,0.0344,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2021-10-01,0.4165,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2021-11-01,0.0002,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2021-12-01,0.0039,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2022-01-01,0.0028,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2022-02-01,0.0784,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2022-03-01,0.0,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2022-04-01,0.0,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2022-05-01,0.0002,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2022-06-01,0.0,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2022-07-01,0.0074,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2022-08-01,0.0287,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2022-09-01,0.0042,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2022-10-01,0.0108,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2022-11-01,0.0038,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2022-12-01,1.9086,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2023-01-01,0.0051,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2023-02-01,0.0121,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2023-03-01,0.0259,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2023-04-01,0.0049,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2023-05-01,0.0004,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WEPEAK,Option,2023-06-01,0.0006,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2019-01-01,0.0151,0.0,,,0.0903,0.1398,0.3671,0.0886,0.12,-0.1049,-0.0735,-0.35200000000000004,-0.1247,-0.0752,,,Baytown,250.0,0.100578,0.107
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2019-02-01,0.0063,0.0,,,0.0903,0.1398,0.3671,0.0886,0.1,-0.0937,-0.0823,-0.3608,-0.1335,-0.084,,,Baytown,250.0,0.089442625,0.07500000000000001
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2019-03-01,0.0085,0.0,,,0.1007,0.1199,0.4167,0.19,0.1558,-0.1473,-0.1815,-0.4082,-0.1114,-0.0922,,,Baytown,250.0,0.138989875,0.075
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2019-04-01,0.0251,0.0,,,0.1007,0.1199,0.4167,0.19,0.2195,-0.1944,-0.1649,-0.3916,-0.0948,-0.0756,,,Baytown,250.0,0.17973949999999994,0.075
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2019-05-01,0.3368,0.0,,,0.1007,0.1199,0.4167,0.19,0.3077,0.02910000000000001,0.1468,-0.07990000000000003,0.2169,0.2361,,,Baytown,250.0,0.279694,0.15
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2019-06-01,0.0477,0.0,,,0.0821,0.2024,0.4948,0.0882,0.4467,-0.399,-0.0405,-0.4471,-0.1547,-0.034400000000000014,,,Baytown,250.0,0.3896395,0.18222222222222226
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2019-07-01,0.0121,0.0,,,0.3225,0.5261,0.4625,0.3720000000000001,0.3759,-0.3638,-0.35990000000000005,-0.4504,-0.514,-0.3104,,,Baytown,250.0,0.31764664285714284,0.15
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2019-08-01,0.0708,0.0,,,0.3225,0.5261,0.4625,0.3720000000000001,0.1729,-0.1021,-0.3012,-0.3917000000000001,-0.4553,-0.25170000000000003,,,Baytown,250.0,0.16261799999999998,0.092
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2019-09-01,0.853,0.0,,,0.2577,0.5261,0.2986,0.14,0.2127,0.6403,0.713,0.5544,0.3269,0.5952999999999999,,,Baytown,250.0,0.17898,0.11583333333333334
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2019-10-01,0.6937,0.0,,,0.1254,0.5261,0.2651,0.1251,0.3623,0.3314,0.5686,0.4286,0.16759999999999994,0.5683,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2019-11-01,0.6151,0.0,,,0.1254,0.5261,0.2651,0.1251,0.4223,0.1928,0.49,0.35,0.08899999999999998,0.4897,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2019-12-01,0.3146,0.0,,,0.1254,0.5261,0.2651,0.1251,0.4207,-0.10610000000000004,0.1895,0.04949999999999999,-0.2115,0.1892,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2020-01-01,0.0272,0.0,,0.1692,0.6175,0.1,0.2825,0.1102,0.5,-0.4728,-0.083,-0.2553,-0.0728,-0.5903,-0.142,,Baytown,250.0,0.32254299999999997,0.13285714285714287
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2020-02-01,0.0028,0.0,,0.1692,0.6175,0.1,0.2825,0.1102,0.2299,-0.2271,-0.1074,-0.27969999999999995,-0.0972,-0.6147,-0.1664,,Baytown,250.0,0.17994200000000002,0.13285714285714287
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2020-03-01,0.0553,0.0,,0.1962,0.4411,0.37,0.2904,0.3,0.1618,-0.1065,-0.2447,-0.2351,-0.3147,-0.3858,-0.14090000000000005,,Baytown,250.0,0.15539475,0.11583333333333334
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2020-04-01,0.0067,0.0,,0.1962,0.4411,0.37,0.2904,0.3,0.154,-0.1473,-0.2933,-0.2837,-0.3633,-0.4344,-0.1895,,Baytown,250.0,0.15113025000000002,0.11583333333333334
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2020-05-01,0.0056,0.0,,0.1962,0.4411,0.37,0.2904,0.3,0.22,-0.2144,-0.2944,-0.2848,-0.3644,-0.4355,-0.1906,,Baytown,250.0,0.20131038888888889,0.1905555555555556
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2020-06-01,0.0014,0.0,,0.1784,0.3783,0.28,0.3751,0.3654,0.1619,-0.16049999999999998,-0.364,-0.3737,-0.2786,-0.3769,-0.177,,Baytown,250.0,0.13609433333333332,0.1158333333333333
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2020-07-01,0.1804,0.0,0.3072,0.5424,1.8283,1.1448,0.46,0.2275,0.1357,0.04470000000000002,-0.0471,-0.2796,-0.9644,-1.6479,-0.36200000000000004,-0.12679999999999994,Baytown,250.0,0.1187445,0.07499999999999997
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2020-08-01,0.0702,0.0,0.3072,0.5424,1.8283,1.1448,0.46,0.2275,0.2636,-0.1934,-0.1573,-0.3898,-1.0746,-1.7581,-0.4722,-0.237,Baytown,250.0,0.24353425,0.07875
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2020-09-01,0.004,0.0,0.404,0.5071,0.3591,0.6165,0.4197,0.2949,0.4888,-0.4848,-0.2909,-0.4157,-0.6125,-0.3551,-0.5031,-0.4,Baytown,250.0,0.358547,0.09199999999999997
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2020-10-01,0.1099,0.0,0.1756,0.269,0.2556,0.4008,0.2392,0.16399999999999998,0.2254,-0.1155,-0.05409999999999998,-0.1293,-0.2909,-0.1457,-0.15909999999999996,-0.06570000000000001,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2020-11-01,0.0078,0.0,0.1756,0.269,0.2556,0.4008,0.2392,0.16399999999999998,0.3661,-0.3583,-0.15619999999999998,-0.2314,-0.39299999999999996,-0.2478,-0.2612,-0.1678,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2020-12-01,0.0033,0.0,0.1756,0.269,0.2556,0.4008,0.2392,0.16399999999999998,0.2171,-0.2138,-0.16069999999999998,-0.2359,-0.3975,-0.2523,-0.26569999999999994,-0.1723,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2021-01-01,0.0043,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2021-02-01,0.0113,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2021-03-01,0.1225,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2021-04-01,0.5989,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2021-05-01,0.5489,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2021-06-01,0.0934,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2021-07-01,0.0045,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2021-08-01,0.1927,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2021-09-01,0.1224,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2021-10-01,1.7557,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2021-11-01,0.0047,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2021-12-01,0.0004,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2022-01-01,0.0305,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2022-02-01,0.0081,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2022-03-01,0.0088,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2022-04-01,0.0,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2022-05-01,0.0,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2022-06-01,0.0001,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2022-07-01,0.001,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2022-08-01,0.0017,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2022-09-01,0.0111,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2022-10-01,0.0104,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2022-11-01,0.0001,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2022-12-01,0.8125,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2023-01-01,0.0102,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2023-02-01,0.0723,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2023-03-01,0.0175,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2023-04-01,0.0015,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2023-05-01,0.0003,0.0,,,,,,,,,,,,,,,,,,
BTE_BTE_G4+HB_HOUSTON,BTE_BTE_G4,HB_HOUSTON,WDPEAK,Option,2023-06-01,0.0006,0.0,,,,,,,,,,,,,,,,,,
BTE_PUN1+HB_HOUSTON,BTE_PUN1,HB_HOUSTON,OFFPEAK,Obligation,2019-01-01,-0.0675,-0.0165,,,-0.04,-0.01,-0.15,-0.13,-0.112,0.044499999999999984,0.0625,0.08249999999999999,-0.0575,-0.027500000000000004,,,,,,
BTE_PUN1+HB_HOUSTON,BTE_PUN1,HB_HOUSTON,OFFPEAK,Obligation,2019-02-01,-0.015,-0.0004,,,-0.04,-0.03,-0.13,-0.21,-0.0784,0.0634,0.195,0.115,0.015,0.025,,,,,,
BTE_PUN1+HB_HOUSTON,BTE_PUN1,HB_HOUSTON,OFFPEAK,Obligation,2019-03-01,-0.2528,-1.7713,,,-0.09,-0.02,-0.25,-0.2,-0.0836,-0.16920000000000002,-0.05280000000000002,-0.002800000000000025,-0.23280000000000006,-0.16280000000000006,,,,,,
BTE_PUN1+HB_HOUSTON,BTE_PUN1,HB_HOUSTON,OFFPEAK,Obligation,2019-04-01,-0.1915,-0.0115,,,-0.2,-0.05,-0.25,-0.26,-0.1371,-0.0544,0.0685,0.0585,-0.1415,0.008500000000000008,,,,,,
BTE_PUN1+HB_HOUSTON,BTE_PUN1,HB_HOUSTON,OFFPEAK,Obligation,2019-05-01,-0.061,-0.0412,,,-0.27,-0.18,-0.17,-0.07,-0.1715,0.1105,0.009000000000000008,0.109,0.11900000000000001,0.209,,,,,,
BTE_PUN1+HB_HOUSTON,BTE_PUN1,HB_HOUSTON,OFFPEAK,Obligation,2019-06-01,-0.025,-0.0356,,,-0.26,-0.14,-0.09,-0.04,-0.1521,0.12710000000000002,0.015,0.065,0.11500000000000002,0.235,,,,,,
BTE_PUN1+HB_HOUSTON,BTE_PUN1,HB_HOUSTON,OFFPEAK,Obligation,2019-07-01,-0.0185,-0.0399,,,-0.05,-0.2,-0.1707,-0.1271,-0.1029,0.0844,0.1086,0.1522,0.1815,0.0315,,,,,,
BTE_PUN1+HB_HOUSTON,BTE_PUN1,HB_HOUSTON,OFFPEAK,Obligation,2019-08-01,0.0013,0.0014,,,-0.08,-0.18,-0.1692,-0.1586,-0.0722,0.0735,0.1599,0.17049999999999998,0.1813,0.0813,,,,,,
BTE_PUN1+HB_HOUSTON,BTE_PUN1,HB_HOUSTON,OFFPEAK,Obligation,2019-09-01,0.0091,0.0123,,,-0.05,-0.12,-0.1136,-0.0903,-0.0562,0.0653,0.0994,0.1227,0.1291,0.0591,,,,,,
BTE_PUN1+HB_HOUSTON,BTE_PUN1,HB_HOUSTON,OFFPEAK,Obligation,2019-10-01,0.0033,-0.0022,,,-0.07,-0.11,-0.0932,-0.1179,-0.0734,0.0767,0.1212,0.0965,0.1133,0.0733,,,,,,
BTE_PUN1+HB_HOUSTON,BTE_PUN1,HB_HOUSTON,OFFPEAK,Obligation,2019-11-01,0.1001,0.2519,,,-0.09,-0.11,-0.0996,-0.1609,-0.0533,0.15339999999999998,0.261,0.1997,0.2101,0.1901,,,,,,
BTE_PUN1+HB_HOUSTON,BTE_PUN1,HB_HOUSTON,OFFPEAK,Obligation,2019-12-01,-0.0198,-0.0047,,,-0.05,-0.06,-0.0839,-0.1717,0.0298,-0.049600000000000005,0.15189999999999998,0.0641,0.0402,0.0302,,,,,,
BTE_PUN1+HB_HOUSTON,BTE_PUN1,HB_HOUSTON,OFFPEAK,Obligation,2020-01-01,-0.079,-0.0379,,0.07,-0.08,-0.0515,-0.0733,-0.0893,-0.0498,-0.029200000000000007,0.010300000000000005,-0.005699999999999997,-0.027500000000000004,0.0010000000000000009,-0.14900000000000002,,,,,
BTE_PUN1+HB_HOUSTON,BTE_PUN1,HB_HOUSTON,OFFPEAK,Obligation,2020-02-01,-0.021,-0.0005,,-0.03,-0.07,-0.1027,-0.0494,-0.084,-0.069,0.048,0.063,0.0284,0.0817,0.049,0.008999999999999998,,,,,
