Path,TargetDate,Source,Sink,TimeOfUse,StartDate,ACI99,ACP,FileName
HB_SOUTH + LZ_LCRA + Off-peak,04/01/2020,HB_SOUTH,LZ_LCRA,Off-peak,05/01/2020,-1.6086,-0.5202,2020.MAY
HB_HOUSTON + LZ_HOUSTON + Off-peak,04/01/2020,HB_HOUSTON,LZ_HOUSTON,Off-peak,05/01/2020,-0.0304,0.13,2020.MAY
DDPEC_GT6 + HB_HOUSTON + PeakWE,04/01/2020,DDPEC_GT6,HB_HOUSTON,PeakWE,05/01/2020,-1.7698,,2020.MAY
DDPEC_GT2 + HB_HOUSTON + PeakWE,04/01/2020,DDPEC_GT2,HB_HOUSTON,PeakWE,05/01/2020,-1.7698,,2020.MAY
BTE_PUN1 + HB_HOUSTON + PeakWE,04/01/2020,BTE_PUN1,HB_HOUSTON,PeakWE,05/01/2020,-1.1459,,2020.MAY
DDPEC_GT6 + HB_HOUSTON + PeakWD,04/01/2020,DDPEC_GT6,HB_HOUSTON,PeakWD,05/01/2020,-2.229,,2020.MAY
DDPEC_GT2 + HB_HOUSTON + PeakWD,04/01/2020,DDPEC_GT2,HB_HOUSTON,PeakWD,05/01/2020,-2.229,,2020.MAY
CHE_LYD + HB_HOUSTON + PeakWD,04/01/2020,CHE_LYD,HB_HOUSTON,PeakWD,05/01/2020,-4.652,,2020.MAY
BVE_UNIT2 + HB_HOUSTON + PeakWD,04/01/2020,BVE_UNIT2,HB_HOUSTON,PeakWD,05/01/2020,-0.6426,,2020.MAY
BTE_PUN2 + HB_HOUSTON + PeakWD,04/01/2020,BTE_PUN2,HB_HOUSTON,PeakWD,05/01/2020,-1.5833,,2020.MAY
FREC_2_CCU + HB_NORTH + Off-peak,04/01/2020,FREC_2_CCU,HB_NORTH,Off-peak,05/01/2020,-1.4237,,2020.MAY
FREC_1_CCU + HB_NORTH + Off-peak,04/01/2020,FREC_1_CCU,HB_NORTH,Off-peak,05/01/2020,-1.3952,,2020.MAY
TXCTY_CTA + HB_HOUSTON + Off-peak,04/01/2020,TXCTY_CTA,HB_HOUSTON,Off-peak,05/01/2020,-2.7495,,2020.MAY
HB_SOUTH + HB_HOUSTON + Off-peak,04/01/2020,HB_SOUTH,HB_HOUSTON,Off-peak,05/01/2020,-1.015,,2020.MAY
DDPEC_GT2 + HB_HOUSTON + Off-peak,04/01/2020,DDPEC_GT2,HB_HOUSTON,Off-peak,05/01/2020,-0.3789,,2020.MAY
CHE_LYD + HB_HOUSTON + Off-peak,04/01/2020,CHE_LYD,HB_HOUSTON,Off-peak,05/01/2020,-0.3959,,2020.MAY
BTE_PUN1 + HB_HOUSTON + Off-peak,04/01/2020,BTE_PUN1,HB_HOUSTON,Off-peak,05/01/2020,-0.4886,,2020.MAY
STELLA_RN + HB_SOUTH + PeakWE,04/01/2020,STELLA_RN,HB_SOUTH,PeakWE,05/01/2020,-4.4988,-1.5281,2020.MAY
HB_NORTH + HB_SOUTH + PeakWE,04/01/2020,HB_NORTH,HB_SOUTH,PeakWE,05/01/2020,-1.6738,0.6,2020.MAY
GUADG_CCU1 + HB_SOUTH + PeakWE,04/01/2020,GUADG_CCU1,HB_SOUTH,PeakWE,05/01/2020,-2.4724,-0.1623,2020.MAY
HB_WEST + HB_NORTH + PeakWE,04/01/2020,HB_WEST,HB_NORTH,PeakWE,05/01/2020,-0.8244,2.7305,2020.MAY
HB_SOUTH + HB_NORTH + PeakWE,04/01/2020,HB_SOUTH,HB_NORTH,PeakWE,05/01/2020,-5.8944,-2.7203,2020.MAY
FREC_2_CCU + HB_NORTH + PeakWE,04/01/2020,FREC_2_CCU,HB_NORTH,PeakWE,05/01/2020,-0.9908,-0.1938,2020.MAY
FREC_1_CCU + HB_NORTH + PeakWE,04/01/2020,FREC_1_CCU,HB_NORTH,PeakWE,05/01/2020,-0.5592,-0.5939,2020.MAY
TXCTY_ST + HB_HOUSTON + PeakWE,04/01/2020,TXCTY_ST,HB_HOUSTON,PeakWE,05/01/2020,-12.3237,-19.7266,2020.MAY
HB_NORTH + HB_HOUSTON + PeakWE,04/01/2020,HB_NORTH,HB_HOUSTON,PeakWE,05/01/2020,-0.7424,2.9484,2020.MAY
DDPEC_GT1 + HB_HOUSTON + PeakWE,04/01/2020,DDPEC_GT1,HB_HOUSTON,PeakWE,05/01/2020,-1.7698,-1.4996,2020.MAY
HB_WEST + LZ_WEST + PeakWE,04/01/2020,HB_WEST,LZ_WEST,PeakWE,05/01/2020,0.1932,8.0,2020.MAY
HB_SOUTH + LZ_SOUTH + PeakWE,04/01/2020,HB_SOUTH,LZ_SOUTH,PeakWE,05/01/2020,0.5522,3.6,2020.MAY
HB_NORTH + LZ_NORTH + PeakWE,04/01/2020,HB_NORTH,LZ_NORTH,PeakWE,05/01/2020,-0.0773,0.1149,2020.MAY
HB_SOUTH + LZ_LCRA + PeakWE,04/01/2020,HB_SOUTH,LZ_LCRA,PeakWE,05/01/2020,-1.8089,-1.1062,2020.MAY
HB_HOUSTON + LZ_HOUSTON + PeakWE,04/01/2020,HB_HOUSTON,LZ_HOUSTON,PeakWE,05/01/2020,-0.0441,0.8153,2020.MAY
STELLA_RN + HB_SOUTH + PeakWD,04/01/2020,STELLA_RN,HB_SOUTH,PeakWD,05/01/2020,-4.9884,-1.7946,2020.MAY
HB_NORTH + HB_SOUTH + PeakWD,04/01/2020,HB_NORTH,HB_SOUTH,PeakWD,05/01/2020,-3.7093,1.0212,2020.MAY
HB_WEST + HB_NORTH + PeakWD,04/01/2020,HB_WEST,HB_NORTH,PeakWD,05/01/2020,-0.3679,2.3871,2020.MAY
HB_SOUTH + HB_NORTH + PeakWD,04/01/2020,HB_SOUTH,HB_NORTH,PeakWD,05/01/2020,-5.9678,-3.2047,2020.MAY
FREC_2_CCU + HB_NORTH + PeakWD,04/01/2020,FREC_2_CCU,HB_NORTH,PeakWD,05/01/2020,-1.7628,-0.2317,2020.MAY
FREC_1_CCU + HB_NORTH + PeakWD,04/01/2020,FREC_1_CCU,HB_NORTH,PeakWD,05/01/2020,-1.0174,-0.11,2020.MAY
TXCTY_ST + HB_HOUSTON + PeakWD,04/01/2020,TXCTY_ST,HB_HOUSTON,PeakWD,05/01/2020,-12.777,-29.45,2020.MAY
HB_NORTH + HB_HOUSTON + PeakWD,04/01/2020,HB_NORTH,HB_HOUSTON,PeakWD,05/01/2020,-3.1556,3.1909,2020.MAY
SAN_SANMIGG1 + HB_SOUTH + PeakWD,04/01/2020,SAN_SANMIGG1,HB_SOUTH,PeakWD,05/01/2020,-2.9934,,2020.MAY
HB_WEST + LZ_WEST + PeakWD,04/01/2020,HB_WEST,LZ_WEST,PeakWD,05/01/2020,0.4437,10.0,2020.MAY
HB_SOUTH + LZ_SOUTH + PeakWD,04/01/2020,HB_SOUTH,LZ_SOUTH,PeakWD,05/01/2020,1.1167,4.5318,2020.MAY
HB_NORTH + LZ_NORTH + PeakWD,04/01/2020,HB_NORTH,LZ_NORTH,PeakWD,05/01/2020,0.037,0.508,2020.MAY
HB_SOUTH + LZ_LCRA + PeakWD,04/01/2020,HB_SOUTH,LZ_LCRA,PeakWD,05/01/2020,-2.0651,0.0,2020.MAY
HB_HOUSTON + LZ_HOUSTON + PeakWD,04/01/2020,HB_HOUSTON,LZ_HOUSTON,PeakWD,05/01/2020,0.0509,0.9684,2020.MAY
GUADG_CCU1 + HB_SOUTH + PeakWD,04/01/2020,GUADG_CCU1,HB_SOUTH,PeakWD,05/01/2020,-2.6933,,2020.MAY
WND_WHITNEY + HB_NORTH + PeakWD,04/01/2020,WND_WHITNEY,HB_NORTH,PeakWD,05/01/2020,-1.6737,,2020.MAY
STELLA_RN + HB_SOUTH + Off-peak,04/01/2020,STELLA_RN,HB_SOUTH,Off-peak,05/01/2020,-1.8878,-0.7635,2020.MAY
DC_E + HB_NORTH + PeakWE,04/01/2020,DC_E,HB_NORTH,PeakWE,05/01/2020,-3.5059,,2020.MAY
BOSQ_BSQS_12 + HB_NORTH + PeakWE,04/01/2020,BOSQ_BSQS_12,HB_NORTH,PeakWE,05/01/2020,-1.4253,,2020.MAY
BOSQ_BSQS_34 + HB_NORTH + PeakWD,04/01/2020,BOSQ_BSQS_34,HB_NORTH,PeakWD,05/01/2020,-1.5887,,2020.MAY
BOSQ_BSQS_12 + HB_NORTH + PeakWD,04/01/2020,BOSQ_BSQS_12,HB_NORTH,PeakWD,05/01/2020,-0.8541,,2020.MAY
BTE_PUN1 + HB_HOUSTON + Off-peak,06/03/2020,BTE_PUN1,HB_HOUSTON,Off-peak,07/01/2020,-0.2693,,2020.JUL
HB_SOUTH + HB_WEST + Off-peak,06/03/2020,HB_SOUTH,HB_WEST,Off-peak,07/01/2020,-7.8869,,2020.JUL
SAN_SANMIGG1 + HB_SOUTH + Off-peak,06/03/2020,SAN_SANMIGG1,HB_SOUTH,Off-peak,07/01/2020,-1.8056,,2020.JUL
FREC_2_CCU + HB_NORTH + Off-peak,06/03/2020,FREC_2_CCU,HB_NORTH,Off-peak,07/01/2020,-1.4237,,2020.JUL
FREC_1_CCU + HB_NORTH + Off-peak,06/03/2020,FREC_1_CCU,HB_NORTH,Off-peak,07/01/2020,-1.3952,,2020.JUL
TXCTY_CTA + HB_HOUSTON + Off-peak,06/03/2020,TXCTY_CTA,HB_HOUSTON,Off-peak,07/01/2020,-2.7495,,2020.JUL
DDPEC_GT2 + HB_HOUSTON + Off-peak,06/03/2020,DDPEC_GT2,HB_HOUSTON,Off-peak,07/01/2020,-0.3585,,2020.JUL
CHE_LYD + HB_HOUSTON + Off-peak,06/03/2020,CHE_LYD,HB_HOUSTON,Off-peak,07/01/2020,-0.2131,,2020.JUL
HB_SOUTH + LZ_SOUTH + PeakWE,06/03/2020,HB_SOUTH,LZ_SOUTH,PeakWE,07/01/2020,0.5522,3.3611,2020.JUL
HB_NORTH + LZ_NORTH + PeakWE,06/03/2020,HB_NORTH,LZ_NORTH,PeakWE,07/01/2020,-0.0773,0.6456,2020.JUL
HB_SOUTH + LZ_LCRA + PeakWE,06/03/2020,HB_SOUTH,LZ_LCRA,PeakWE,07/01/2020,-1.8089,0.5535,2020.JUL
HB_HOUSTON + LZ_HOUSTON + PeakWE,06/03/2020,HB_HOUSTON,LZ_HOUSTON,PeakWE,07/01/2020,-0.0441,0.3886,2020.JUL
SAN_SANMIGG1 + HB_SOUTH + PeakWD,06/03/2020,SAN_SANMIGG1,HB_SOUTH,PeakWD,07/01/2020,-2.9934,,2020.JUL
WND_WHITNEY + HB_NORTH + PeakWD,06/03/2020,WND_WHITNEY,HB_NORTH,PeakWD,07/01/2020,-1.6737,,2020.JUL
BOSQ_BSQS_12 + HB_NORTH + PeakWD,06/03/2020,BOSQ_BSQS_12,HB_NORTH,PeakWD,07/01/2020,-0.8541,,2020.JUL
BOSQ_BSQS_12 + HB_NORTH + PeakWE,06/03/2020,BOSQ_BSQS_12,HB_NORTH,PeakWE,07/01/2020,-1.4253,,2020.JUL
TXCTY_CTA + HB_HOUSTON + PeakWE,06/03/2020,TXCTY_CTA,HB_HOUSTON,PeakWE,07/01/2020,-12.3237,,2020.JUL
BTE_PUN2 + HB_HOUSTON + PeakWE,06/03/2020,BTE_PUN2,HB_HOUSTON,PeakWE,07/01/2020,-1.1086,,2020.JUL
DDPEC_GT6 + HB_HOUSTON + PeakWE,06/03/2020,DDPEC_GT6,HB_HOUSTON,PeakWE,07/01/2020,-1.7698,,2020.JUL
DDPEC_GT2 + HB_HOUSTON + PeakWE,06/03/2020,DDPEC_GT2,HB_HOUSTON,PeakWE,07/01/2020,-1.7698,,2020.JUL
BTE_PUN1 + HB_HOUSTON + PeakWE,06/03/2020,BTE_PUN1,HB_HOUSTON,PeakWE,07/01/2020,-1.1086,,2020.JUL
BTE_BTE_G1 + HB_HOUSTON + PeakWE,06/03/2020,BTE_BTE_G1,HB_HOUSTON,PeakWE,07/01/2020,-1.1086,,2020.JUL
TXCTY_CTA + HB_HOUSTON + PeakWD,06/03/2020,TXCTY_CTA,HB_HOUSTON,PeakWD,07/01/2020,-12.777,,2020.JUL
DDPEC_ST1 + HB_HOUSTON + PeakWD,06/03/2020,DDPEC_ST1,HB_HOUSTON,PeakWD,07/01/2020,-2.229,,2020.JUL
DDPEC_GT6 + HB_HOUSTON + PeakWD,06/03/2020,DDPEC_GT6,HB_HOUSTON,PeakWD,07/01/2020,-2.229,,2020.JUL
BVE_UNIT2 + HB_HOUSTON + PeakWD,06/03/2020,BVE_UNIT2,HB_HOUSTON,PeakWD,07/01/2020,-0.6426,,2020.JUL
BTE_PUN2 + HB_HOUSTON + PeakWD,06/03/2020,BTE_PUN2,HB_HOUSTON,PeakWD,07/01/2020,-1.1955,,2020.JUL
SAN_SANMIGG1 + HB_SOUTH + PeakWE,06/03/2020,SAN_SANMIGG1,HB_SOUTH,PeakWE,07/01/2020,-3.0754,,2020.JUL
NED_NEDIN_G2 + HB_SOUTH + PeakWE,06/03/2020,NED_NEDIN_G2,HB_SOUTH,PeakWE,07/01/2020,-11.2072,,2020.JUL
GUADG_CCU2 + HB_SOUTH + PeakWE,06/03/2020,GUADG_CCU2,HB_SOUTH,PeakWE,07/01/2020,-2.4724,,2020.JUL
STELLA_RN + HB_SOUTH + Off-peak,06/03/2020,STELLA_RN,HB_SOUTH,Off-peak,07/01/2020,-1.8878,-0.1607,2020.JUL
HB_NORTH + HB_SOUTH + Off-peak,06/03/2020,HB_NORTH,HB_SOUTH,Off-peak,07/01/2020,-1.3354,0.368,2020.JUL
GUADG_CCU1 + HB_SOUTH + Off-peak,06/03/2020,GUADG_CCU1,HB_SOUTH,Off-peak,07/01/2020,-1.4701,-0.237,2020.JUL
HB_WEST + HB_NORTH + Off-peak,06/03/2020,HB_WEST,HB_NORTH,Off-peak,07/01/2020,-0.3035,0.2325,2020.JUL
HB_SOUTH + HB_NORTH + Off-peak,06/03/2020,HB_SOUTH,HB_NORTH,Off-peak,07/01/2020,-2.7608,-0.4016,2020.JUL
DC_E + HB_NORTH + Off-peak,06/03/2020,DC_E,HB_NORTH,Off-peak,07/01/2020,-4.2681,-0.2849,2020.JUL
PSG_PSG_GT3 + HB_HOUSTON + Off-peak,06/03/2020,PSG_PSG_GT3,HB_HOUSTON,Off-peak,07/01/2020,-0.2165,-0.3475,2020.JUL
HB_SOUTH + HB_HOUSTON + Off-peak,06/03/2020,HB_SOUTH,HB_HOUSTON,Off-peak,07/01/2020,-1.015,0.04,2020.JUL
HB_NORTH + HB_HOUSTON + Off-peak,06/03/2020,HB_NORTH,HB_HOUSTON,Off-peak,07/01/2020,-0.8196,0.1385,2020.JUL
DDPEC_GT1 + HB_HOUSTON + Off-peak,06/03/2020,DDPEC_GT1,HB_HOUSTON,Off-peak,07/01/2020,-0.3585,-0.4157,2020.JUL
BVE_UNIT1 + HB_HOUSTON + Off-peak,06/03/2020,BVE_UNIT1,HB_HOUSTON,Off-peak,07/01/2020,-0.1696,0.0908,2020.JUL
HB_WEST + LZ_WEST + Off-peak,06/03/2020,HB_WEST,LZ_WEST,Off-peak,07/01/2020,0.0812,3.01,2020.JUL
HB_SOUTH + HB_WEST + PeakWE,06/03/2020,HB_SOUTH,HB_WEST,PeakWE,07/01/2020,-5.6991,-1.6318,2020.JUL
STELLA_RN + HB_SOUTH + PeakWE,06/03/2020,STELLA_RN,HB_SOUTH,PeakWE,07/01/2020,-4.4988,-0.4943,2020.JUL
NED_NEDIN_G3 + HB_SOUTH + PeakWE,06/03/2020,NED_NEDIN_G3,HB_SOUTH,PeakWE,07/01/2020,-11.2072,-9.4415,2020.JUL
NED_NEDIN_G1 + HB_SOUTH + PeakWE,06/03/2020,NED_NEDIN_G1,HB_SOUTH,PeakWE,07/01/2020,-11.2072,-7.2234,2020.JUL
GUADG_CCU1 + HB_SOUTH + PeakWE,06/03/2020,GUADG_CCU1,HB_SOUTH,PeakWE,07/01/2020,-2.4724,-0.3128,2020.JUL
HB_NORTH + HB_SOUTH + PeakWE,06/03/2020,HB_NORTH,HB_SOUTH,PeakWE,07/01/2020,-1.6738,-0.088,2020.JUL
DUKE_GST1CCU + HB_SOUTH + PeakWE,06/03/2020,DUKE_GST1CCU,HB_SOUTH,PeakWE,07/01/2020,-11.2421,-10.1083,2020.JUL
HB_WEST + HB_NORTH + PeakWE,06/03/2020,HB_WEST,HB_NORTH,PeakWE,07/01/2020,-0.8244,0.4647,2020.JUL
HB_SOUTH + HB_NORTH + PeakWE,06/03/2020,HB_SOUTH,HB_NORTH,PeakWE,07/01/2020,-5.12,-0.6318,2020.JUL
FREC_2_CCU + HB_NORTH + PeakWE,06/03/2020,FREC_2_CCU,HB_NORTH,PeakWE,07/01/2020,-0.9908,-0.1144,2020.JUL
FREC_1_CCU + HB_NORTH + PeakWE,06/03/2020,FREC_1_CCU,HB_NORTH,PeakWE,07/01/2020,-0.5592,-0.2889,2020.JUL
DC_E + HB_NORTH + PeakWE,06/03/2020,DC_E,HB_NORTH,PeakWE,07/01/2020,-3.5059,-0.1426,2020.JUL
PSG_PSG_GT2 + HB_HOUSTON + PeakWE,06/03/2020,PSG_PSG_GT2,HB_HOUSTON,PeakWE,07/01/2020,-3.8183,-0.9004,2020.JUL
HB_SOUTH + HB_HOUSTON + PeakWE,06/03/2020,HB_SOUTH,HB_HOUSTON,PeakWE,07/01/2020,-2.1136,1.5226,2020.JUL
HB_NORTH + HB_HOUSTON + PeakWE,06/03/2020,HB_NORTH,HB_HOUSTON,PeakWE,07/01/2020,-0.7424,0.84,2020.JUL
DDPEC_GT4 + HB_HOUSTON + PeakWE,06/03/2020,DDPEC_GT4,HB_HOUSTON,PeakWE,07/01/2020,-1.7698,-1.0532,2020.JUL
HB_WEST + LZ_WEST + PeakWE,06/03/2020,HB_WEST,LZ_WEST,PeakWE,07/01/2020,0.2169,2.7101,2020.JUL
HB_SOUTH + LZ_SOUTH + PeakWD,06/03/2020,HB_SOUTH,LZ_SOUTH,PeakWD,07/01/2020,1.1167,4.6069,2020.JUL
HB_NORTH + LZ_NORTH + PeakWD,06/03/2020,HB_NORTH,LZ_NORTH,PeakWD,07/01/2020,0.037,0.97,2020.JUL
HB_SOUTH + LZ_LCRA + PeakWD,06/03/2020,HB_SOUTH,LZ_LCRA,PeakWD,07/01/2020,-2.0651,1.0561,2020.JUL
HB_HOUSTON + LZ_HOUSTON + PeakWD,06/03/2020,HB_HOUSTON,LZ_HOUSTON,PeakWD,07/01/2020,0.0509,0.4944,2020.JUL
HB_SOUTH + HB_WEST + PeakWD,06/03/2020,HB_SOUTH,HB_WEST,PeakWD,07/01/2020,-10.021,-0.8805,2020.JUL
STELLA_RN + HB_SOUTH + PeakWD,06/03/2020,STELLA_RN,HB_SOUTH,PeakWD,07/01/2020,-4.9884,-0.4221,2020.JUL
HB_NORTH + HB_SOUTH + PeakWD,06/03/2020,HB_NORTH,HB_SOUTH,PeakWD,07/01/2020,-3.7093,-0.65,2020.JUL
DUKE_GST1CCU + HB_SOUTH + PeakWD,06/03/2020,DUKE_GST1CCU,HB_SOUTH,PeakWD,07/01/2020,-13.5599,-12.9866,2020.JUL
HB_WEST + HB_NORTH + PeakWD,06/03/2020,HB_WEST,HB_NORTH,PeakWD,07/01/2020,-0.3679,0.703,2020.JUL
HB_SOUTH + HB_NORTH + PeakWD,06/03/2020,HB_SOUTH,HB_NORTH,PeakWD,07/01/2020,-5.9678,0.2276,2020.JUL
FREC_2_CCU + HB_NORTH + PeakWD,06/03/2020,FREC_2_CCU,HB_NORTH,PeakWD,07/01/2020,-1.7628,-0.1942,2020.JUL
FREC_1_CCU + HB_NORTH + PeakWD,06/03/2020,FREC_1_CCU,HB_NORTH,PeakWD,07/01/2020,-1.0174,-0.4181,2020.JUL
DC_E + HB_NORTH + PeakWD,06/03/2020,DC_E,HB_NORTH,PeakWD,07/01/2020,-8.2709,-0.5324,2020.JUL
HB_SOUTH + HB_HOUSTON + PeakWD,06/03/2020,HB_SOUTH,HB_HOUSTON,PeakWD,07/01/2020,-2.6531,1.8591,2020.JUL
HB_NORTH + HB_HOUSTON + PeakWD,06/03/2020,HB_NORTH,HB_HOUSTON,PeakWD,07/01/2020,-3.1556,0.8883,2020.JUL
DDPEC_GT1 + HB_HOUSTON + PeakWD,06/03/2020,DDPEC_GT1,HB_HOUSTON,PeakWD,07/01/2020,-2.229,-1.3057,2020.JUL
CHE_LYD + HB_HOUSTON + PeakWD,06/03/2020,CHE_LYD,HB_HOUSTON,PeakWD,07/01/2020,-4.652,-0.5833,2020.JUL
HB_WEST + LZ_WEST + PeakWD,06/03/2020,HB_WEST,LZ_WEST,PeakWD,07/01/2020,0.4835,3.3175,2020.JUL
HB_SOUTH + LZ_SOUTH + Off-peak,06/03/2020,HB_SOUTH,LZ_SOUTH,Off-peak,07/01/2020,0.1657,0.7874,2020.JUL
HB_NORTH + LZ_NORTH + Off-peak,06/03/2020,HB_NORTH,LZ_NORTH,Off-peak,07/01/2020,-0.145,0.1329,2020.JUL
HB_SOUTH + LZ_LCRA + Off-peak,06/03/2020,HB_SOUTH,LZ_LCRA,Off-peak,07/01/2020,-1.6086,0.2723,2020.JUL
HB_HOUSTON + LZ_HOUSTON + Off-peak,06/03/2020,HB_HOUSTON,LZ_HOUSTON,Off-peak,07/01/2020,-0.0264,0.1086,2020.JUL
HB_SOUTH + HB_WEST + PeakWD,07/08/2020,HB_SOUTH,HB_WEST,PeakWD,08/01/2020,-10.021,-0.8805,2020.AUG
STELLA_RN + HB_SOUTH + PeakWD,07/08/2020,STELLA_RN,HB_SOUTH,PeakWD,08/01/2020,-4.9884,-1.0129,2020.AUG
HB_NORTH + HB_SOUTH + PeakWD,07/08/2020,HB_NORTH,HB_SOUTH,PeakWD,08/01/2020,-3.7093,0.0205,2020.AUG
DUKE_GST1CCU + HB_SOUTH + PeakWD,07/08/2020,DUKE_GST1CCU,HB_SOUTH,PeakWD,08/01/2020,-13.5599,-12.3846,2020.AUG
HB_WEST + HB_NORTH + PeakWD,07/08/2020,HB_WEST,HB_NORTH,PeakWD,08/01/2020,-1.0663,0.55,2020.AUG
HB_SOUTH + HB_NORTH + PeakWD,07/08/2020,HB_SOUTH,HB_NORTH,PeakWD,08/01/2020,-5.9678,0.1176,2020.AUG
FREC_2_CCU + HB_NORTH + PeakWD,07/08/2020,FREC_2_CCU,HB_NORTH,PeakWD,08/01/2020,-1.7628,-0.1942,2020.AUG
FREC_1_CCU + HB_NORTH + PeakWD,07/08/2020,FREC_1_CCU,HB_NORTH,PeakWD,08/01/2020,-1.0222,-0.4181,2020.AUG
DC_E + HB_NORTH + PeakWD,07/08/2020,DC_E,HB_NORTH,PeakWD,08/01/2020,-8.2709,-0.6783,2020.AUG
HB_SOUTH + HB_HOUSTON + PeakWD,07/08/2020,HB_SOUTH,HB_HOUSTON,PeakWD,08/01/2020,-2.6531,1.8591,2020.AUG
HB_NORTH + HB_HOUSTON + PeakWD,07/08/2020,HB_NORTH,HB_HOUSTON,PeakWD,08/01/2020,-3.1556,1.29,2020.AUG
DDPEC_GT1 + HB_HOUSTON + PeakWD,07/08/2020,DDPEC_GT1,HB_HOUSTON,PeakWD,08/01/2020,-2.229,-1.3057,2020.AUG
CHE_LYD + HB_HOUSTON + PeakWD,07/08/2020,CHE_LYD,HB_HOUSTON,PeakWD,08/01/2020,-4.652,-0.5833,2020.AUG
HB_WEST + LZ_WEST + PeakWD,07/08/2020,HB_WEST,LZ_WEST,PeakWD,08/01/2020,0.4605,2.6606,2020.AUG
HB_SOUTH + LZ_SOUTH + PeakWD,07/08/2020,HB_SOUTH,LZ_SOUTH,PeakWD,08/01/2020,0.6029,3.9878,2020.AUG
HB_NORTH + LZ_NORTH + PeakWD,07/08/2020,HB_NORTH,LZ_NORTH,PeakWD,08/01/2020,0.037,0.5503,2020.AUG
HB_SOUTH + LZ_LCRA + PeakWD,07/08/2020,HB_SOUTH,LZ_LCRA,PeakWD,08/01/2020,-2.0651,0.195,2020.AUG
HB_HOUSTON + LZ_HOUSTON + PeakWD,07/08/2020,HB_HOUSTON,LZ_HOUSTON,PeakWD,08/01/2020,0.0509,0.4837,2020.AUG
STELLA_RN + HB_SOUTH + Off-peak,07/08/2020,STELLA_RN,HB_SOUTH,Off-peak,08/01/2020,-1.8878,-0.5881,2020.AUG
HB_NORTH + HB_SOUTH + Off-peak,07/08/2020,HB_NORTH,HB_SOUTH,Off-peak,08/01/2020,-1.3354,0.4351,2020.AUG
GUADG_CCU1 + HB_SOUTH + Off-peak,07/08/2020,GUADG_CCU1,HB_SOUTH,Off-peak,08/01/2020,-1.4701,-0.237,2020.AUG
HB_WEST + HB_NORTH + Off-peak,07/08/2020,HB_WEST,HB_NORTH,Off-peak,08/01/2020,-0.3035,0.2325,2020.AUG
HB_SOUTH + HB_NORTH + Off-peak,07/08/2020,HB_SOUTH,HB_NORTH,Off-peak,08/01/2020,-2.7608,-0.4016,2020.AUG
DC_E + HB_NORTH + Off-peak,07/08/2020,DC_E,HB_NORTH,Off-peak,08/01/2020,-4.2681,-0.2849,2020.AUG
PSG_PSG_GT3 + HB_HOUSTON + Off-peak,07/08/2020,PSG_PSG_GT3,HB_HOUSTON,Off-peak,08/01/2020,-0.2165,-0.3475,2020.AUG
HB_SOUTH + HB_HOUSTON + Off-peak,07/08/2020,HB_SOUTH,HB_HOUSTON,Off-peak,08/01/2020,-1.015,0.04,2020.AUG
HB_NORTH + HB_HOUSTON + Off-peak,07/08/2020,HB_NORTH,HB_HOUSTON,Off-peak,08/01/2020,-0.8196,0.3067,2020.AUG
DDPEC_GT1 + HB_HOUSTON + Off-peak,07/08/2020,DDPEC_GT1,HB_HOUSTON,Off-peak,08/01/2020,-0.3585,-0.4157,2020.AUG
BVE_UNIT1 + HB_HOUSTON + Off-peak,07/08/2020,BVE_UNIT1,HB_HOUSTON,Off-peak,08/01/2020,-0.1696,0.0908,2020.AUG
HB_SOUTH + HB_WEST + PeakWE,07/08/2020,HB_SOUTH,HB_WEST,PeakWE,08/01/2020,-5.5092,-1.6318,2020.AUG
STELLA_RN + HB_SOUTH + PeakWE,07/08/2020,STELLA_RN,HB_SOUTH,PeakWE,08/01/2020,-4.4988,-0.7389,2020.AUG
HB_WEST + LZ_WEST + Off-peak,07/08/2020,HB_WEST,LZ_WEST,Off-peak,08/01/2020,0.0812,3.25,2020.AUG
HB_SOUTH + LZ_SOUTH + Off-peak,07/08/2020,HB_SOUTH,LZ_SOUTH,Off-peak,08/01/2020,-0.0771,0.6578,2020.AUG
HB_NORTH + LZ_NORTH + Off-peak,07/08/2020,HB_NORTH,LZ_NORTH,Off-peak,08/01/2020,-0.145,0.0717,2020.AUG
HB_SOUTH + LZ_LCRA + Off-peak,07/08/2020,HB_SOUTH,LZ_LCRA,Off-peak,08/01/2020,-1.6086,0.2723,2020.AUG
HB_HOUSTON + LZ_HOUSTON + Off-peak,07/08/2020,HB_HOUSTON,LZ_HOUSTON,Off-peak,08/01/2020,-0.0264,0.0914,2020.AUG
NED_NEDIN_G1 + HB_SOUTH + PeakWE,07/08/2020,NED_NEDIN_G1,HB_SOUTH,PeakWE,08/01/2020,-11.2072,-7.2234,2020.AUG
NED_NEDIN_G3 + HB_SOUTH + PeakWE,07/08/2020,NED_NEDIN_G3,HB_SOUTH,PeakWE,08/01/2020,-11.2072,-9.4415,2020.AUG
HB_NORTH + HB_SOUTH + PeakWE,07/08/2020,HB_NORTH,HB_SOUTH,PeakWE,08/01/2020,-1.6738,0.0047,2020.AUG
GUADG_CCU1 + HB_SOUTH + PeakWE,07/08/2020,GUADG_CCU1,HB_SOUTH,PeakWE,08/01/2020,-2.4724,-0.3128,2020.AUG
