Operations_Name,DeviceType,Direction,Flow,Limit,Description,Contingency,CalendarPeriod,TimeOfUse,ShadowPrice
MARSFO_15GSUT1,Transformer,From - To,40.5,40.5,Hard Constraint,,SEP_2021,PeakWE,2.88
MARSFO_17GSUT3,Transformer,From - To,40.5,40.5,Hard Constraint,,SEP_2021,Off-peak,41.24
MARSFO_17GSUT3,Transformer,From - To,40.5,40.5,Hard Constraint,,SEP_2021,PeakWD,33.6
MARSFO_17GSUT3,Transformer,To - From,-40.5,40.5,Hard Constraint,DNARCOR8,SEP_2021,PeakWE,10.02
MARSFO_17GSUT3,Transformer,From - To,40.5,40.5,Hard Constraint,SHCKRNK5,SEP_2021,PeakWE,18.72
BERGHE_AT1H_H,Transformer,From - To,333.0,333.0,Hard Constraint,DZORHAY5,SEP_2021,PeakWD,961.05
BERGHE_AT1H_H,Transformer,From - To,333.0,333.0,Hard Constraint,DZORHAY5,SEP_2021,PeakWE,228.16
LOBO_2_345_138_H,Transformer,From - To,645.3,645.3,Hard Constraint,XLOB258,SEP_2021,Off-peak,1316.84
LOBO_2_345_138_H,Transformer,From - To,645.3,645.3,Hard Constraint,XLOB258,SEP_2021,PeakWD,1285.07
LOBO_2_345_138_H,Transformer,From - To,645.3,645.3,Hard Constraint,XLOB258,SEP_2021,PeakWE,555.44
OLINGR_XFMR1,Transformer,To - From,-90.0,90.0,Hard Constraint,SLPCPRS5,SEP_2021,Off-peak,28.99
OLINGR_XFMR1,Transformer,From - To,91.8,91.8,Hard Constraint,SLPCPR25,SEP_2021,PeakWD,14.48
OLINGR_XFMR1,Transformer,To - From,-91.8,91.8,Hard Constraint,SLPCPRS5,SEP_2021,PeakWD,12.8
OLINGR_XFMR1,Transformer,From - To,90.0,90.0,Hard Constraint,SLPCPR25,SEP_2021,PeakWE,0.06
OLINGR_XFMR1,Transformer,To - From,-90.0,90.0,Hard Constraint,SLPCPRS5,SEP_2021,PeakWE,10.14
PUEBLO_TRA1,Transformer,From - To,33.0,33.0,Hard Constraint,DHUTGIL8,SEP_2021,Off-peak,112.8
PUEBLO_TRA1,Transformer,From - To,35.0,35.0,Hard Constraint,DHUTGIL8,SEP_2021,PeakWD,87.36
PUEBLO_TRA1,Transformer,From - To,34.1,34.1,Hard Constraint,DHUTGIL8,SEP_2021,PeakWE,25.92
PUEBLO_TRA2,Transformer,From - To,27.0,27.0,Hard Constraint,DHUTGIL8,SEP_2021,Off-peak,340.81
PUEBLO_TRA2,Transformer,From - To,27.0,27.0,Hard Constraint,DHUTGIL8,SEP_2021,PeakWD,427.39
PUEBLO_TRA2,Transformer,From - To,27.0,27.0,Hard Constraint,DHUTGIL8,SEP_2021,PeakWE,178.39
ZAPATA_TRA2,Transformer,To - From,-22.5,22.5,Hard Constraint,,SEP_2021,Off-peak,4.8
ZAPATA_TRA2,Transformer,From - To,22.5,22.5,Hard Constraint,DHUTGIL8,SEP_2021,PeakWD,6.72
ZAPATA_TRA2,Transformer,To - From,-22.5,22.5,Hard Constraint,,SEP_2021,PeakWD,40.32
ZAPATA_TRA2,Transformer,From - To,26.4,26.4,Hard Constraint,DHUTGIL8,SEP_2021,PeakWE,50.4
ZAPATA_TRA2,Transformer,To - From,-26.2,26.2,Hard Constraint,,SEP_2021,PeakWE,7.2
ZAPATA_TRA1,Transformer,To - From,-24.4,24.4,Hard Constraint,,SEP_2021,Off-peak,14.4
ZAPATA_TRA1,Transformer,From - To,25.6,25.6,Hard Constraint,DHUTGIL8,SEP_2021,PeakWD,168.0
ZAPATA_TRA1,Transformer,To - From,-25.4,25.4,Hard Constraint,,SEP_2021,PeakWD,40.32
ZAPATA_TRA1,Transformer,From - To,25.8,25.8,Hard Constraint,DHUTGIL8,SEP_2021,PeakWE,86.07
GARZA_138_69A1_L,Transformer,To - From,-74.7,74.7,Hard Constraint,DCENRO58,SEP_2021,Off-peak,9.28
DIESEL_FMR1,Transformer,From - To,22.5,22.5,Hard Constraint,SLPCPR25,SEP_2021,Off-peak,3.09
DIESEL_FMR1,Transformer,To - From,-22.5,22.5,Hard Constraint,SLPCPRS5,SEP_2021,Off-peak,7.82
DIESEL_FMR1,Transformer,From - To,22.5,22.5,Hard Constraint,SLPCPR25,SEP_2021,PeakWD,16.8
DIESEL_FMR1,Transformer,To - From,-22.5,22.5,Hard Constraint,SLPCPRS5,SEP_2021,PeakWD,26.8
DIESEL_FMR1,Transformer,From - To,22.5,22.5,Hard Constraint,SLPCPR25,SEP_2021,PeakWE,4.1
DIESEL_FMR1,Transformer,To - From,-22.5,22.5,Hard Constraint,SLPCPRS5,SEP_2021,PeakWE,5.9
6438,Line,To - From,-363.6,363.6,Hard Constraint,DMTSCOS5,OCT_2021,Off-peak,3.91
DUP7,Line,From - To,185.4,185.4,Hard Constraint,SDUPV_28,OCT_2021,PeakWD,2.9
6332_D,Line,From - To,387.0,387.0,Hard Constraint,SPIGSOL8,OCT_2021,Off-peak,339.8
6501,Line,From - To,258.1,258.1,Hard Constraint,SSTABS18,OCT_2021,Off-peak,4.98
6501,Line,From - To,258.1,258.1,Hard Constraint,SKINFAL8,OCT_2021,PeakWD,3.81
Temporary Split-Bus Topology (Outages),Line,From - To,366.3,366.3,Hard Constraint,SSFTBLB8,OCT_2021,PeakWE,13.6
6485_B,Line,To - From,-215.1,215.1,Hard Constraint,DWLFMOS5,OCT_2021,Off-peak,202.19
6485_B,Line,To - From,-215.1,215.1,Hard Constraint,DWLFMOS5,OCT_2021,PeakWD,1.79
6485_B,Line,To - From,-215.1,215.1,Hard Constraint,DWLFMOS5,OCT_2021,PeakWE,1.41
15010_B,Line,From - To,215.1,215.1,Hard Constraint,SGARBAT8,OCT_2021,Off-peak,51.53
6112,Line,From - To,439.2,439.2,Hard Constraint,DWLFMOS5,OCT_2021,PeakWD,8.86
6112,Line,From - To,439.2,439.2,Hard Constraint,DWLFMOS5,OCT_2021,PeakWE,5.07
6094_D,Line,From - To,171.0,171.0,Hard Constraint,DANDACS8,OCT_2021,PeakWD,14.3
885_A,Line,From - To,209.7,209.7,Hard Constraint,DPRSVLS5,OCT_2021,Off-peak,0.1
6462_C,Line,To - From,-215.1,215.1,Hard Constraint,XMDL58,OCT_2021,Off-peak,308.67
6462_C,Line,To - From,-215.1,215.1,Hard Constraint,XMDL58,OCT_2021,PeakWD,48805.78
6462_C,Line,To - From,-215.1,215.1,Hard Constraint,XMDL58,OCT_2021,PeakWE,19032.73
Temporary Split-Bus Topology (Outages),Line,To - From,-366.3,366.3,Hard Constraint,SSFTBLB8,OCT_2021,PeakWD,29.0
6480_D,Line,From - To,215.1,215.1,Hard Constraint,DWLFMOS5,OCT_2021,Off-peak,92.28
6480_D,Line,From - To,215.1,215.1,Hard Constraint,DWLFMOS5,OCT_2021,PeakWD,58.24
6480_D,Line,From - To,215.1,215.1,Hard Constraint,DWLFMOS5,OCT_2021,PeakWE,42.98
6216_A,Line,To - From,-181.8,181.8,Hard Constraint,SWLVW_F5,OCT_2021,Off-peak,66.73
6216_A,Line,To - From,-181.8,181.8,Hard Constraint,SWLVW_F5,OCT_2021,PeakWD,16.05
6216_A,Line,To - From,-181.8,181.8,Hard Constraint,XWLV258,OCT_2021,PeakWE,59.58
6235,Line,To - From,-136.8,136.8,Hard Constraint,SECRDMT8,OCT_2021,Off-peak,135.21
6235,Line,To - From,-136.8,136.8,Hard Constraint,SECRDMT8,OCT_2021,PeakWD,1718.28
6235,Line,To - From,-136.8,136.8,Hard Constraint,SECRDMT8,OCT_2021,PeakWE,335.17
KINGNW_KNGWTAP,Line,From - To,82.8,82.8,Hard Constraint,SMDLMOS5,OCT_2021,Off-peak,2.48
KINGNW_KNGWTAP,Line,From - To,82.8,82.8,Hard Constraint,,OCT_2021,PeakWD,3.36
6437_F,Line,To - From,-224.8,224.8,Hard Constraint,DMTSCOS5,OCT_2021,Off-peak,817.28
6437_F,Line,To - From,-206.6,206.6,Hard Constraint,DMTSCOS5,OCT_2021,PeakWD,591.91
6429_D,Line,From - To,386.3,386.3,Hard Constraint,DMTSCOS5,OCT_2021,Off-peak,66.74
6426,Line,To - From,-464.4,464.4,Hard Constraint,DMTSCOS5,OCT_2021,Off-peak,370.37
6426,Line,To - From,-464.4,464.4,Hard Constraint,DMTSCOS5,OCT_2021,PeakWE,13.69
6615_A,Line,To - From,-60.3,60.3,Hard Constraint,DMCDSHP8,OCT_2021,Off-peak,3.12
6615_A,Line,From - To,60.3,60.3,Hard Constraint,XCAR93,OCT_2021,Off-peak,49.6
6615_A,Line,To - From,-60.3,60.3,Hard Constraint,DMCDSHP8,OCT_2021,PeakWD,58.63
6615_A,Line,From - To,60.3,60.3,Hard Constraint,XCAR93,OCT_2021,PeakWD,50.4
6615_A,Line,To - From,-60.3,60.3,Hard Constraint,DMCDSHP8,OCT_2021,PeakWE,43.2
6615_A,Line,From - To,60.3,60.3,Hard Constraint,XCAR93,OCT_2021,PeakWE,8.0
6144,Line,To - From,-83.7,83.7,Hard Constraint,DSTABUF8,OCT_2021,Off-peak,75.3
6144,Line,From - To,83.7,83.7,Hard Constraint,SSTABS18,OCT_2021,Off-peak,1866.56
6144,Line,From - To,83.7,83.7,Hard Constraint,SSTABS18,OCT_2021,PeakWD,5994.29
6144,Line,From - To,83.7,83.7,Hard Constraint,SSTAMDL8,OCT_2021,PeakWD,1517.18
6144,Line,From - To,83.7,83.7,Hard Constraint,SSTABS18,OCT_2021,PeakWE,2538.63
6144,Line,From - To,83.7,83.7,Hard Constraint,SSTAMDL8,OCT_2021,PeakWE,636.69
6470_H,Line,To - From,-186.3,186.3,Hard Constraint,SCRMSB48,OCT_2021,Off-peak,12.65
6470_E,Line,To - From,-186.3,186.3,Hard Constraint,SSTLEIN8,OCT_2021,Off-peak,165.22
6470_E,Line,To - From,-186.3,186.3,Hard Constraint,SMCDMGS8,OCT_2021,PeakWD,35.4
6780,Line,From - To,34.2,34.2,Hard Constraint,SMCEESK8,OCT_2021,Off-peak,233.49
6170_A,Line,From - To,209.7,209.7,Hard Constraint,DPLVBOM8,OCT_2021,PeakWD,27.52
6558_B,Line,From - To,192.6,192.6,Hard Constraint,XBOM358,OCT_2021,Off-peak,849.64
6558_B,Line,From - To,192.6,192.6,Hard Constraint,XBOM58,OCT_2021,Off-peak,1376.0
6558_B,Line,From - To,192.6,192.6,Hard Constraint,XBOM358,OCT_2021,PeakWD,4728.55
6558_B,Line,From - To,192.6,192.6,Hard Constraint,XBOM358,OCT_2021,PeakWE,1538.65
37010,Line,From - To,1550.7,1550.7,Hard Constraint,DJCKHND5,OCT_2021,Off-peak,6.81
37010,Line,From - To,1550.7,1550.7,Hard Constraint,DJCKHND5,OCT_2021,PeakWD,180.61
37010,Line,From - To,1550.7,1550.7,Hard Constraint,DJCKHND5,OCT_2021,PeakWE,110.88
6041,Line,From - To,1094.4,1094.4,Hard Constraint,SGRSPK25,OCT_2021,Off-peak,459.31
6041,Line,From - To,1018.8,1018.8,Hard Constraint,SGRSPK25,OCT_2021,PeakWD,1234.94
6041,Line,From - To,1025.9,1025.9,Hard Constraint,SGRSPK25,OCT_2021,PeakWE,833.95
651_B,Line,From - To,176.4,176.4,Hard Constraint,SCMNCPS5,OCT_2021,Off-peak,1361.87
651_B,Line,From - To,176.4,176.4,Hard Constraint,SCMNCPS5,OCT_2021,PeakWD,2644.27
651_B,Line,From - To,176.4,176.4,Hard Constraint,XCMB58,OCT_2021,PeakWD,193.31
651_B,Line,From - To,176.4,176.4,Hard Constraint,SCMNCPS5,OCT_2021,PeakWE,1200.29
6840_B,Line,From - To,40.5,40.5,Hard Constraint,SSCLWF18,OCT_2021,PeakWD,131.22
6840_B,Line,From - To,40.5,40.5,Hard Constraint,SSCLWF18,OCT_2021,PeakWE,313.17
6856,Line,To - From,-27.0,27.0,Hard Constraint,DLNCSWE5,OCT_2021,PeakWD,434.72
6855_E,Line,To - From,-27.0,27.0,Hard Constraint,SOLNELB9,OCT_2021,PeakWE,18.4
6625_D,Line,To - From,-41.4,41.4,Hard Constraint,SCRDLOF9,OCT_2021,Off-peak,491.04
6625_D,Line,To - From,-41.4,41.4,Hard Constraint,SCRDLOF9,OCT_2021,PeakWD,615.28
6625_D,Line,To - From,-41.4,41.4,Hard Constraint,SCRDLOF9,OCT_2021,PeakWE,539.2
SSI_TLINE,Line,To - From,-67.3,67.3,Hard Constraint,,OCT_2021,Off-peak,36.44
SSI_TLINE,Line,To - From,-67.3,67.3,Hard Constraint,,OCT_2021,PeakWD,65.14
SSI_TLINE,Line,To - From,-67.3,67.3,Hard Constraint,,OCT_2021,PeakWE,150.27
390,Line,From - To,1046.7,1046.7,Hard Constraint,SLONLON8,OCT_2021,Off-peak,1.56
390,Line,To - From,-1046.7,1046.7,Hard Constraint,XNED258,OCT_2021,PeakWD,3.36
390,Line,To - From,-1046.7,1046.7,Hard Constraint,SSTABS18,OCT_2021,PeakWE,1.83
392,Line,From - To,1594.8,1594.8,Hard Constraint,SFIGAMA5,OCT_2021,PeakWD,6.62
392,Line,From - To,1594.8,1594.8,Hard Constraint,SFIGAMA5,OCT_2021,PeakWE,1.24
Temporary Split-Bus Topology (Outages),Line,To - From,-1594.8,1594.8,Hard Constraint,SOG2TOK5,OCT_2021,PeakWD,9.99
Temporary Split-Bus Topology (Outages),Line,To - From,-1594.8,1594.8,Hard Constraint,SOG2TOK5,OCT_2021,PeakWE,5.03
1560_K,Line,From - To,209.7,209.7,Hard Constraint,STNSTCO8,OCT_2021,PeakWD,124.42
1601_A,Line,From - To,136.8,136.8,Hard Constraint,,OCT_2021,Off-peak,157.59
1601_A,Line,From - To,136.8,136.8,Hard Constraint,DHCKDEN8,OCT_2021,PeakWD,93.39
1601_A,Line,From - To,136.8,136.8,Hard Constraint,DHCKDEN8,OCT_2021,PeakWE,43.55
1560_A,Line,From - To,209.7,209.7,Hard Constraint,STNSTCO8,OCT_2021,PeakWD,3.99
890_H,Line,To - From,-216.9,216.9,Hard Constraint,DPRSVLS5,OCT_2021,PeakWD,349.12
890_H,Line,To - From,-215.8,215.8,Hard Constraint,DPRSVLS5,OCT_2021,PeakWE,19.32
895_D,Line,To - From,-208.3,208.3,Hard Constraint,DPRSVLS5,OCT_2021,Off-peak,65.56
895_D,Line,To - From,-221.0,221.0,Hard Constraint,DPRSVLS5,OCT_2021,PeakWD,725.05
895_D,Line,To - From,-219.2,219.2,Hard Constraint,DPRSVLS5,OCT_2021,PeakWE,165.41
2020_F,Line,To - From,-60.0,60.0,Hard Constraint,DPRSVLS5,OCT_2021,Off-peak,2398.01
2020_F,Line,To - From,-58.5,58.5,Hard Constraint,DPRSVLS5,OCT_2021,PeakWE,94.2
530_C,Line,From - To,1018.8,1018.8,Hard Constraint,DVENLIG5,OCT_2021,PeakWD,460.64
530_C,Line,From - To,1018.8,1018.8,Hard Constraint,DVENLIG5,OCT_2021,PeakWE,53.94
6200_D,Line,From - To,264.5,264.5,Hard Constraint,XSH1R58,OCT_2021,PeakWD,5585.13
587,Line,To - From,-239.7,239.7,Hard Constraint,DLWSRNK5,OCT_2021,Off-peak,12516.64
587,Line,To - From,-237.9,237.9,Hard Constraint,DLWSRNK5,OCT_2021,PeakWD,9624.0
587,Line,To - From,-241.8,241.8,Hard Constraint,DLWSRNK5,OCT_2021,PeakWE,4236.77
6265_E,Line,From - To,162.0,162.0,Hard Constraint,DHCKDEN8,OCT_2021,Off-peak,8983.9
6265_E,Line,From - To,162.0,162.0,Hard Constraint,DHCKDEN8,OCT_2021,PeakWD,39855.07
6265_E,Line,From - To,162.0,162.0,Hard Constraint,DHCKDEN8,OCT_2021,PeakWE,14089.46
6435_F,Line,From - To,211.4,211.4,Hard Constraint,DSHREVR5,OCT_2021,PeakWE,2748.83
941_C,Line,From - To,203.4,203.4,Hard Constraint,SENSEN28,OCT_2021,PeakWD,1052.14
941_C,Line,From - To,203.4,203.4,Hard Constraint,SENSEN28,OCT_2021,PeakWE,398.23
3650_A,Line,From - To,290.7,290.7,Hard Constraint,DCNSLHS8,OCT_2021,PeakWE,2.71
100027_D,Line,From - To,64.8,64.8,Hard Constraint,DBUCKLN5,OCT_2021,PeakWD,5.39
100027_D,Line,To - From,-64.8,64.8,Hard Constraint,XCMB58,OCT_2021,PeakWD,68.55
175,Line,From - To,894.6,894.6,Hard Constraint,SSGVTRC5,OCT_2021,Off-peak,270.14
1263_B,Line,From - To,203.4,203.4,Hard Constraint,DTRLASW8,OCT_2021,PeakWD,132.93
1263_B,Line,From - To,203.4,203.4,Hard Constraint,DTRLASW8,OCT_2021,PeakWE,24.51
210,Line,From - To,860.4,860.4,Hard Constraint,SFO2RYS5,OCT_2021,PeakWE,2.27
3650_C,Line,From - To,312.6,312.6,Hard Constraint,XCNR58,OCT_2021,PeakWD,6.75
1030_B,Line,To - From,-187.6,187.6,Hard Constraint,SBOSELM5,OCT_2021,PeakWD,214.59
GRB_GRBY,Line,To - From,-63.9,63.9,Hard Constraint,SWNDWHT9,OCT_2021,Off-peak,1.55
GRB_GRBY,Line,To - From,-63.9,63.9,Hard Constraint,SWNDWHT9,OCT_2021,PeakWE,6.31
1350_E,Line,To - From,-181.8,181.8,Hard Constraint,DENTSCS5,OCT_2021,PeakWD,1493.71
1920_B,Line,To - From,-54.3,54.3,Hard Constraint,DMLSENT5,OCT_2021,Off-peak,10455.17
1920_B,Line,To - From,-69.7,69.7,Hard Constraint,DMLSENT5,OCT_2021,PeakWD,780.79
1920_B,Line,To - From,-52.9,52.9,Hard Constraint,DMLSENT5,OCT_2021,PeakWE,7215.01
30,Line,From - To,1046.7,1046.7,Hard Constraint,DTRSTRC5,OCT_2021,Off-peak,3.27
1865_A,Line,To - From,-209.7,209.7,Hard Constraint,DMLSTYG5,OCT_2021,PeakWD,1393.61
960_D,Line,To - From,-224.1,224.1,Hard Constraint,SWHOSCS8,OCT_2021,Off-peak,572.48
960_D,Line,To - From,-224.1,224.1,Hard Constraint,SWHOSCS8,OCT_2021,PeakWE,35.77
NOR_IND,Line,From - To,106.2,106.2,Hard Constraint,XATK89,OCT_2021,Off-peak,16.86
NOR_IND,Line,From - To,106.2,106.2,Hard Constraint,XATK89,OCT_2021,PeakWD,467.45
NOR_IND,Line,From - To,106.2,106.2,Hard Constraint,XATK89,OCT_2021,PeakWE,38.61
NAC_L1,Line,From - To,114.3,114.3,Hard Constraint,SLPCPRS5,OCT_2021,PeakWD,17.97
281,Line,To - From,-1018.8,1018.8,Hard Constraint,DBUCBWN5,OCT_2021,Off-peak,0.09
281,Line,To - From,-1018.8,1018.8,Hard Constraint,DBUCBWN5,OCT_2021,PeakWE,7.96
Temporary Split-Bus Topology (Outages),Line,From - To,311.9,311.9,Hard Constraint,DSALKLN5,OCT_2021,PeakWD,4827.95
Temporary Split-Bus Topology (Outages),Line,From - To,330.6,330.6,Hard Constraint,DSALKLN5,OCT_2021,PeakWE,1247.1
Temporary Split-Bus Topology (Outages),Line,From - To,331.0,331.0,Hard Constraint,DSALKLN5,OCT_2021,Off-peak,2347.85
HOOD_DECRDVA,Line,To - From,-334.8,334.8,Hard Constraint,DCPSMBD5,OCT_2021,Off-peak,14.16
HOOD_DECRDVA,Line,To - From,-344.7,344.7,Hard Constraint,DCPSJON5,OCT_2021,PeakWD,186.14
HOOD_DECRDVA,Line,To - From,-336.4,336.4,Hard Constraint,DCPSJON5,OCT_2021,PeakWE,98.85
G138_1C,Line,From - To,341.1,341.1,Hard Constraint,SGRNCAD8,OCT_2021,Off-peak,3.04
G138_1C,Line,From - To,341.1,341.1,Hard Constraint,SGRNCAD8,OCT_2021,PeakWE,10.98
G138_4C,Line,To - From,-341.1,341.1,Hard Constraint,SAPACAD8,OCT_2021,PeakWD,7.06
TXC_CAD2,Line,To - From,-430.2,430.2,Hard Constraint,STXCCA28,OCT_2021,PeakWE,3.12
G138_4B,Line,From - To,341.1,341.1,Hard Constraint,STEJGR38,OCT_2021,Off-peak,2.47
G138_4B,Line,To - From,-341.1,341.1,Hard Constraint,SGRNCAD8,OCT_2021,PeakWD,6.17
G138_4B,Line,From - To,341.1,341.1,Hard Constraint,STEJGR38,OCT_2021,PeakWD,67.57
G138_14,Line,From - To,311.2,311.2,Hard Constraint,SGAFGRN8,OCT_2021,Off-peak,18.96
G138_14,Line,From - To,301.5,301.5,Hard Constraint,SGAFGRN8,OCT_2021,PeakWE,3.59
G138_8B,Line,From - To,217.8,217.8,Hard Constraint,SGAFPHR8,OCT_2021,PeakWD,96.67
G138_10B,Line,To - From,-199.0,199.0,Hard Constraint,SMDOPHR5,OCT_2021,Off-peak,313.08
G138_10B,Line,To - From,-202.5,202.5,Hard Constraint,SMDOPHR5,OCT_2021,PeakWD,3683.85
G138_10B,Line,To - From,-200.6,200.6,Hard Constraint,SMDOPHR5,OCT_2021,PeakWE,992.77
G138_17,Line,From - To,190.8,190.8,Hard Constraint,SWCOWC8,OCT_2021,PeakWD,2.2
G138_17,Line,From - To,190.8,190.8,Hard Constraint,SWCOWC8,OCT_2021,PeakWE,3.63
G69_V,Line,To - From,-128.7,128.7,Hard Constraint,SOLDFM59,OCT_2021,Off-peak,2.44
G69_V,Line,From - To,128.7,128.7,Hard Constraint,SPHIOLD9,OCT_2021,PeakWD,16.7
G69_V,Line,To - From,-128.7,128.7,Hard Constraint,SLINSCL8,OCT_2021,PeakWE,1.55
G69_V,Line,From - To,128.7,128.7,Hard Constraint,SPHIOLD9,OCT_2021,PeakWE,5.95
CBYDKR83,Line,From - To,489.0,489.0,Hard Constraint,DCBYJOR5,OCT_2021,Off-peak,30.22
CBYDKR83,Line,From - To,489.0,489.0,Hard Constraint,DCHBJOR5,OCT_2021,Off-peak,13.72
CBYDKR83,Line,From - To,483.7,483.7,Hard Constraint,DCBYJOR5,OCT_2021,PeakWD,64.42
CBYDKR83,Line,From - To,483.7,483.7,Hard Constraint,DCHBJOR5,OCT_2021,PeakWD,285.33
CBYDKR83,Line,From - To,501.7,501.7,Hard Constraint,DCBYJOR5,OCT_2021,PeakWE,37.52
CBYDKR83,Line,From - To,501.7,501.7,Hard Constraint,DCHBJOR5,OCT_2021,PeakWE,127.33
BT_CBY88,Line,From - To,472.5,472.5,Hard Constraint,DCD_CBY8,OCT_2021,Off-peak,18.21
BT_CBY88,Line,From - To,472.5,472.5,Hard Constraint,DCD_CBY8,OCT_2021,PeakWD,428.46
BT_CBY88,Line,From - To,474.8,474.8,Hard Constraint,DCD_CBY8,OCT_2021,PeakWE,202.47
AZ_QNM85,Line,To - From,-343.8,343.8,Hard Constraint,DCHBJOR5,OCT_2021,PeakWD,28.8
CTRPHR97,Line,From - To,1305.0,1305.0,Hard Constraint,DCBYJOR5,OCT_2021,PeakWD,19.99
CO_PL_84,Line,To - From,-257.4,257.4,Hard Constraint,DTRVPIR8,OCT_2021,Off-peak,3.63
CO_PL_84,Line,To - From,-257.4,257.4,Hard Constraint,SPLSC8,OCT_2021,PeakWD,3.72
CO_PL_84,Line,To - From,-257.4,257.4,Hard Constraint,SPLSC8,OCT_2021,PeakWE,0.01
EXNLH_03,Line,From - To,360.0,360.0,Hard Constraint,DBT_SRB8,OCT_2021,Off-peak,25.94
EXNLH_03,Line,From - To,360.0,360.0,Hard Constraint,DDER_SL8,OCT_2021,Off-peak,0.84
EXNLH_03,Line,From - To,360.0,360.0,Hard Constraint,DBT_SRB8,OCT_2021,PeakWD,176.51
EXNLH_03,Line,From - To,360.0,360.0,Hard Constraint,DDER_SL8,OCT_2021,PeakWD,83.0
EXNLH_03,Line,From - To,360.0,360.0,Hard Constraint,DBT_SRB8,OCT_2021,PeakWE,64.3
GBYLYD70,Line,From - To,430.2,430.2,Hard Constraint,DDAVGB25,OCT_2021,PeakWD,31.66
GBYLYD70,Line,From - To,430.2,430.2,Hard Constraint,DDAVGB25,OCT_2021,PeakWE,7.49
LHMPSA08,Line,To - From,-390.6,390.6,Hard Constraint,DBCVPSA8,OCT_2021,Off-peak,0.72
LHMPSA08,Line,To - From,-390.6,390.6,Hard Constraint,DCHB_NB5,OCT_2021,PeakWD,3.11
LHMPSA08,Line,To - From,-390.6,390.6,Hard Constraint,DCHB_NB5,OCT_2021,PeakWE,1.82
JFSSC_06,Line,From - To,472.5,472.5,Hard Constraint,DJFSCGR8,OCT_2021,Off-peak,5.21
JFSSC_06,Line,From - To,472.5,472.5,Hard Constraint,SCBYCTR5,OCT_2021,Off-peak,5.25
JFSSC_06,Line,From - To,472.5,472.5,Hard Constraint,DJFSCGR8,OCT_2021,PeakWD,19.28
JFSSC_06,Line,From - To,472.5,472.5,Hard Constraint,DJFSCGR8,OCT_2021,PeakWE,4.19
AI_SRB84,Line,From - To,412.2,412.2,Hard Constraint,DPHRBBP8,OCT_2021,Off-peak,14.98
AI_SRB84,Line,From - To,412.2,412.2,Hard Constraint,DPHRBBP8,OCT_2021,PeakWD,8.58
AI_SRB84,Line,From - To,412.2,412.2,Hard Constraint,DPHRBBP8,OCT_2021,PeakWE,23.03
PR_PRS33,Line,To - From,-43.0,43.0,Hard Constraint,XPR96,OCT_2021,Off-peak,3.59
PR_PRS33,Line,From - To,43.0,43.0,Hard Constraint,SLPCPRS5,OCT_2021,PeakWD,52.83
PR_PRS33,Line,To - From,-43.0,43.0,Hard Constraint,XPR96,OCT_2021,PeakWD,12.03
PR_PRS33,Line,From - To,43.0,43.0,Hard Constraint,SLPCPRS5,OCT_2021,PeakWE,19.56
PR_PRS33,Line,To - From,-43.0,43.0,Hard Constraint,XPR96,OCT_2021,PeakWE,15.65
AE_WC_04,Line,To - From,-272.7,272.7,Hard Constraint,SLJW3C8,OCT_2021,PeakWD,13.78
BBPBYU79,Line,From - To,430.2,430.2,Hard Constraint,DBYU_LP8,OCT_2021,Off-peak,2.47
BBPPWL79,Line,From - To,412.2,412.2,Hard Constraint,DBYUMRN8,OCT_2021,PeakWD,10.42
FOSPT_25,Line,To - From,-171.9,171.9,Hard Constraint,DHK_HK_8,OCT_2021,PeakWD,3652.53
FOSPT_25,Line,To - From,-171.9,171.9,Hard Constraint,DHK_HK_8,OCT_2021,PeakWE,1182.44
BI_SMR98,Line,From - To,1182.6,1182.6,Hard Constraint,DWAP_JN5,OCT_2021,Off-peak,12.45
BI_SMR98,Line,From - To,1182.6,1182.6,Hard Constraint,DWAP_JN5,OCT_2021,PeakWE,11.6
HK_TB_66,Line,From - To,206.1,206.1,Hard Constraint,DSNG_TB5,OCT_2021,PeakWD,32.33
HK_TB_66,Line,From - To,206.1,206.1,Hard Constraint,DSNG_TB5,OCT_2021,PeakWE,11.74
BG_GT_37,Line,To - From,-472.5,472.5,Hard Constraint,DHOCGV89,OCT_2021,PeakWD,16.67
U2_X3,Line,From - To,448.3,448.3,Hard Constraint,DALMSHP8,OCT_2021,PeakWD,5.75
U2_X3,Line,From - To,448.3,448.3,Hard Constraint,DBRAALA8,OCT_2021,PeakWD,12.89
RAY_L_46,Line,To - From,-155.7,155.7,Hard Constraint,SCOLPAW5,OCT_2021,Off-peak,166.85
RAY_L_46,Line,To - From,-155.7,155.7,Hard Constraint,SCOLPAW5,OCT_2021,PeakWD,435.16
RAY_L_46,Line,To - From,-155.7,155.7,Hard Constraint,SCOLPAW5,OCT_2021,PeakWE,101.7
BAY_SARG,Line,From - To,40.5,40.5,Hard Constraint,DREFSTP5,OCT_2021,Off-peak,2543.98
BAY_SARG,Line,From - To,40.5,40.5,Hard Constraint,DSTPRED5,OCT_2021,Off-peak,22389.22
BAY_SARG,Line,From - To,40.5,40.5,Hard Constraint,DREFSTP5,OCT_2021,PeakWD,9610.14
BAY_SARG,Line,From - To,40.5,40.5,Hard Constraint,DSTPRED5,OCT_2021,PeakWD,106518.09
BAY_SARG,Line,From - To,40.5,40.5,Hard Constraint,DREFSTP5,OCT_2021,PeakWE,3649.1
