Operations_Name,DeviceType,Direction,Flow,Limit,Description,Contingency,CalendarPeriod,TimeOfUse,ShadowPrice
RAYBURN_138_69_2,Transformer,To - From,-75.6,75.6,Hard Constraint,SVANRAY8,DEC_2019,PeakWE,177.37
PRTLAVS_W1,Transformer,To - From,-12.6,12.6,Hard Constraint,DHUTGIL8,DEC_2019,Off-peak,14.07
PRTLAVS_W1,Transformer,To - From,-12.6,12.6,Hard Constraint,DHUTGIL8,DEC_2019,PeakWE,10.0
BRUNI_138_69_1,Transformer,To - From,-33.3,33.3,Hard Constraint,SLAQLOB8,DEC_2019,Off-peak,4878.37
BRUNI_138_69_1,Transformer,To - From,-33.3,33.3,Hard Constraint,SLAQLOB8,DEC_2019,PeakWD,4627.16
BRUNI_138_69_1,Transformer,To - From,-33.3,33.3,Hard Constraint,SLAQLOB8,DEC_2019,PeakWE,3707.88
SILASRAY_T1,Transformer,To - From,-62.8,62.8,Hard Constraint,XSI2L89,DEC_2019,Off-peak,86.8
SILASRAY_T1,Transformer,From - To,62.8,62.8,Hard Constraint,XSI2L89,DEC_2019,Off-peak,32.24
SILASRAY_T1,Transformer,To - From,-62.9,62.9,Hard Constraint,XSI2L89,DEC_2019,PeakWD,67.2
SILASRAY_T1,Transformer,From - To,62.9,62.9,Hard Constraint,XSI2L89,DEC_2019,PeakWD,67.2
SILASRAY_T1,Transformer,To - From,-63.0,63.0,Hard Constraint,XSI2L89,DEC_2019,PeakWE,8.0
SILASRAY_T1,Transformer,From - To,63.0,63.0,Hard Constraint,XSI2L89,DEC_2019,PeakWE,20.8
SPUR_138_69_1,Transformer,To - From,-55.8,55.8,Hard Constraint,SSCUSU28,DEC_2019,Off-peak,214.94
SPUR_138_69_1,Transformer,To - From,-55.8,55.8,Hard Constraint,SSCUSU28,DEC_2019,PeakWD,706.88
SPUR_138_69_1,Transformer,To - From,-55.8,55.8,Hard Constraint,SSCUSU28,DEC_2019,PeakWE,194.1
SPUR_138_69_1,Transformer,To - From,-55.8,55.8,Hard Constraint,SSPUMW18,DEC_2019,PeakWE,0.48
BOW_AXFMR1,Transformer,From - To,36.0,36.0,Hard Constraint,SCRDLOF9,DEC_2019,Off-peak,1419.01
BOW_AXFMR1,Transformer,From - To,36.0,36.0,Hard Constraint,SLKAWFS8,DEC_2019,Off-peak,1192.07
BOW_AXFMR1,Transformer,From - To,36.0,36.0,Hard Constraint,SCRDLOF9,DEC_2019,PeakWD,1587.76
BOW_AXFMR1,Transformer,From - To,36.0,36.0,Hard Constraint,SCRDLOF9,DEC_2019,PeakWE,995.18
BOW_AXFMR1,Transformer,From - To,36.0,36.0,Hard Constraint,SLKAWFS8,DEC_2019,PeakWE,165.8
SONR_138_69_1_H,Transformer,From - To,37.8,37.8,Hard Constraint,SHAMMAX8,DEC_2019,Off-peak,4330.38
SONR_138_69_1_H,Transformer,From - To,37.8,37.8,Hard Constraint,SHAMMAX8,DEC_2019,PeakWD,1466.19
SONR_138_69_1_H,Transformer,From - To,37.8,37.8,Hard Constraint,SHAMMAX8,DEC_2019,PeakWE,334.79
AUSTRO_AU_AT1H,Transformer,From - To,451.3,451.3,Hard Constraint,XDUN58,DEC_2019,Off-peak,133.42
AUSTRO_AU_AT1H,Transformer,From - To,455.3,455.3,Hard Constraint,XDUN58,DEC_2019,PeakWD,1322.9
AUSTRO_AU_AT1H,Transformer,From - To,439.3,439.3,Hard Constraint,XDUN58,DEC_2019,PeakWE,508.28
CORONA_AT4L,Transformer,To - From,-53.0,53.0,Hard Constraint,SFAICOR8,DEC_2019,Off-peak,191.58
CORONA_AT4L,Transformer,To - From,-53.1,53.1,Hard Constraint,SFAICOR8,DEC_2019,PeakWD,1056.54
CORONA_AT4L,Transformer,To - From,-53.4,53.4,Hard Constraint,SFAICOR8,DEC_2019,PeakWE,511.11
MARSFO_63GSUT1,Transformer,To - From,-40.5,40.5,Hard Constraint,,DEC_2019,Off-peak,14.93
MARSFO_63GSUT1,Transformer,From - To,40.5,40.5,Hard Constraint,,DEC_2019,Off-peak,9.92
MARSFO_63GSUT1,Transformer,To - From,-40.5,40.5,Hard Constraint,,DEC_2019,PeakWD,25.34
MARSFO_63GSUT1,Transformer,From - To,40.5,40.5,Hard Constraint,,DEC_2019,PeakWD,30.24
MARSFO_63GSUT1,Transformer,To - From,-40.5,40.5,Hard Constraint,,DEC_2019,PeakWE,7.75
MARSFO_63GSUT1,Transformer,From - To,40.5,40.5,Hard Constraint,,DEC_2019,PeakWE,4.02
MARSFO_64GSUT3,Transformer,From - To,40.5,40.5,Hard Constraint,,DEC_2019,PeakWD,6.72
GEORSO_T1_H,Transformer,To - From,-22.5,22.5,Hard Constraint,,DEC_2019,Off-peak,38.93
GEORSO_T1_H,Transformer,From - To,22.5,22.5,Hard Constraint,DHUTGIL8,DEC_2019,PeakWD,407.37
GEORSO_T1_H,Transformer,From - To,22.5,22.5,Hard Constraint,DHUTGIL8,DEC_2019,PeakWE,31.05
MARSFO_17GSUT3,Transformer,From - To,40.5,40.5,Hard Constraint,,DEC_2019,Off-peak,32.71
MARSFO_17GSUT3,Transformer,From - To,40.5,40.5,Hard Constraint,DFPPHOL5,DEC_2019,PeakWD,88.75
MARSFO_17GSUT3,Transformer,From - To,40.5,40.5,Hard Constraint,SILLFTL8,DEC_2019,PeakWE,1.6
FORMOSA_TR2XL,Transformer,To - From,-37.8,37.8,Hard Constraint,XFOR83,DEC_2019,Off-peak,12.4
FORMOSA_TR2XL,Transformer,To - From,-37.8,37.8,Hard Constraint,XFOR83,DEC_2019,PeakWD,53.39
FORMOSA_TR2XL,Transformer,To - From,-37.8,37.8,Hard Constraint,XFOR83,DEC_2019,PeakWE,12.8
VISTRON_NB-9302B,Transformer,To - From,-41.9,41.9,Hard Constraint,XVIS84,DEC_2019,Off-peak,24.8
VISTRON_NB-9302B,Transformer,From - To,41.9,41.9,Hard Constraint,XVIS84,DEC_2019,Off-peak,32.24
VISTRON_NB-9302B,Transformer,To - From,-41.9,41.9,Hard Constraint,XVIS84,DEC_2019,PeakWD,67.2
VISTRON_NB-9302B,Transformer,From - To,41.9,41.9,Hard Constraint,XVIS84,DEC_2019,PeakWD,110.88
VISTRON_NB-9302A,Transformer,To - From,-41.9,41.9,Hard Constraint,XVI184,DEC_2019,PeakWE,3.2
VISTRON_NB-9302A,Transformer,From - To,41.9,41.9,Hard Constraint,XVI184,DEC_2019,PeakWE,30.35
NCARBIDE_XF-4_L,Transformer,From - To,15.1,15.1,Hard Constraint,XNC194,DEC_2019,Off-peak,4.96
NCARBIDE_XF-4_L,Transformer,To - From,-15.1,15.1,Hard Constraint,XNC194,DEC_2019,PeakWD,13.43
NCARBIDE_XF-4_L,Transformer,From - To,15.1,15.1,Hard Constraint,XNC194,DEC_2019,PeakWD,47.03
NCARBIDE_XF-4_L,Transformer,To - From,-15.1,15.1,Hard Constraint,XNC194,DEC_2019,PeakWE,6.4
NCARBIDE_XF-4_L,Transformer,From - To,15.1,15.1,Hard Constraint,XNC194,DEC_2019,PeakWE,8.0
OLINGR_XFMR1,Transformer,To - From,-90.0,90.0,Hard Constraint,SAJ2ZOR5,DEC_2019,Off-peak,4.96
OLINGR_XFMR1,Transformer,To - From,-90.0,90.0,Hard Constraint,SAJ2ZOR5,DEC_2019,PeakWD,10.08
OLINGR_XFMR1,Transformer,From - To,90.0,90.0,Hard Constraint,SOG2TOK5,DEC_2019,PeakWD,15.89
OLINGR_XFMR1,Transformer,To - From,-90.0,90.0,Hard Constraint,SAJ2ZOR5,DEC_2019,PeakWE,3.2
OLINGR_XFMR1,Transformer,From - To,90.0,90.0,Hard Constraint,SOG2TOK5,DEC_2019,PeakWE,3.2
RAYMND2_138_69A1,Transformer,To - From,-64.8,64.8,Hard Constraint,SRAYRI28,DEC_2019,Off-peak,714.28
RAYMND2_138_69A1,Transformer,To - From,-65.4,65.4,Hard Constraint,SRAYRI28,DEC_2019,PeakWD,3621.78
RAYMND2_138_69A1,Transformer,To - From,-64.8,64.8,Hard Constraint,SRAYRI28,DEC_2019,PeakWE,1125.1
RIOHONDO_345_138_1H,Transformer,From - To,484.2,484.2,Hard Constraint,XRIO558,DEC_2019,Off-peak,67.46
NEDIN_345_138L,Transformer,To - From,-538.2,538.2,Hard Constraint,XNED258,DEC_2019,Off-peak,305.51
NEDIN_345_138L,Transformer,To - From,-538.2,538.2,Hard Constraint,XNED258,DEC_2019,PeakWD,3135.32
NEDIN_345_138L,Transformer,To - From,-538.2,538.2,Hard Constraint,XNED258,DEC_2019,PeakWE,597.73
GARZA_138_69A1_L,Transformer,To - From,-74.7,74.7,Hard Constraint,DCE_GA58,DEC_2019,Off-peak,340.63
GARZA_138_69A1_L,Transformer,To - From,-74.7,74.7,Hard Constraint,DCE_GA58,DEC_2019,PeakWD,252.45
GARZA_138_69A1_L,Transformer,To - From,-74.7,74.7,Hard Constraint,DCE_GA58,DEC_2019,PeakWE,269.08
DIESEL_GSUXFMR1,Transformer,To - From,-22.5,22.5,Hard Constraint,SAJ2ZOR5,DEC_2019,Off-peak,39.12
DIESEL_GSUXFMR1,Transformer,From - To,22.5,22.5,Hard Constraint,SOG2TOK5,DEC_2019,Off-peak,16.51
DIESEL_GSUXFMR1,Transformer,To - From,-22.5,22.5,Hard Constraint,SAJ2ZOR5,DEC_2019,PeakWD,95.54
DIESEL_GSUXFMR1,Transformer,From - To,22.5,22.5,Hard Constraint,SOG2TOK5,DEC_2019,PeakWD,81.7
DIESEL_GSUXFMR1,Transformer,To - From,-22.5,22.5,Hard Constraint,SAJ2ZOR5,DEC_2019,PeakWE,7.09
DIESEL_GSUXFMR1,Transformer,From - To,22.5,22.5,Hard Constraint,SOG2TOK5,DEC_2019,PeakWE,7.45
GN_S_I_GNIN_T1L,Transformer,To - From,-90.9,90.9,Hard Constraint,XSHE89,DEC_2019,Off-peak,12.77
GN_S_I_GNIN_T1L,Transformer,To - From,-90.9,90.9,Hard Constraint,XSHE89,DEC_2019,PeakWD,34.6
GN_S_I_GNIN_T1L,Transformer,To - From,-90.9,90.9,Hard Constraint,XSHE89,DEC_2019,PeakWE,8.24
6480_A,Line,From - To,220.5,220.5,Hard Constraint,DWINDUN8,JAN_2020,Off-peak,710.16
6480_A,Line,From - To,220.5,220.5,Hard Constraint,DWINDUN8,JAN_2020,PeakWD,983.94
6480_A,Line,From - To,220.5,220.5,Hard Constraint,DWINDUN8,JAN_2020,PeakWE,139.83
DOW69,Line,To - From,-108.0,108.0,Hard Constraint,SDC_RAI8,JAN_2020,PeakWD,17.6
DOW69,Line,To - From,-108.0,108.0,Hard Constraint,DWAP_BM8,JAN_2020,PeakWE,0.0
LN_86,Line,To - From,-150.3,150.3,Hard Constraint,,JAN_2020,Off-peak,15.07
LN_86,Line,To - From,-150.3,150.3,Hard Constraint,,JAN_2020,PeakWD,4.75
TIELINE2,Line,To - From,-143.1,143.1,Hard Constraint,XFO2R89,JAN_2020,Off-peak,12.4
TIELINE2,Line,From - To,143.1,143.1,Hard Constraint,XFO2R89,JAN_2020,Off-peak,2.48
TIELINE2,Line,To - From,-143.1,143.1,Hard Constraint,XFO2R89,JAN_2020,PeakWD,38.72
TIELINE2,Line,From - To,143.1,143.1,Hard Constraint,XFO2R89,JAN_2020,PeakWD,7.04
TIELINE2,Line,To - From,-143.1,143.1,Hard Constraint,XFO2R89,JAN_2020,PeakWE,8.64
CAL_PL_5,Line,To - From,-205.5,205.5,Hard Constraint,SCALPL8,JAN_2020,PeakWD,7.04
CAL_PL_5,Line,To - From,-205.5,205.5,Hard Constraint,SCALPL8,JAN_2020,PeakWE,1.44
6100_F,Line,From - To,159.2,159.2,Hard Constraint,DWINDUN8,JAN_2020,Off-peak,17458.26
6100_F,Line,From - To,159.2,159.2,Hard Constraint,DYKNWIN8,JAN_2020,Off-peak,63045.22
6100_F,Line,To - From,-159.2,159.2,Hard Constraint,SCHYWIN8,JAN_2020,Off-peak,406.42
6100_F,Line,To - From,-159.2,159.2,Hard Constraint,SCLETE25,JAN_2020,Off-peak,150.98
6100_F,Line,To - From,-153.9,153.9,Hard Constraint,DMCNMOS5,JAN_2020,PeakWD,1085.6
6100_F,Line,From - To,153.9,153.9,Hard Constraint,DWINDUN8,JAN_2020,PeakWD,43638.03
6100_F,Line,From - To,153.9,153.9,Hard Constraint,SECNMO28,JAN_2020,PeakWD,59421.14
6100_F,Line,To - From,-153.9,153.9,Hard Constraint,DMCNMOS5,JAN_2020,PeakWE,474.54
6100_F,Line,From - To,153.9,153.9,Hard Constraint,DWINDUN8,JAN_2020,PeakWE,19576.95
6100_F,Line,From - To,153.9,153.9,Hard Constraint,SECNMO28,JAN_2020,PeakWE,24869.47
6216_A,Line,From - To,167.4,167.4,Hard Constraint,DSCOFAR5,JAN_2020,PeakWE,18.25
6216_A,Line,To - From,-167.4,167.4,Hard Constraint,XWLV258,JAN_2020,PeakWE,10.22
6215,Line,From - To,179.1,179.1,Hard Constraint,SGLDSUN8,JAN_2020,PeakWD,30.73
6215,Line,From - To,179.1,179.1,Hard Constraint,SKNADM28,JAN_2020,PeakWD,257.53
6215,Line,From - To,179.1,179.1,Hard Constraint,SKNADM28,JAN_2020,PeakWE,44.92
6437_F,Line,To - From,-190.8,190.8,Hard Constraint,DMTSCOS5,JAN_2020,Off-peak,661.95
6437_F,Line,To - From,-190.8,190.8,Hard Constraint,DMTSCOS5,JAN_2020,PeakWD,505.82
6437_F,Line,To - From,-190.8,190.8,Hard Constraint,DMTSCOS5,JAN_2020,PeakWE,119.06
6144,Line,From - To,85.5,85.5,Hard Constraint,SSTABS18,JAN_2020,PeakWD,194.51
6144,Line,From - To,85.5,85.5,Hard Constraint,SSTABS18,JAN_2020,PeakWE,25.0
6470_E,Line,To - From,-190.8,190.8,Hard Constraint,SW_BW_25,JAN_2020,Off-peak,397.69
6470_E,Line,To - From,-190.8,190.8,Hard Constraint,SW_BW_25,JAN_2020,PeakWD,933.29
6470_E,Line,To - From,-190.8,190.8,Hard Constraint,SW_BW_25,JAN_2020,PeakWE,238.79
6780,Line,From - To,35.4,35.4,Hard Constraint,SSCUSU28,JAN_2020,Off-peak,1549.35
6780,Line,From - To,35.4,35.4,Hard Constraint,SSPUMW18,JAN_2020,Off-peak,294.14
6780,Line,From - To,36.1,36.1,Hard Constraint,SSCUSU28,JAN_2020,PeakWD,2831.49
6780,Line,From - To,36.8,36.8,Hard Constraint,SSCUSU28,JAN_2020,PeakWE,648.8
6170_A,Line,From - To,225.0,225.0,Hard Constraint,SPLVWFC8,JAN_2020,PeakWD,13.61
6558_B,Line,From - To,192.6,192.6,Hard Constraint,XBOM58,JAN_2020,Off-peak,40.02
6558_B,Line,From - To,192.6,192.6,Hard Constraint,XBOM358,JAN_2020,PeakWD,216.26
6558_B,Line,From - To,192.6,192.6,Hard Constraint,XBOM358,JAN_2020,PeakWE,17.67
6560_E,Line,From - To,194.4,194.4,Hard Constraint,XGRS58,JAN_2020,PeakWE,3.14
6840_B,Line,From - To,44.1,44.1,Hard Constraint,SSCLWF18,JAN_2020,Off-peak,108.77
6840_B,Line,From - To,44.1,44.1,Hard Constraint,SSCLWF18,JAN_2020,PeakWD,370.77
6840_B,Line,From - To,44.1,44.1,Hard Constraint,SSCLWF18,JAN_2020,PeakWE,101.66
MARANA_PENA31,Line,From - To,699.3,699.3,Hard Constraint,,JAN_2020,Off-peak,1.52
SSI_TLINE,Line,From - To,67.3,67.3,Hard Constraint,,JAN_2020,PeakWD,106.67
403,Line,From - To,1125.9,1125.9,Hard Constraint,SMNSPRS5,JAN_2020,PeakWD,31.72
403,Line,From - To,1125.9,1125.9,Hard Constraint,SMNSPRS5,JAN_2020,PeakWE,17.1
1560_K,Line,To - From,-225.0,225.0,Hard Constraint,STNSTCO8,JAN_2020,Off-peak,1.11
1560_K,Line,From - To,225.0,225.0,Hard Constraint,STNSTCO8,JAN_2020,Off-peak,0.92
1600_J,Line,To - From,-225.0,225.0,Hard Constraint,DSTNVLS8,JAN_2020,PeakWE,3.5
1601_A,Line,From - To,144.9,144.9,Hard Constraint,DWLV89N8,JAN_2020,Off-peak,5.26
1601_A,Line,To - From,-144.9,144.9,Hard Constraint,,JAN_2020,Off-peak,7.16
1601_A,Line,To - From,-144.9,144.9,Hard Constraint,DBBSRCH5,JAN_2020,PeakWD,19.61
1601_A,Line,From - To,144.9,144.9,Hard Constraint,SLKAWFS8,JAN_2020,PeakWD,2.16
1601_A,Line,To - From,-144.9,144.9,Hard Constraint,SBRAUVA8,JAN_2020,PeakWE,3.48
1601_A,Line,From - To,144.9,144.9,Hard Constraint,,JAN_2020,PeakWE,1.65
1560_D,Line,To - From,-225.0,225.0,Hard Constraint,STNSTCO8,JAN_2020,PeakWD,0.19
2020_F,Line,To - From,-64.8,64.8,Hard Constraint,XPRS58,JAN_2020,PeakWE,10.97
6265_A,Line,To - From,-194.4,194.4,Hard Constraint,DHCKSAG8,JAN_2020,Off-peak,6220.29
6265_A,Line,To - From,-201.6,201.6,Hard Constraint,DHCKSAG8,JAN_2020,PeakWD,30658.49
6265_A,Line,To - From,-195.3,195.3,Hard Constraint,DHCKSAG8,JAN_2020,PeakWE,8878.4
150,Line,To - From,-1125.9,1125.9,Hard Constraint,DCPSMBD5,JAN_2020,PeakWD,160.86
150,Line,To - From,-1125.9,1125.9,Hard Constraint,DCPSMBD5,JAN_2020,PeakWE,15.63
65,Line,To - From,-1613.7,1613.7,Hard Constraint,SOG2TOK5,JAN_2020,PeakWD,23.46
65,Line,To - From,-1613.7,1613.7,Hard Constraint,SOG2TOK5,JAN_2020,PeakWE,1.55
920_E,Line,To - From,-258.3,258.3,Hard Constraint,DBBSRCH5,JAN_2020,PeakWD,192.12
587,Line,To - From,-194.4,194.4,Hard Constraint,DRNKKRW5,JAN_2020,Off-peak,320.99
1210_B,Line,To - From,-87.3,87.3,Hard Constraint,DBBSRCH5,JAN_2020,Off-peak,321.05
1210_B,Line,To - From,-87.3,87.3,Hard Constraint,DTRSRCH5,JAN_2020,Off-peak,601.33
921_D,Line,To - From,-258.3,258.3,Hard Constraint,SMGIENW8,JAN_2020,PeakWD,37.12
921_D,Line,To - From,-258.3,258.3,Hard Constraint,SMGIENW8,JAN_2020,PeakWE,57.17
941_B,Line,To - From,-186.3,186.3,Hard Constraint,SENSEN28,JAN_2020,Off-peak,77.61
941_B,Line,To - From,-186.3,186.3,Hard Constraint,SENSEN28,JAN_2020,PeakWE,19.2
Temporary Split-Bus Topology (Outages),Line,From - To,220.5,220.5,Hard Constraint,SW_BW_25,JAN_2020,Off-peak,18.34
Temporary Split-Bus Topology (Outages),Line,From - To,1612.8,1612.8,Hard Constraint,DRILTES5,JAN_2020,Off-peak,11.8
Temporary Split-Bus Topology (Outages),Line,From - To,1612.8,1612.8,Hard Constraint,DRILTES5,JAN_2020,PeakWD,6.2
Temporary Split-Bus Topology (Outages),Line,From - To,1612.8,1612.8,Hard Constraint,SWHIW_15,JAN_2020,PeakWD,29.4
BOS_WHI,Line,From - To,363.6,363.6,Hard Constraint,SCHIWHT8,JAN_2020,Off-peak,5.03
BOS_WHI,Line,From - To,363.6,363.6,Hard Constraint,SCHIWHT8,JAN_2020,PeakWD,70.51
BOS_WHI,Line,From - To,363.6,363.6,Hard Constraint,SCHIWHT8,JAN_2020,PeakWE,5.23
100027_D,Line,From - To,61.2,61.2,Hard Constraint,DVENCLB5,JAN_2020,Off-peak,16.99
100027_D,Line,To - From,-61.2,61.2,Hard Constraint,SBOSELM5,JAN_2020,Off-peak,18.59
100027_D,Line,To - From,-61.2,61.2,Hard Constraint,SBOSELM5,JAN_2020,PeakWD,67.29
100027_D,Line,From - To,61.2,61.2,Hard Constraint,DVENCLB5,JAN_2020,PeakWE,21.33
100027_D,Line,To - From,-61.2,61.2,Hard Constraint,SBOSELM5,JAN_2020,PeakWE,6.25
3180,Line,To - From,-194.4,194.4,Hard Constraint,DCDHVEN5,JAN_2020,Off-peak,1499.97
3180,Line,To - From,-194.4,194.4,Hard Constraint,DCDHVEN5,JAN_2020,PeakWD,2407.65
3180,Line,To - From,-194.4,194.4,Hard Constraint,DCDHVEN5,JAN_2020,PeakWE,584.21
210,Line,From - To,911.7,911.7,Hard Constraint,SFORRYS5,JAN_2020,PeakWD,875.66
210,Line,From - To,911.7,911.7,Hard Constraint,SFORRYS5,JAN_2020,PeakWE,202.8
1030_B,Line,To - From,-195.3,195.3,Hard Constraint,SBOSELM5,JAN_2020,PeakWD,345.04
1030_B,Line,To - From,-195.3,195.3,Hard Constraint,SBOSELM5,JAN_2020,PeakWE,65.01
3160_A,Line,From - To,180.9,180.9,Hard Constraint,DCDHMCS8,JAN_2020,PeakWD,1070.87
3160_A,Line,From - To,180.9,180.9,Hard Constraint,DCDHMCS8,JAN_2020,PeakWE,39.44
1400_G,Line,To - From,-391.8,391.8,Hard Constraint,DFORELK5,JAN_2020,PeakWD,329.9
660_B,Line,To - From,-225.0,225.0,Hard Constraint,DCMNCMN8,JAN_2020,PeakWD,143.47
660_B,Line,To - From,-225.0,225.0,Hard Constraint,SZEPCMN8,JAN_2020,PeakWD,121.92
660_B,Line,To - From,-225.0,225.0,Hard Constraint,SZEPCMN8,JAN_2020,PeakWE,27.81
3590_D,Line,From - To,452.3,452.3,Hard Constraint,DWLV89N8,JAN_2020,Off-peak,830.01
3590_D,Line,From - To,432.3,432.3,Hard Constraint,DWLV89N8,JAN_2020,PeakWD,1590.53
3590_D,Line,From - To,462.6,462.6,Hard Constraint,DWLV89N8,JAN_2020,PeakWE,205.48
1750_B,Line,From - To,225.0,225.0,Hard Constraint,DBBSRCH5,JAN_2020,PeakWD,2175.62
1750_B,Line,From - To,225.0,225.0,Hard Constraint,DBBSRCH5,JAN_2020,PeakWE,92.12
960_D,Line,To - From,-224.1,224.1,Hard Constraint,DMLSENT5,JAN_2020,PeakWD,20.62
960_D,Line,To - From,-224.1,224.1,Hard Constraint,DMLSENT5,JAN_2020,PeakWE,11.05
1080_C,Line,To - From,-258.3,258.3,Hard Constraint,XTRS258,JAN_2020,PeakWE,10.56
BRIRCRT_SER,Line,To - From,-39.6,39.6,Hard Constraint,XATK89,JAN_2020,Off-peak,52.09
BRIRCRT_SER,Line,To - From,-39.6,39.6,Hard Constraint,XATK89,JAN_2020,PeakWD,439.78
BRIRCRT_SER,Line,To - From,-39.6,39.6,Hard Constraint,XATK89,JAN_2020,PeakWE,125.91
NAC_L1,Line,From - To,114.3,114.3,Hard Constraint,DCLERIO5,JAN_2020,Off-peak,26.82
NAC_L1,Line,From - To,114.3,114.3,Hard Constraint,SDC_RAI8,JAN_2020,PeakWD,138.21
NAC_L1,Line,From - To,114.3,114.3,Hard Constraint,SDOWDOW8,JAN_2020,PeakWE,49.02
262_A,Line,From - To,1075.5,1075.5,Hard Constraint,STNPTO25,JAN_2020,PeakWD,81.02
262_A,Line,From - To,1075.5,1075.5,Hard Constraint,STNPTO25,JAN_2020,PeakWE,1.94
LKW_WHT,Line,To - From,-198.0,198.0,Hard Constraint,SCHIWHT8,JAN_2020,PeakWD,899.17
LKW_WHT,Line,To - From,-198.0,198.0,Hard Constraint,SCHIWHT8,JAN_2020,PeakWE,19.06
HOOD_DECRDVA,Line,To - From,-349.2,349.2,Hard Constraint,DCPSJON5,JAN_2020,Off-peak,101.91
HOOD_DECRDVA,Line,To - From,-349.2,349.2,Hard Constraint,DCPSJON5,JAN_2020,PeakWD,103.8
HOOD_DECRDVA,Line,To - From,-349.2,349.2,Hard Constraint,DCPSJON5,JAN_2020,PeakWE,101.26
G138_1C,Line,From - To,341.1,341.1,Hard Constraint,SGRNCAD8,JAN_2020,PeakWD,3.56
G138_1C,Line,From - To,341.1,341.1,Hard Constraint,SGRNCAD8,JAN_2020,PeakWE,0.61
G138_4B,Line,To - From,-341.1,341.1,Hard Constraint,SGRNCAD8,JAN_2020,Off-peak,6.74
G138_4B,Line,From - To,341.1,341.1,Hard Constraint,STEJGR38,JAN_2020,Off-peak,31.35
G138_4B,Line,To - From,-341.1,341.1,Hard Constraint,SGRNCAD8,JAN_2020,PeakWD,6.47
G138_4B,Line,From - To,341.1,341.1,Hard Constraint,SGRNCAD8,JAN_2020,PeakWD,21.72
G138_4B,Line,From - To,341.1,341.1,Hard Constraint,STEJGR38,JAN_2020,PeakWD,216.58
G138_4B,Line,From - To,341.1,341.1,Hard Constraint,STEJGR38,JAN_2020,PeakWE,26.16
138_ALV_MNL,Line,To - From,-189.0,189.0,Hard Constraint,SMDOPHR5,JAN_2020,Off-peak,429.0
138_ALV_MNL,Line,To - From,-189.0,189.0,Hard Constraint,SMDOPHR5,JAN_2020,PeakWD,8693.05
138_ALV_MNL,Line,To - From,-189.0,189.0,Hard Constraint,SMDOPHR5,JAN_2020,PeakWE,1570.63
69_FMF_OLD,Line,From - To,128.7,128.7,Hard Constraint,XSCL289,JAN_2020,PeakWD,4.7
G69_W,Line,To - From,-128.7,128.7,Hard Constraint,XSCL289,JAN_2020,Off-peak,8.47
G69_V,Line,To - From,-128.7,128.7,Hard Constraint,SFM5SC28,JAN_2020,Off-peak,7.01
G69_V,Line,To - From,-128.7,128.7,Hard Constraint,SOLDFM59,JAN_2020,PeakWD,6.94
G69_V,Line,From - To,128.7,128.7,Hard Constraint,SPHIOLD9,JAN_2020,PeakWD,5.81
G69_V,Line,To - From,-128.7,128.7,Hard Constraint,SOLDFM59,JAN_2020,PeakWE,7.19
CBYCTR97,Line,To - From,-1305.0,1305.0,Hard Constraint,SPHRCTR5,JAN_2020,Off-peak,9.11
CBYCTR97,Line,To - From,-1305.0,1305.0,Hard Constraint,SPHRCTR5,JAN_2020,PeakWD,153.32
CBYCTR97,Line,To - From,-1305.0,1305.0,Hard Constraint,SPHRCTR5,JAN_2020,PeakWE,16.48
CBYCHB97,Line,To - From,-1075.5,1075.5,Hard Constraint,DNB_JOR5,JAN_2020,PeakWD,3.19
CBYCHB97,Line,From - To,1075.5,1075.5,Hard Constraint,SJORCBY5,JAN_2020,PeakWD,60.63
CBYCHB97,Line,From - To,1075.5,1075.5,Hard Constraint,SJORCBY5,JAN_2020,PeakWE,6.96
BT_CBY88,Line,From - To,472.5,472.5,Hard Constraint,XCB3Y58,JAN_2020,Off-peak,21.13
BT_CBY88,Line,From - To,472.5,472.5,Hard Constraint,XCB3Y58,JAN_2020,PeakWD,224.57
BT_CBY88,Line,From - To,472.5,472.5,Hard Constraint,XCB3Y58,JAN_2020,PeakWE,6.52
AZ_QNM85,Line,To - From,-343.8,343.8,Hard Constraint,DDOL_SL8,JAN_2020,PeakWD,6.93
AZ_QNM85,Line,To - From,-343.8,343.8,Hard Constraint,SDERSC8,JAN_2020,PeakWD,33.64
AZ_QNM85,Line,To - From,-343.8,343.8,Hard Constraint,SAZSL8,JAN_2020,PeakWE,2.41
AZ_QNM85,Line,To - From,-343.8,343.8,Hard Constraint,SDERSC8,JAN_2020,PeakWE,0.89
AZ_SL_85,Line,From - To,388.8,388.8,Hard Constraint,DEAFMLR8,JAN_2020,PeakWD,15.99
AZ_SL_85,Line,From - To,332.1,332.1,Hard Constraint,,JAN_2020,PeakWE,6.7
BT_EXN66,Line,From - To,387.0,387.0,Hard Constraint,DCBYDKR8,JAN_2020,Off-peak,15.95
BT_EXN66,Line,To - From,-387.0,387.0,Hard Constraint,SLHEXN8,JAN_2020,Off-peak,4.88
BT_EXN66,Line,From - To,387.0,387.0,Hard Constraint,DCBYDKR8,JAN_2020,PeakWD,27.67
BT_EXN66,Line,From - To,387.0,387.0,Hard Constraint,DCBYDKR8,JAN_2020,PeakWE,32.33
BCVPSA03,Line,To - From,-396.0,396.0,Hard Constraint,SPLSC8,JAN_2020,Off-peak,6.89
