Path,Plant,Size (MW),Bid_ID,CRR_ID,OriginalCRR_ID,AccountHolder,HedgeType,Portfolio,BidType,CRRType,Source,Sink,StartDate,EndDate,TimeOfUse,Bid24Hour,MW,ShadowPricePerMWH,BidMW,BidPricePerMWH,ACI99,ACP,CreditConsumed
NED_NEDIN_G3+HB_SOUTH,Magic Valley,255.5,118917276,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_08,BUY,PREAWARD,NED_NEDIN_G3,HB_SOUTH,08/01/2021,08/31/2021,PeakWE,No,0.0,3.71818,4.8,1.28,,,
NED_NEDIN_G2+HB_SOUTH,Magic Valley,213.6,118917251,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_08,BUY,PREAWARD,NED_NEDIN_G2,HB_SOUTH,08/01/2021,08/31/2021,PeakWE,No,0.0,3.71818,4.8,1.44,,,
NED_NEDIN_G1+HB_SOUTH,Magic Valley,213.6,118917374,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_08,BUY,PREAWARD,NED_NEDIN_G1,HB_SOUTH,08/01/2021,08/31/2021,Off-peak,No,0.0,1.280023,4.8,0.9,,,
FREC_2_CCU+HB_NORTH,Freestone2,491,118917435,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_08,BUY,PREAWARD,FREC_2_CCU,HB_NORTH,08/01/2021,08/31/2021,Off-peak,No,0.0,0.03118,106.5,0.01,,,
FREC_1_CCU+HB_NORTH,Freestone1,491,118917000,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_08,BUY,PREAWARD,FREC_1_CCU,HB_NORTH,08/01/2021,08/31/2021,PeakWD,No,0.0,0.086376,42.6,0.08,,,
DUKE_GT2_CCU+HB_SOUTH,Hidalgo,143,118917368,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_08,BUY,PREAWARD,DUKE_GT2_CCU,HB_SOUTH,08/01/2021,08/31/2021,Off-peak,No,0.0,1.284053,4.9,0.6,,,
DUKE_GST1CCU+HB_SOUTH,Hidalgo,315,118916899,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_08,BUY,PREAWARD,DUKE_GST1CCU,HB_SOUTH,08/01/2021,08/31/2021,PeakWD,No,0.0,8.608677,4.9,2.81,,,
DDPEC_ST1+HB_HOUSTON,Deer Park,290,118916839,119165802.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_08,BUY,PREAWARD,DDPEC_ST1,HB_HOUSTON,08/01/2021,08/31/2021,PeakWD,No,11.1,0.139213,11.1,0.2,,,
DDPEC_GT4+HB_HOUSTON,Deer Park,202,118917128,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_08,BUY,PREAWARD,DDPEC_GT4,HB_HOUSTON,08/01/2021,08/31/2021,PeakWE,No,0.0,0.0813,15.0,0.08,,,
DDPEC_GT3+HB_HOUSTON,Deer Park,190,118917119,119166082.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_08,BUY,PREAWARD,DDPEC_GT3,HB_HOUSTON,08/01/2021,08/31/2021,PeakWE,No,15.0,0.0813,15.0,0.1,,,
DDPEC_GT2+HB_HOUSTON,Deer Park,202,118916805,119165768.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_08,BUY,PREAWARD,DDPEC_GT2,HB_HOUSTON,08/01/2021,08/31/2021,PeakWD,No,8.3,0.139213,8.3,0.19,,,
DDPEC_GT1+HB_HOUSTON,Deer Park,190,118917111,119166074.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_08,BUY,PREAWARD,DDPEC_GT1,HB_HOUSTON,08/01/2021,08/31/2021,PeakWE,No,15.0,0.0813,15.0,0.09,,,
CHE_LYD2+HB_HOUSTON,Channel138,182.7,118916786,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_08,BUY,PREAWARD,CHE_LYD2,HB_HOUSTON,08/01/2021,08/31/2021,PeakWD,No,0.0,0.129294,28.5,0.05,,,
CHE_LYD+HB_HOUSTON,Channel138,146.5,118916784,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_08,BUY,PREAWARD,CHE_LYD,HB_HOUSTON,08/01/2021,08/31/2021,PeakWD,No,0.0,0.129294,23.2,0.04,,,
CHEDPW_GT2+HB_HOUSTON,Channel345,406,118917107,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_08,BUY,PREAWARD,CHEDPW_GT2,HB_HOUSTON,08/01/2021,08/31/2021,PeakWE,No,0.0,0.136969,35.9,0.04,,,
CCEC_ST1+HB_SOUTH,Corpus Christi,196,118917331,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_08,BUY,PREAWARD,CCEC_ST1,HB_SOUTH,08/01/2021,08/31/2021,Off-peak,No,0.0,0.582204,15.0,0.07,,,
CCEC_GT2+HB_SOUTH,Corpus Christi,207,118917324,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_08,BUY,PREAWARD,CCEC_GT2,HB_SOUTH,08/01/2021,08/31/2021,Off-peak,No,0.0,0.582204,13.5,0.09,,,
CCEC_GT1+HB_SOUTH,Corpus Christi,207,118916875,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_08,BUY,PREAWARD,CCEC_GT1,HB_SOUTH,08/01/2021,08/31/2021,PeakWD,No,0.0,2.243945,13.5,0.85,,,
CAL_PUN2+HB_HOUSTON,Pasadena1,70,118916782,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_08,BUY,PREAWARD,CAL_PUN2,HB_HOUSTON,08/01/2021,08/31/2021,PeakWD,No,0.0,0.04,26.7,0.02,,,
CAL_PUN1+HB_HOUSTON,Pasadena1,180,118917309,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_08,BUY,PREAWARD,CAL_PUN1,HB_HOUSTON,08/01/2021,08/31/2021,Off-peak,No,0.0,0.017882,14.7,0.01,,,
BVE_UNIT3+HB_HOUSTON,Brazos Valley,270,118917089,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_08,BUY,PREAWARD,BVE_UNIT3,HB_HOUSTON,08/01/2021,08/31/2021,PeakWE,No,0.0,0.353166,6.5,0.29,,,
BVE_UNIT2+HB_HOUSTON,Brazos Valley,169,118917070,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_08,BUY,PREAWARD,BVE_UNIT2,HB_HOUSTON,08/01/2021,08/31/2021,PeakWE,No,0.0,0.353166,4.7,0.33,,,
BVE_UNIT1+HB_HOUSTON,Brazos Valley,169,118917303,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_08,BUY,PREAWARD,BVE_UNIT1,HB_HOUSTON,08/01/2021,08/31/2021,Off-peak,No,0.0,0.101063,35.3,0.02,,,
BTE_PUN2+HB_HOUSTON,Baytown,225,118917050,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_08,BUY,PREAWARD,BTE_PUN2,HB_HOUSTON,08/01/2021,08/31/2021,PeakWE,No,0.0,0.050191,25.0,0.05,,,
BTE_PUN1+HB_HOUSTON,Baytown,285,118916725,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_08,BUY,PREAWARD,BTE_PUN1,HB_HOUSTON,08/01/2021,08/31/2021,PeakWD,No,0.0,0.060407,30.0,0.04,,,
BOSQ_BSQSU_5+HB_NORTH,Bosque345,222,118917027,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_08,BUY,PREAWARD,BOSQ_BSQSU_5,HB_NORTH,08/01/2021,08/31/2021,PeakWD,No,0.0,0.271808,12.0,0.25,,,
BOSQ_BSQS_12+HB_NORTH,Bosque345,324,118917010,119165973.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_08,BUY,PREAWARD,BOSQ_BSQS_12,HB_NORTH,08/01/2021,08/31/2021,PeakWD,No,17.1,0.271808,17.1,0.28,,,
BOSQ_BSQS_34+HB_NORTH,Bosque138,244,118917288,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_08,BUY,PREAWARD,BOSQ_BSQS_34,HB_NORTH,08/01/2021,08/31/2021,PeakWE,No,0.0,0.224033,34.0,0.1,,,
GUADG_CCU1+HB_SOUTH,Guadalupe1,516,118917033,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_08,BUY,PREAWARD,GUADG_CCU1,HB_SOUTH,08/01/2021,08/31/2021,PeakWD,No,0.0,0.683557,22.9,0.16,,,
GUADG_CCU2+HB_SOUTH,Guadalupe2,516,118917039,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_08,BUY,PREAWARD,GUADG_CCU2,HB_SOUTH,08/01/2021,08/31/2021,PeakWD,No,0.0,0.683557,22.9,0.19,,,
DDPEC_GT6+HB_HOUSTON,Deer Park,174,118916831,119165794.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_08,BUY,PREAWARD,DDPEC_GT6,HB_HOUSTON,08/01/2021,08/31/2021,PeakWD,No,8.3,0.139213,8.3,0.2,,,
DDPEC_GT6+HB_HOUSTON,Deer Park,174,120167524,120403424.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_09,BUY,PREAWARD,DDPEC_GT6,HB_HOUSTON,09/01/2021,09/30/2021,PeakWD,No,9.4,0.145489,9.4,0.17,,,
GUADG_CCU2+HB_SOUTH,Guadalupe2,516,120167726,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_09,BUY,PREAWARD,GUADG_CCU2,HB_SOUTH,09/01/2021,09/30/2021,PeakWD,No,0.0,0.385351,22.9,0.12,,,
GUADG_CCU1+HB_SOUTH,Guadalupe1,516,120167715,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_09,BUY,PREAWARD,GUADG_CCU1,HB_SOUTH,09/01/2021,09/30/2021,PeakWD,No,0.0,0.385351,22.9,0.14,,,
BOSQ_BSQS_34+HB_NORTH,Bosque138,244,120168119,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_09,BUY,PREAWARD,BOSQ_BSQS_34,HB_NORTH,09/01/2021,09/30/2021,Off-peak,No,0.0,0.307247,51.0,0.03,,,
BOSQ_BSQS_12+HB_NORTH,Bosque345,324,120167965,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_09,BUY,PREAWARD,BOSQ_BSQS_12,HB_NORTH,09/01/2021,09/30/2021,PeakWE,No,0.0,0.62,40.0,0.1,,,
BOSQ_BSQSU_5+HB_NORTH,Bosque345,222,120168121,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_09,BUY,PREAWARD,BOSQ_BSQSU_5,HB_NORTH,09/01/2021,09/30/2021,Off-peak,No,0.0,0.298487,42.0,0.03,,,
BTE_PUN1+HB_HOUSTON,Baytown,285,120167729,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_09,BUY,PREAWARD,BTE_PUN1,HB_HOUSTON,09/01/2021,09/30/2021,PeakWE,No,0.0,0.102511,30.0,0.04,,,
BTE_PUN2+HB_HOUSTON,Baytown,225,120167731,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_09,BUY,PREAWARD,BTE_PUN2,HB_HOUSTON,09/01/2021,09/30/2021,PeakWE,No,0.0,0.102511,25.0,0.05,,,
BVE_UNIT1+HB_HOUSTON,Brazos Valley,169,120167747,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_09,BUY,PREAWARD,BVE_UNIT1,HB_HOUSTON,09/01/2021,09/30/2021,PeakWE,No,0.0,0.527342,4.7,0.21,,,
BVE_UNIT2+HB_HOUSTON,Brazos Valley,169,120167748,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_09,BUY,PREAWARD,BVE_UNIT2,HB_HOUSTON,09/01/2021,09/30/2021,PeakWE,No,0.0,0.527342,4.7,0.35,,,
BVE_UNIT3+HB_HOUSTON,Brazos Valley,270,120167768,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_09,BUY,PREAWARD,BVE_UNIT3,HB_HOUSTON,09/01/2021,09/30/2021,PeakWE,No,0.0,0.527342,6.5,0.3,,,
CAL_PUN1+HB_HOUSTON,Pasadena1,180,120167778,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_09,BUY,PREAWARD,CAL_PUN1,HB_HOUSTON,09/01/2021,09/30/2021,PeakWE,No,0.0,0.038873,14.7,0.02,,,
CAL_PUN2+HB_HOUSTON,Pasadena1,70,120167781,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_09,BUY,PREAWARD,CAL_PUN2,HB_HOUSTON,09/01/2021,09/30/2021,PeakWE,No,0.0,0.038873,26.7,0.01,,,
CCEC_GT1+HB_SOUTH,Corpus Christi,207,120167837,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_09,BUY,PREAWARD,CCEC_GT1,HB_SOUTH,09/01/2021,09/30/2021,PeakWE,No,0.0,2.89976,13.5,0.9,,,
CCEC_GT2+HB_SOUTH,Corpus Christi,207,120168131,,,XCALPP,OBL,ERCOT CRR Bid Submission 2021_09,BUY,PREAWARD,CCEC_GT2,HB_SOUTH,09/01/2021,09/30/2021,PeakWD,No,0.0,0.419056,5.0,0.1,-13.1793,,
CCEC_ST1+HB_SOUTH,Corpus Christi,196,120168150,,,XCALPP,OBL,ERCOT CRR Bid Submission 2021_09,BUY,PREAWARD,CCEC_ST1,HB_SOUTH,09/01/2021,09/30/2021,Off-peak,No,0.0,0.345342,2.0,-0.6,-27.3255,,
CHEDPW_GT2+HB_HOUSTON,Channel345,406,120167485,120403385.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_09,BUY,PREAWARD,CHEDPW_GT2,HB_HOUSTON,09/01/2021,09/30/2021,PeakWD,No,21.5,0.073533,21.5,0.1,,,
CHE_LYD+HB_HOUSTON,Channel138,146.5,120167782,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_09,BUY,PREAWARD,CHE_LYD,HB_HOUSTON,09/01/2021,09/30/2021,PeakWE,No,0.0,0.04404,34.8,0.02,,,
CHE_LYD2+HB_HOUSTON,Channel138,182.7,120167785,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_09,BUY,PREAWARD,CHE_LYD2,HB_HOUSTON,09/01/2021,09/30/2021,PeakWE,No,0.0,0.04404,42.8,0.01,,,
DDPEC_GT1+HB_HOUSTON,Deer Park,190,120167492,120403392.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_09,BUY,PREAWARD,DDPEC_GT1,HB_HOUSTON,09/01/2021,09/30/2021,PeakWD,No,9.4,0.145489,9.4,0.17,,,
DDPEC_GT2+HB_HOUSTON,Deer Park,202,120167503,120403403.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_09,BUY,PREAWARD,DDPEC_GT2,HB_HOUSTON,09/01/2021,09/30/2021,PeakWD,No,9.4,0.145489,9.4,0.15,,,
DDPEC_GT3+HB_HOUSTON,Deer Park,190,120167513,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_09,BUY,PREAWARD,DDPEC_GT3,HB_HOUSTON,09/01/2021,09/30/2021,PeakWD,No,0.0,0.145489,9.4,0.14,,,
DDPEC_GT4+HB_HOUSTON,Deer Park,202,120167805,120403705.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_09,BUY,PREAWARD,DDPEC_GT4,HB_HOUSTON,09/01/2021,09/30/2021,PeakWE,No,15.0,0.09,15.0,0.1,,,
DDPEC_ST1+HB_HOUSTON,Deer Park,290,120167533,120403433.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_09,BUY,PREAWARD,DDPEC_ST1,HB_HOUSTON,09/01/2021,09/30/2021,PeakWD,No,12.5,0.145489,12.5,0.16,,,
DUKE_GST1CCU+HB_SOUTH,Hidalgo,315,120167866,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_09,BUY,PREAWARD,DUKE_GST1CCU,HB_SOUTH,09/01/2021,09/30/2021,PeakWE,No,0.0,7.221248,4.9,1.19,,,
DUKE_GT2_CCU+HB_SOUTH,Hidalgo,143,120168039,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_09,BUY,PREAWARD,DUKE_GT2_CCU,HB_SOUTH,09/01/2021,09/30/2021,Off-peak,No,0.0,3.559237,4.9,0.86,,,
FREC_1_CCU+HB_NORTH,Freestone1,491,120167679,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_09,BUY,PREAWARD,FREC_1_CCU,HB_NORTH,09/01/2021,09/30/2021,PeakWD,No,0.0,0.216398,42.6,0.09,,,
FREC_2_CCU+HB_NORTH,Freestone2,491,120167685,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_09,BUY,PREAWARD,FREC_2_CCU,HB_NORTH,09/01/2021,09/30/2021,PeakWD,No,0.0,0.221949,42.6,0.08,,,
NED_NEDIN_G1+HB_SOUTH,Magic Valley,213.6,120168066,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_09,BUY,PREAWARD,NED_NEDIN_G1,HB_SOUTH,09/01/2021,09/30/2021,Off-peak,No,0.0,3.54285,4.8,0.66,,,
NED_NEDIN_G2+HB_SOUTH,Magic Valley,213.6,120168077,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_09,BUY,PREAWARD,NED_NEDIN_G2,HB_SOUTH,09/01/2021,09/30/2021,Off-peak,No,0.0,3.54285,4.8,0.86,,,
NED_NEDIN_G3+HB_SOUTH,Magic Valley,255.5,120167946,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_09,BUY,PREAWARD,NED_NEDIN_G3,HB_SOUTH,09/01/2021,09/30/2021,PeakWE,No,0.0,6.692459,4.8,1.26,,,
PSG_PSG_GT2+HB_HOUSTON,Pasadena2,185,120167538,120403438.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_09,BUY,PREAWARD,PSG_PSG_GT2,HB_HOUSTON,09/01/2021,09/30/2021,PeakWD,No,17.5,0.05,25.0,0.05,,,
PSG_PSG_GT3+HB_HOUSTON,Pasadena2,185,120167542,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_09,BUY,PREAWARD,PSG_PSG_GT3,HB_HOUSTON,09/01/2021,09/30/2021,PeakWD,No,0.0,0.05,25.0,0.04,,,
PSG_PSG_ST1+HB_HOUSTON,Pasadena2,185,120167544,120403444.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_09,BUY,PREAWARD,PSG_PSG_ST1,HB_HOUSTON,09/01/2021,09/30/2021,PeakWD,No,17.5,0.05,25.0,0.05,,,
TXCTY_CTA+HB_HOUSTON,Texas City,100.6,120167829,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_09,BUY,PREAWARD,TXCTY_CTA,HB_HOUSTON,09/01/2021,09/30/2021,PeakWE,No,0.0,0.20765,21.4,0.01,,,
TXCTY_CTB+HB_HOUSTON,Texas City,100.6,120167830,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_09,BUY,PREAWARD,TXCTY_CTB,HB_HOUSTON,09/01/2021,09/30/2021,PeakWE,No,0.0,0.20765,21.4,0.02,,,
TXCTY_CTC+HB_HOUSTON,Texas City,100.6,120167833,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_09,BUY,PREAWARD,TXCTY_CTC,HB_HOUSTON,09/01/2021,09/30/2021,PeakWE,No,0.0,0.20765,21.4,0.01,,,
TXCTY_ST+HB_HOUSTON,Texas City,131.5,120167553,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_09,BUY,PREAWARD,TXCTY_ST,HB_HOUSTON,09/01/2021,09/30/2021,PeakWD,No,0.0,0.188992,28.2,0.03,,,
DDPEC_GT6+HB_HOUSTON,Deer Park,174,121218859,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_10,BUY,PREAWARD,DDPEC_GT6,HB_HOUSTON,10/01/2021,10/31/2021,PeakWD,No,0.0,0.2,8.3,0.17,,,
GUADG_CCU2+HB_SOUTH,Guadalupe2,516,121210060,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_10,BUY,PREAWARD,GUADG_CCU2,HB_SOUTH,10/01/2021,10/31/2021,PeakWD,No,0.0,0.351513,29.4,0.13,,,
GUADG_CCU1+HB_SOUTH,Guadalupe1,516,121210441,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_10,BUY,PREAWARD,GUADG_CCU1,HB_SOUTH,10/01/2021,10/31/2021,Off-peak,No,0.0,0.324441,103.0,0.01,,,
BOSQ_BSQS_34+HB_NORTH,Bosque138,244,121210436,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_10,BUY,PREAWARD,BOSQ_BSQS_34,HB_NORTH,10/01/2021,10/31/2021,Off-peak,No,0.0,0.383094,51.0,0.05,,,
BOSQ_BSQS_12+HB_NORTH,Bosque345,324,121210434,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_10,BUY,PREAWARD,BOSQ_BSQS_12,HB_NORTH,10/01/2021,10/31/2021,Off-peak,No,0.0,0.322487,60.0,0.05,,,
BOSQ_BSQSU_5+HB_NORTH,Bosque345,222,121210438,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_10,BUY,PREAWARD,BOSQ_BSQSU_5,HB_NORTH,10/01/2021,10/31/2021,Off-peak,No,0.0,0.322487,42.0,0.05,,,
BTE_PUN1+HB_HOUSTON,Baytown,285,121218744,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_10,BUY,PREAWARD,BTE_PUN1,HB_HOUSTON,10/01/2021,10/31/2021,PeakWD,No,0.0,0.202287,30.0,0.04,,,
BTE_PUN2+HB_HOUSTON,Baytown,225,121218747,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_10,BUY,PREAWARD,BTE_PUN2,HB_HOUSTON,10/01/2021,10/31/2021,PeakWD,No,0.0,0.202287,25.0,0.04,,,
BVE_UNIT1+HB_HOUSTON,Brazos Valley,169,121210301,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_10,BUY,PREAWARD,BVE_UNIT1,HB_HOUSTON,10/01/2021,10/31/2021,Off-peak,No,0.0,0.304424,35.3,0.02,,,
BVE_UNIT2+HB_HOUSTON,Brazos Valley,169,121210302,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_10,BUY,PREAWARD,BVE_UNIT2,HB_HOUSTON,10/01/2021,10/31/2021,Off-peak,No,0.0,0.304424,35.3,0.04,,,
BVE_UNIT3+HB_HOUSTON,Brazos Valley,270,121210304,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_10,BUY,PREAWARD,BVE_UNIT3,HB_HOUSTON,10/01/2021,10/31/2021,Off-peak,No,0.0,0.304424,48.8,0.04,,,
CAL_PUN1+HB_HOUSTON,Pasadena1,180,121210307,121445281.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_10,BUY,PREAWARD,CAL_PUN1,HB_HOUSTON,10/01/2021,10/31/2021,Off-peak,No,6.6,0.01,14.7,0.01,,,
CAL_PUN2+HB_HOUSTON,Pasadena1,70,121210308,121445282.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_10,BUY,PREAWARD,CAL_PUN2,HB_HOUSTON,10/01/2021,10/31/2021,Off-peak,No,12.1,0.01,26.7,0.01,,,
CCEC_GT1+HB_SOUTH,Corpus Christi,207,121210316,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_10,BUY,PREAWARD,CCEC_GT1,HB_SOUTH,10/01/2021,10/31/2021,Off-peak,No,0.0,2.02129,13.5,0.1,,,
CCEC_GT2+HB_SOUTH,Corpus Christi,207,121210463,,,XCALPP,OBL,ERCOT CRR Bid Submission 2021_10,BUY,PREAWARD,CCEC_GT2,HB_SOUTH,10/01/2021,10/31/2021,Off-peak,No,0.0,0.172889,3.0,0.1,-27.3255,,
CCEC_ST1+HB_SOUTH,Corpus Christi,196,121210329,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_10,BUY,PREAWARD,CCEC_ST1,HB_SOUTH,10/01/2021,10/31/2021,Off-peak,No,0.0,2.02129,15.0,0.07,,,
CHEDPW_GT2+HB_HOUSTON,Channel345,406,121218809,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_10,BUY,PREAWARD,CHEDPW_GT2,HB_HOUSTON,10/01/2021,10/31/2021,PeakWD,No,0.0,0.23544,12.0,0.19,,,
CHE_LYD+HB_HOUSTON,Channel138,146.5,121218802,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_10,BUY,PREAWARD,CHE_LYD,HB_HOUSTON,10/01/2021,10/31/2021,PeakWD,No,0.0,0.182146,23.2,0.05,,,
CHE_LYD2+HB_HOUSTON,Channel138,182.7,121218805,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_10,BUY,PREAWARD,CHE_LYD2,HB_HOUSTON,10/01/2021,10/31/2021,PeakWD,No,0.0,0.182146,28.5,0.05,,,
DDPEC_GT1+HB_HOUSTON,Deer Park,190,121218817,121445535.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_10,BUY,PREAWARD,DDPEC_GT1,HB_HOUSTON,10/01/2021,10/31/2021,PeakWD,No,4.9,0.2,8.3,0.2,,,
DDPEC_GT2+HB_HOUSTON,Deer Park,202,121218834,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_10,BUY,PREAWARD,DDPEC_GT2,HB_HOUSTON,10/01/2021,10/31/2021,PeakWD,No,0.0,0.2,8.3,0.16,,,
DDPEC_GT3+HB_HOUSTON,Deer Park,190,121218840,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_10,BUY,PREAWARD,DDPEC_GT3,HB_HOUSTON,10/01/2021,10/31/2021,PeakWD,No,0.0,0.2,8.3,0.18,,,
DDPEC_GT4+HB_HOUSTON,Deer Park,202,121218852,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_10,BUY,PREAWARD,DDPEC_GT4,HB_HOUSTON,10/01/2021,10/31/2021,PeakWD,No,0.0,0.2,8.3,0.16,,,
DDPEC_ST1+HB_HOUSTON,Deer Park,290,121218870,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_10,BUY,PREAWARD,DDPEC_ST1,HB_HOUSTON,10/01/2021,10/31/2021,PeakWD,No,0.0,0.2,11.1,0.16,,,
DUKE_GST1CCU+HB_SOUTH,Hidalgo,315,121210350,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_10,BUY,PREAWARD,DUKE_GST1CCU,HB_SOUTH,10/01/2021,10/31/2021,Off-peak,No,0.0,2.820514,7.0,0.62,,,
DUKE_GT2_CCU+HB_SOUTH,Hidalgo,143,121210360,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_10,BUY,PREAWARD,DUKE_GT2_CCU,HB_SOUTH,10/01/2021,10/31/2021,Off-peak,No,0.0,2.820514,4.9,0.77,,,
FREC_1_CCU+HB_NORTH,Freestone1,491,121210430,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_10,BUY,PREAWARD,FREC_1_CCU,HB_NORTH,10/01/2021,10/31/2021,Off-peak,No,0.0,0.254834,106.5,0.01,,,
FREC_2_CCU+HB_NORTH,Freestone2,491,121210433,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_10,BUY,PREAWARD,FREC_2_CCU,HB_NORTH,10/01/2021,10/31/2021,Off-peak,No,0.0,0.259619,106.5,0.01,,,
NED_NEDIN_G1+HB_SOUTH,Magic Valley,213.6,121210384,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_10,BUY,PREAWARD,NED_NEDIN_G1,HB_SOUTH,10/01/2021,10/31/2021,Off-peak,No,0.0,2.786834,4.8,0.66,,,
NED_NEDIN_G2+HB_SOUTH,Magic Valley,213.6,121210393,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_10,BUY,PREAWARD,NED_NEDIN_G2,HB_SOUTH,10/01/2021,10/31/2021,Off-peak,No,0.0,2.786834,4.8,0.9,,,
NED_NEDIN_G3+HB_SOUTH,Magic Valley,255.5,121210425,,,XCALPP,OPT,ERCOT CRR Bid Submission 2021_10,BUY,PREAWARD,NED_NEDIN_G3,HB_SOUTH,10/01/2021,10/31/2021,Off-peak,No,0.0,2.786834,4.8,0.68,,,
