Path,Sourcename,Sinkname,PEAKTYPE,HEDGETYPE,Period,DA congestion,RT LMP,Seq6,Seq5,Seq4,Seq3,Seq2,Seq1,Monthly Auction,Monthly Auction PnL,Seq1 PnL,Seq2 PnL,Seq3 PnL,Seq4 PnL,Seq5 PnL,Seq6 PnL
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,OFFPEAK,Obligation,2025-03-01,,,0.0783,-0.1727,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,OFFPEAK,Obligation,2025-04-01,,,-0.4181,-0.3847,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,OFFPEAK,Obligation,2025-05-01,,,-0.2966,-0.433,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,OFFPEAK,Obligation,2025-06-01,,,-0.4392,0.1753,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,OFFPEAK,Obligation,2025-07-01,,,0.1116,,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,OFFPEAK,Obligation,2025-08-01,,,-0.2213,,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,OFFPEAK,Obligation,2025-09-01,,,-0.1146,,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,OFFPEAK,Obligation,2025-10-01,,,-0.866,,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,OFFPEAK,Obligation,2025-11-01,,,-0.5795,,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,OFFPEAK,Obligation,2025-12-01,,,-0.3719,,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Obligation,2023-07-01,,,0.0836,-0.0418,0.1469,-0.7368,0.1835,-0.1882,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Obligation,2023-08-01,,,0.245,-0.1094,0.2425,-0.6654,0.1558,-0.2339,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Obligation,2023-09-01,,,0.0301,-0.3636,0.0579,-0.4495,0.1101,-0.4536,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Obligation,2023-10-01,,,-0.1888,0.1593,0.7586,-0.2338,-0.4217,-1.1379,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Obligation,2023-11-01,,,0.1099,-0.0079,-0.1615,-0.2707,-0.0909,-1.3212,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Obligation,2023-12-01,,,0.1906,0.0953,0.1021,0.2128,0.2617,-0.2167,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Obligation,2024-01-01,,,-0.7959999999999999,-1.7964,0.3122,-0.2806,-0.6779,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Obligation,2024-02-01,,,-0.24100000000000002,0.217,-0.2087,0.0393,-0.389,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Obligation,2024-03-01,,,0.3224,1.2368,-6.1998,0.0208,-1.1401,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Obligation,2024-04-01,,,0.4381,0.9669,-9.6979,0.5491,-0.8194,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Obligation,2024-05-01,,,0.2191,0.2704,-5.457000000000001,-0.4882,-0.8754,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Obligation,2024-06-01,,,0.0825,0.5031,-5.9302,0.436,0.0794,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Obligation,2024-07-01,,,-0.138,-2.29,-0.8029999999999999,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Obligation,2024-08-01,,,-0.1253,-1.0049,-1.5096,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Obligation,2024-09-01,,,-0.5369,-3.0276,-1.4326,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Obligation,2024-10-01,,,0.4427,2.3249,-1.3057,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Obligation,2024-11-01,,,-0.2509,-3.0544,-0.2379,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Obligation,2024-12-01,,,0.41700000000000004,-2.8132,-0.0093,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Obligation,2025-01-01,,,-0.2245,-0.6892,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Obligation,2025-02-01,,,-0.1826,-0.98,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Obligation,2025-03-01,,,-0.2824,-0.6709,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Obligation,2025-04-01,,,-0.6409,0.3243,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Obligation,2025-05-01,,,-1.0701,-0.31,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Obligation,2025-06-01,,,-0.1724,0.5359,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Obligation,2025-07-01,,,-0.5929,,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Obligation,2025-08-01,,,-0.1249,,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Obligation,2025-09-01,,,-0.2793,,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Obligation,2025-10-01,,,-1.0033,,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Obligation,2025-11-01,,,-0.9969,,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Obligation,2025-12-01,,,-0.5016,,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WDPEAK,Obligation,2023-07-01,,,0.4176,0.0438,0.2065,-0.4697,0.1094,-0.5449,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WDPEAK,Obligation,2023-08-01,,,0.4591,-0.0224,0.0968,-0.3933,0.0133,-0.3179,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WDPEAK,Obligation,2023-09-01,,,0.4311,-0.1796,0.0373,-0.2609,0.2943,-0.7098,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WDPEAK,Obligation,2023-10-01,,,-0.0266,-0.0806,-0.2806,-0.4359,-0.6366,-1.1661,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WDPEAK,Obligation,2023-11-01,,,0.2502,0.6571,1.051,0.1081,-0.0022,-0.8785,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WDPEAK,Obligation,2023-12-01,,,0.42700000000000005,0.1391,0.1835,-0.2406,0.1591,-0.3315,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WDPEAK,Obligation,2024-01-01,,,-0.2233,0.2486,0.2139,-1.3325,-0.3214,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WDPEAK,Obligation,2024-02-01,,,-0.2496,0.3475,-1.0952,-0.1077,-0.4538,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WDPEAK,Obligation,2024-03-01,,,0.9001,1.3334,-8.0926,0.4288,-0.983,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WDPEAK,Obligation,2024-04-01,,,0.8739,1.351,-6.2215,-2.5236,-1.4332,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WDPEAK,Obligation,2024-05-01,,,0.371,0.8007,-1.1869,0.0755,-1.2986,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WDPEAK,Obligation,2024-06-01,,,0.4586,0.525,-1.2083,0.1971,0.048,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WDPEAK,Obligation,2024-07-01,,,0.3917,-1.2512,-0.7089,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WDPEAK,Obligation,2024-08-01,,,0.0607,-1.8125,-0.5836,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WDPEAK,Obligation,2024-09-01,,,-0.2493,-1.4191,-0.6938,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WDPEAK,Obligation,2024-10-01,,,0.3464,-1.3092,-1.0134,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WDPEAK,Obligation,2024-11-01,,,0.8536,1.9846,0.7177,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WDPEAK,Obligation,2024-12-01,,,0.0013,-0.7214,-0.2994,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WDPEAK,Obligation,2025-01-01,,,-0.7286,-0.6523,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WDPEAK,Obligation,2025-02-01,,,-0.4447,-0.7363,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WDPEAK,Obligation,2025-03-01,,,-0.7965,-1.0116,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WDPEAK,Obligation,2025-04-01,,,-0.9677,0.0458,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WDPEAK,Obligation,2025-05-01,,,-1.412,-0.5122,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WDPEAK,Obligation,2025-06-01,,,-0.6134,0.2105,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WDPEAK,Obligation,2025-07-01,,,-0.1242,,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WDPEAK,Obligation,2025-08-01,,,0.0717,,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WDPEAK,Obligation,2025-09-01,,,0.7340000000000001,,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WDPEAK,Obligation,2025-10-01,,,-0.9958,,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WDPEAK,Obligation,2025-11-01,,,-0.6362,,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WDPEAK,Obligation,2025-12-01,,,-0.845,,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,OFFPEAK,Option,2023-07-01,,0.0,0.5972,0.3599,0.4878,0.5649,,0.1354,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,OFFPEAK,Option,2023-08-01,,0.0,0.5478,0.3599,0.4878,0.5649,,0.1354,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,OFFPEAK,Option,2023-09-01,,0.0,0.5858,0.507,0.622,0.8708,,0.3438,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,OFFPEAK,Option,2023-10-01,,0.0,0.7258,0.5477,0.7479,0.7466,,0.2529,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,OFFPEAK,Option,2023-11-01,,0.0,0.7334,0.5477,0.7479,0.7466,,0.2529,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,OFFPEAK,Option,2023-12-01,,0.0,0.4642,0.5477,0.7479,0.7466,,0.2529,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,OFFPEAK,Option,2024-01-01,,0.0,0.4156,1.123,0.4718,0.3602,0.2328,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,OFFPEAK,Option,2024-02-01,,0.0,0.4156,1.123,0.4718,0.3602,0.2328,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,OFFPEAK,Option,2024-03-01,,0.0,0.5424,1.1823,0.6841,0.4044,0.2423,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,OFFPEAK,Option,2024-04-01,,0.0,0.5424,1.1823,0.6841,0.4044,0.2423,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,OFFPEAK,Option,2024-05-01,,0.0,0.5424,1.1823,0.6841,0.4044,0.2423,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,OFFPEAK,Option,2024-06-01,,0.0,0.493,1.1416,1.7811,1.6626,0.2751,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,OFFPEAK,Option,2024-07-01,,0.0,1.1557,1.4099,1.209,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,OFFPEAK,Option,2024-08-01,,0.0,1.1557,1.4099,1.209,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,OFFPEAK,Option,2024-09-01,,0.0,1.0973,1.4146,0.9935,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,OFFPEAK,Option,2024-10-01,,0.0,1.2288,1.6005,1.3981,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,OFFPEAK,Option,2024-11-01,,0.0,1.2288,1.6005,1.3981,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,OFFPEAK,Option,2024-12-01,,0.0,1.2288,1.6005,1.3981,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,OFFPEAK,Option,2025-01-01,,0.0,0.6889,0.3579,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,OFFPEAK,Option,2025-02-01,,0.0,0.6889,0.3579,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,OFFPEAK,Option,2025-03-01,,0.0,0.6542,0.4376,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,OFFPEAK,Option,2025-04-01,,0.0,0.6542,0.4376,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,OFFPEAK,Option,2025-05-01,,0.0,0.6542,0.4376,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,OFFPEAK,Option,2025-06-01,,0.0,0.748,0.8731,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,OFFPEAK,Option,2025-07-01,,0.0,0.4771,,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,OFFPEAK,Option,2025-08-01,,0.0,0.4771,,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,OFFPEAK,Option,2025-09-01,,0.0,0.4816,,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,OFFPEAK,Option,2025-10-01,,0.0,0.292,,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,OFFPEAK,Option,2025-11-01,,0.0,0.292,,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,OFFPEAK,Option,2025-12-01,,0.0,0.292,,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Option,2023-07-01,,0.0,0.7289,0.5082,0.7594,0.7087,0.698,0.44,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Option,2023-08-01,,0.0,0.7289,0.5082,0.7594,0.7087,0.698,0.44,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Option,2023-09-01,,0.0,0.7809,0.5105,0.8887,1.036,0.7462,0.4588,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Option,2023-10-01,,0.0,0.7424,0.7195,0.8688,1.2092,0.7947,0.3945,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Option,2023-11-01,,0.0,0.7424,0.7195,0.8688,1.2092,0.7947,0.3945,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Option,2023-12-01,,0.0,0.7424,0.7195,0.8688,1.2092,0.7947,0.3945,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Option,2024-01-01,,0.0,0.4844,0.7855,0.8272,0.5146,0.34700000000000003,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Option,2024-02-01,,0.0,0.4844,0.7855,0.8272,0.5146,0.34700000000000003,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Option,2024-03-01,,0.0,0.9253,1.426,1.484,1.2326,0.4188,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Option,2024-04-01,,0.0,0.9253,1.426,1.484,1.2326,0.4188,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Option,2024-05-01,,0.0,0.9253,1.426,1.484,1.2326,0.4188,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Option,2024-06-01,,0.0,0.8031,1.1792,1.3401,1.3318,0.6794,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Option,2024-07-01,,0.0,0.9634,1.0439,0.6256,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Option,2024-08-01,,0.0,0.9634,1.0439,0.6256,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Option,2024-09-01,,0.0,0.8818,1.1065,0.7869,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Option,2024-10-01,,0.0,1.2878,2.3945,1.9555,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Option,2024-11-01,,0.0,1.2878,2.3945,1.9555,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Option,2024-12-01,,0.0,1.2878,2.3945,1.9555,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Option,2025-01-01,,0.0,0.6528,0.4517,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Option,2025-02-01,,0.0,0.6528,0.4517,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Option,2025-03-01,,0.0,1.2155,1.077,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Option,2025-04-01,,0.0,1.2155,1.077,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Option,2025-05-01,,0.0,1.2155,1.077,,,,,,,,,,,,
BOSQ_BSQSU_5+HB_NORTH,BOSQ_BSQSU_5,HB_NORTH,WEPEAK,Option,2025-06-01,,0.0,1.3066,1.3838,,,,,,,,,,,,
