Gas Pipeline Name,Holding Company Name,Point Name,Primary Point Type,Flow Point Name,Flow Point Number,Flow Point Interconnecting Entity Name,Flow Point Interconnecting Entity Type,Flow Date,End of Day,Flow Cycle,Flow Direction,Sum Operating Capacity Dth,Sum Scheduled Quantity Dth,Sum Operationally Available Quantity Dth,Capacity Utilization %,Gas Pipeline ID,Holding Company ID,Point ID,Flow Point Interconnecting Entity ID
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,8/8/2023 00:00,Yes,Intraday 1,Receipt,1100000,517658,582342,47.06,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,8/7/2023 00:00,Yes,Intraday 3,Receipt,1100000,551474,548526,50.13,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,8/6/2023 00:00,Yes,Intraday 3,Receipt,1100000,501474,598526,45.59,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,8/5/2023 00:00,Yes,Intraday 3,Receipt,1100000,551474,548526,50.13,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,8/4/2023 00:00,Yes,Intraday 3,Receipt,1100000,564139,535861,51.29,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,8/3/2023 00:00,Yes,Intraday 3,Receipt,1100000,547995,552005,49.82,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,8/2/2023 00:00,Yes,Intraday 3,Receipt,1100000,550977,549023,50.09,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,8/1/2023 00:00,Yes,Intraday 3,Receipt,1100000,548085,551915,49.83,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,7/31/2023 00:00,Yes,Intraday 3,Receipt,1100000,914318,185682,83.12,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,7/30/2023 00:00,Yes,Intraday 3,Receipt,1100000,914318,185682,83.12,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,7/29/2023 00:00,Yes,Intraday 3,Receipt,1100000,914318,185682,83.12,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,7/28/2023 00:00,Yes,Intraday 3,Receipt,1100000,887414,212586,80.67,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,7/27/2023 00:00,Yes,Intraday 3,Receipt,1100000,942054,157946,85.64,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,7/26/2023 00:00,Yes,Intraday 3,Receipt,1100000,931832,168168,84.71,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,7/25/2023 00:00,Yes,Intraday 3,Receipt,1100000,966197,133803,87.84,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,7/24/2023 00:00,Yes,Intraday 3,Receipt,1100000,992909,107091,90.26,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,7/23/2023 00:00,Yes,Intraday 3,Receipt,1100000,985958,114042,89.63,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,7/22/2023 00:00,Yes,Intraday 3,Receipt,1100000,898156,201844,81.65,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,7/21/2023 00:00,Yes,Intraday 3,Receipt,1100000,711002,388998,64.64,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,7/20/2023 00:00,Yes,Intraday 3,Receipt,1100000,409129,690871,37.19,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,7/19/2023 00:00,Yes,Intraday 3,Receipt,1100000,927309,172691,84.3,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,7/18/2023 00:00,Yes,Intraday 3,Receipt,1100000,911792,188208,82.89,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,7/17/2023 00:00,Yes,Intraday 3,Receipt,1100000,923115,176885,83.92,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,7/16/2023 00:00,Yes,Intraday 3,Receipt,1100000,959052,140948,87.19,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,7/15/2023 00:00,Yes,Intraday 3,Receipt,1100000,959052,140948,87.19,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,7/14/2023 00:00,Yes,Intraday 3,Receipt,1100000,913526,186474,83.05,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,7/13/2023 00:00,Yes,Intraday 3,Receipt,1100000,935824,164176,85.07,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,7/12/2023 00:00,Yes,Intraday 3,Receipt,1100000,921715,178285,83.79,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,7/11/2023 00:00,Yes,Intraday 3,Receipt,1100000,932298,167702,84.75,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,7/10/2023 00:00,Yes,Intraday 3,Receipt,1100000,952629,147371,86.6,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,7/9/2023 00:00,Yes,Intraday 3,Receipt,1100000,951640,148360,86.51,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,7/8/2023 00:00,Yes,Intraday 3,Receipt,1100000,951640,148360,86.51,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,7/7/2023 00:00,Yes,Intraday 3,Receipt,1100000,866745,233255,78.8,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,7/6/2023 00:00,Yes,Intraday 3,Receipt,1100000,944842,155158,85.89,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,7/5/2023 00:00,Yes,Intraday 3,Receipt,1100000,886320,213680,80.57,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,7/4/2023 00:00,Yes,Intraday 3,Receipt,1100000,1067939,32061,97.09,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,7/3/2023 00:00,Yes,Intraday 3,Receipt,1100000,1082932,17068,98.45,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,7/2/2023 00:00,Yes,Intraday 3,Receipt,1100000,1054502,45498,95.86,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,7/1/2023 00:00,Yes,Intraday 3,Receipt,1100000,1008022,91978,91.64,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,6/30/2023 00:00,Yes,Intraday 3,Receipt,1100000,1031808,68192,93.8,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,6/29/2023 00:00,Yes,Intraday 3,Receipt,1100000,809925,290075,73.63,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,6/28/2023 00:00,Yes,Intraday 3,Receipt,1100000,834390,265610,75.85,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,6/27/2023 00:00,Yes,Intraday 3,Receipt,1100000,848905,251095,77.17,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,6/26/2023 00:00,Yes,Intraday 3,Receipt,1100000,816624,283376,74.24,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,6/25/2023 00:00,Yes,Intraday 3,Receipt,1100000,816772,283228,74.25,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,6/24/2023 00:00,Yes,Intraday 3,Receipt,1100000,816623,283377,74.24,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,6/23/2023 00:00,Yes,Intraday 3,Receipt,1100000,790272,309728,71.84,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,6/22/2023 00:00,Yes,Intraday 3,Receipt,1100000,791455,308545,71.95,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,6/21/2023 00:00,Yes,Intraday 3,Receipt,1100000,796273,303727,72.39,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,6/20/2023 00:00,Yes,Intraday 3,Receipt,1100000,792418,307582,72.04,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,6/19/2023 00:00,Yes,Intraday 3,Receipt,1100000,789030,310970,71.73,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,6/18/2023 00:00,Yes,Intraday 3,Receipt,1100000,798826,301174,72.62,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,6/17/2023 00:00,Yes,Intraday 3,Receipt,1100000,798809,301191,72.62,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,6/16/2023 00:00,Yes,Intraday 3,Receipt,1100000,769001,330999,69.91,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,6/15/2023 00:00,Yes,Intraday 3,Receipt,1100000,797072,302928,72.46,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,6/14/2023 00:00,Yes,Intraday 3,Receipt,1100000,777861,322139,70.71,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,6/13/2023 00:00,Yes,Intraday 3,Receipt,1100000,771746,328254,70.16,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,6/12/2023 00:00,Yes,Intraday 3,Receipt,1100000,847155,252845,77.01,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,6/11/2023 00:00,Yes,Intraday 3,Receipt,1100000,830053,269947,75.46,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,6/10/2023 00:00,Yes,Intraday 3,Receipt,1100000,874976,225024,79.54,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,6/9/2023 00:00,Yes,Intraday 3,Receipt,1100000,869026,230974,79.0,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,6/8/2023 00:00,Yes,Intraday 3,Receipt,1100000,903062,196938,82.1,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,6/7/2023 00:00,Yes,Intraday 3,Receipt,1100000,954835,145165,86.8,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,6/6/2023 00:00,Yes,Intraday 3,Receipt,1100000,944361,155639,85.85,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,6/5/2023 00:00,Yes,Intraday 3,Receipt,1100000,831984,268016,75.63,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,6/4/2023 00:00,Yes,Intraday 3,Receipt,1100000,958018,141982,87.09,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,6/3/2023 00:00,Yes,Intraday 3,Receipt,1100000,958018,141982,87.09,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,6/2/2023 00:00,Yes,Intraday 3,Receipt,1100000,975960,124040,88.72,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,6/1/2023 00:00,Yes,Intraday 3,Receipt,1100000,1055995,44005,96.0,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,5/31/2023 00:00,Yes,Intraday 3,Receipt,1100000,841722,258278,76.52,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,5/30/2023 00:00,Yes,Intraday 3,Receipt,1100000,802982,297018,73.0,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,5/29/2023 00:00,Yes,Intraday 3,Receipt,1100000,801611,298389,72.87,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,5/28/2023 00:00,Yes,Intraday 3,Receipt,1100000,784936,315064,71.36,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,5/27/2023 00:00,Yes,Intraday 3,Receipt,1100000,766208,333792,69.66,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,5/26/2023 00:00,Yes,Intraday 3,Receipt,1100000,835928,264072,75.99,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,5/25/2023 00:00,Yes,Intraday 3,Receipt,1100000,807180,292820,73.38,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,5/24/2023 00:00,Yes,Intraday 3,Receipt,1100000,758189,341811,68.93,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,5/23/2023 00:00,Yes,Intraday 3,Receipt,1100000,729968,370032,66.36,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,5/22/2023 00:00,Yes,Intraday 3,Receipt,1100000,837085,262915,76.1,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,5/21/2023 00:00,Yes,Intraday 3,Receipt,1100000,824153,275847,74.92,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,5/20/2023 00:00,Yes,Intraday 3,Receipt,1100000,824153,275847,74.92,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,5/19/2023 00:00,Yes,Intraday 3,Receipt,1100000,782474,317526,71.13,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,5/18/2023 00:00,Yes,Intraday 3,Receipt,1100000,948881,151119,86.26,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,5/17/2023 00:00,Yes,Intraday 3,Receipt,1100000,1005531,94469,91.41,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,5/16/2023 00:00,Yes,Intraday 3,Receipt,1100000,1048651,51349,95.33,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,5/15/2023 00:00,Yes,Intraday 3,Receipt,1100000,978333,121667,88.94,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,5/14/2023 00:00,Yes,Intraday 3,Receipt,1100000,904639,195361,82.24,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,5/13/2023 00:00,Yes,Intraday 3,Receipt,1100000,755144,344856,68.65,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,5/12/2023 00:00,Yes,Intraday 3,Receipt,1100000,809562,290438,73.6,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,5/11/2023 00:00,Yes,Intraday 3,Receipt,1100000,763941,336059,69.45,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,ANR/TCPL Mermentau River,INTERCONNECT,ANR/TCPL Mermentau River,83961,ANR Pipeline Co,Company,5/10/2023 00:00,Yes,Intraday 3,Receipt,1100000,707925,392075,64.36,2195935,2198215,2773839,60362
TransCameron Pipeline LLC,Venture Global LNG LLC,BRL/TCPL Mermentau River,INTERCONNECT,BRL/TCPL Mermentau River,83962,Bridgeline Holdings LP,Company,8/8/2023 00:00,Yes,Intraday 1,Receipt,500000,425368,74632,85.07,2195935,2198215,2773841,584211
TransCameron Pipeline LLC,Venture Global LNG LLC,BRL/TCPL Mermentau River,INTERCONNECT,BRL/TCPL Mermentau River,83962,Bridgeline Holdings LP,Company,8/7/2023 00:00,Yes,Intraday 3,Receipt,500000,422980,77020,84.6,2195935,2198215,2773841,584211
TransCameron Pipeline LLC,Venture Global LNG LLC,BRL/TCPL Mermentau River,INTERCONNECT,BRL/TCPL Mermentau River,83962,Bridgeline Holdings LP,Company,8/6/2023 00:00,Yes,Intraday 3,Receipt,500000,422198,77802,84.44,2195935,2198215,2773841,584211
TransCameron Pipeline LLC,Venture Global LNG LLC,BRL/TCPL Mermentau River,INTERCONNECT,BRL/TCPL Mermentau River,83962,Bridgeline Holdings LP,Company,8/5/2023 00:00,Yes,Intraday 3,Receipt,500000,425362,74638,85.07,2195935,2198215,2773841,584211
TransCameron Pipeline LLC,Venture Global LNG LLC,BRL/TCPL Mermentau River,INTERCONNECT,BRL/TCPL Mermentau River,83962,Bridgeline Holdings LP,Company,8/4/2023 00:00,Yes,Intraday 3,Receipt,500000,410459,89541,82.09,2195935,2198215,2773841,584211
TransCameron Pipeline LLC,Venture Global LNG LLC,BRL/TCPL Mermentau River,INTERCONNECT,BRL/TCPL Mermentau River,83962,Bridgeline Holdings LP,Company,8/3/2023 00:00,Yes,Intraday 3,Receipt,500000,419538,80462,83.91,2195935,2198215,2773841,584211
TransCameron Pipeline LLC,Venture Global LNG LLC,BRL/TCPL Mermentau River,INTERCONNECT,BRL/TCPL Mermentau River,83962,Bridgeline Holdings LP,Company,8/2/2023 00:00,Yes,Intraday 3,Receipt,500000,425382,74618,85.08,2195935,2198215,2773841,584211
TransCameron Pipeline LLC,Venture Global LNG LLC,BRL/TCPL Mermentau River,INTERCONNECT,BRL/TCPL Mermentau River,83962,Bridgeline Holdings LP,Company,8/1/2023 00:00,Yes,Intraday 3,Receipt,500000,425457,74543,85.09,2195935,2198215,2773841,584211
