Branch Name,03/14/2019 Status,06/16/2023 Status,Description
JORTAP52_1                      ,,In-Service,Missing-In-First
CHBJOR97_A                      ,,In-Service,Missing-In-First
JORWIN52_A                      ,,In-Service,Missing-In-First
DOCTAP36_1                      ,,In-Service,Missing-In-First
DOCTAP02_1                      ,,In-Service,Missing-In-First
DOCSI_36_A                      ,,In-Service,Missing-In-First
DOCDOC36_1                      ,,In-Service,Missing-In-First
BSTDOC36_A                      ,,In-Service,Missing-In-First
DOCJCK36_A                      ,,In-Service,Missing-In-First
ETP_GALOW_1                     ,,In-Service,Missing-In-First
138_7_1                         ,,In-Service,Missing-In-First
138_8_1                         ,,In-Service,Missing-In-First
CHALME_MAGILL1_1                ,,Out-Of-Service,Missing-In-First
138_FMF_LNV_1                   ,,In-Service,Missing-In-First
BLYCCK72_A                      ,,In-Service,Missing-In-First
BLYWAT62_A                      ,,In-Service,Missing-In-First
BLYJCK57_A                      ,,In-Service,Missing-In-First
BLUBLY72_A                      ,,In-Service,Missing-In-First
BLYJCK62_A                      ,,Out-Of-Service,Missing-In-First
SHRPSH_CAYCESW_1                ,,In-Service,Missing-In-First
BSTCPR36_A                      ,,In-Service,Missing-In-First
DOWJCK27_A                      ,,In-Service,Missing-In-First
JCKWAT62_A                      ,,In-Service,Missing-In-First
JCKREF27_A                      ,,In-Service,Missing-In-First
JCKJCK59_1                      ,,In-Service,Missing-In-First
JCKJCK48_1                      ,,In-Service,Missing-In-First
JCKTAP59_1                      ,,In-Service,Missing-In-First
JCKTAP48_1                      ,,In-Service,Missing-In-First
FWEHOC11_A                      ,,In-Service,Missing-In-First
CHSRVR94_A                      ,,In-Service,Missing-In-First
HUD_CKT5_1                      ,,In-Service,Missing-In-First
HUD_CKT8_1                      ,,In-Service,Missing-In-First
BOGDER85_A                      ,,In-Service,Missing-In-First
VICTPRT2_TL_1                   ,,In-Service,Missing-In-First
BRNDAL86_A                      ,,In-Service,Missing-In-First
DOLRUS84_A                      ,,In-Service,Missing-In-First
MRNRUS84_A                      ,,In-Service,Missing-In-First
CORICH_GANADO1_1                ,,In-Service,Missing-In-First
CITYVICT_TL_1                   ,,In-Service,Missing-In-First
GARHL_66_A                      ,,In-Service,Missing-In-First
PEY_LINE_1                      ,,In-Service,Missing-In-First
CNRRIG86_A                      ,,In-Service,Missing-In-First
PLARIG86_A                      ,,In-Service,Missing-In-First
HOPWRN84_A                      ,,In-Service,Missing-In-First
CITYVI_VICTOR1_1                ,,In-Service,Missing-In-First
PAVLOV_SERDEV1_1                ,,In-Service,Missing-In-First
ESPERA_STPSW1_1                 ,,In-Service,Missing-In-First
CELANE_ESPERA1_1                ,,In-Service,Missing-In-First
KW_LAK66_A                      ,,In-Service,Missing-In-First
BKEEGL02_A                      ,,In-Service,Missing-In-First
BKEWGU11__E                     ,,In-Service,Missing-In-First
138_LNV_PRX_1                   ,,In-Service,Missing-In-First
HOCPRO0X_A                      ,,Out-Of-Service,Missing-In-First
G138_6_1                        ,,In-Service,Missing-In-First
G138_3_1                        ,,In-Service,Missing-In-First
G138_5_1                        ,,In-Service,Missing-In-First
G138_2_1                        ,,In-Service,Missing-In-First
138_ATT_TPZ_1                   ,,In-Service,Missing-In-First
MCKRS_60_A                      ,,In-Service,Missing-In-First
BAY_CI_BLACKC1_1                ,,In-Service,Missing-In-First
BOGEAB88_A                      ,,In-Service,Missing-In-First
AZ_BOG85_A                      ,,In-Service,Missing-In-First
JOSLIN_SANDCR1_1                ,,In-Service,Missing-In-First
LBM3_L01_1                      ,,In-Service,Missing-In-First
LBM3_L02_1                      ,,In-Service,Missing-In-First
138_ANG_GES_1                   ,,In-Service,Missing-In-First
ENCPHR91_A                      ,,In-Service,Missing-In-First
CI_WOR21_A                      ,,In-Service,Missing-In-First
WORTAP21_1                      ,,In-Service,Missing-In-First
SA_WOR76_A                      ,,In-Service,Missing-In-First
WORTAP76_1                      ,,In-Service,Missing-In-First
PLN_TLINE_1                     ,,In-Service,Missing-In-First
NCOWC_01_A                      ,,In-Service,Missing-In-First
EGLWC_02_A                      ,,In-Service,Missing-In-First
EGLWES01_A                      ,,In-Service,Missing-In-First
CS_PLA86_A                      ,,In-Service,Missing-In-First
BCKCCK01_A                      ,,In-Service,Missing-In-First
CCKWLY72_A                      ,,In-Service,Missing-In-First
BERSC_96_A                      ,,In-Service,Missing-In-First
RABSMR01_A                      ,,In-Service,Missing-In-First
SANWC_60_A                      ,,In-Service,Missing-In-First
DAGSAN01_A                      ,,In-Service,Missing-In-First
JAYWLF01_A                      ,,In-Service,Missing-In-First
HLJWLF64_A                      ,,In-Service,Missing-In-First
HOCPRO01_A                      ,,In-Service,Missing-In-First
CACHUG60_A                      ,,In-Service,Missing-In-First
EB_HUG60_A                      ,,In-Service,Missing-In-First
HUGSBE01_A                      ,,In-Service,Missing-In-First
BLUHLJ72_A                      ,,In-Service,Missing-In-First
LIGRVR01_A                      ,,In-Service,Missing-In-First
BEAEB_60_A                      ,,In-Service,Missing-In-First
BEATAV01_A                      ,,In-Service,Missing-In-First
MYKPE_06_A                      ,,In-Service,Missing-In-First
MYKPE_91_A                      ,,In-Service,Missing-In-First
ROWWLY01_A                      ,,In-Service,Missing-In-First
DABLON01_A                      ,,In-Service,Missing-In-First
AE_BCH01_A                      ,,In-Service,Missing-In-First
AE_DAB04_A                      ,,In-Service,Missing-In-First
CAYCESW_VANVLK_1                ,,In-Service,Missing-In-First
138_TCM_CTL_1                   ,,In-Service,Missing-In-First
LIGLIG01_1                      ,,In-Service,Missing-In-First
138_SWY_BRE_1                   ,,In-Service,Missing-In-First
GALOW_MUSTNGCK_1                ,,In-Service,Missing-In-First
STLTB_66_A                      ,,In-Service,Missing-In-First
GLFNEW60_A                      ,,In-Service,Missing-In-First
GLFTGS01_A                      ,,In-Service,Missing-In-First
ARROZ_LANCTY1_1                 ,,Out-Of-Service,Missing-In-First
AE_MYR01_A                      ,,In-Service,Missing-In-First
ACHRZ_26_A                      ,,In-Service,Missing-In-First
ACHBTM01_A                      ,,In-Service,Missing-In-First
HLJDAN01_A                      ,,In-Service,Missing-In-First
PT_TWM25_A                      ,,In-Service,Missing-In-First
JONNP_86_A                      ,,In-Service,Missing-In-First
JONLW_86_A                      ,,In-Service,Missing-In-First
GR_JON86_A                      ,,In-Service,Missing-In-First
GR_JON90_A                      ,,Out-Of-Service,Missing-In-First
JONLW_90_A                      ,,Out-Of-Service,Missing-In-First
TREB_SLR_TLINE_1                ,,Out-Of-Service,Missing-In-First
VISTRO_SERDEV1_1                ,,In-Service,Missing-In-First
BM_BM_81_1                      ,,In-Service,Missing-In-First
BM_TAP81_1                      ,,In-Service,Missing-In-First
PK_PK_90_1                      ,,In-Service,Missing-In-First
GA_WEB01_A                      ,,In-Service,Missing-In-First
GA_TAP01_1                      ,,In-Service,Missing-In-First
GT_GT_90_1                      ,,In-Service,Missing-In-First
GSU6-SWYD_1                     ,,In-Service,Missing-In-First
GSU5-SWYD_1                     ,,Out-Of-Service,Missing-In-First
BSTTAP36_1                      ,,In-Service,Missing-In-First
BRNMB_86_A                      ,,In-Service,Missing-In-First
CELANE_SERDEV3_1                ,,In-Service,Missing-In-First
CHLDPW70_A                      ,,In-Service,Missing-In-First
DPWSC_23_A                      ,,In-Service,Missing-In-First
GF_GV_12_A                      ,,In-Service,Missing-In-First
DPWSDN74_A                      ,,In-Service,Missing-In-First
LK_WO_11_A                      ,,In-Service,Missing-In-First
LINE_M1_1                       ,,In-Service,Missing-In-First
LINE_M2_1                       ,,In-Service,Missing-In-First
DA_WC_89_A                      ,,In-Service,Missing-In-First
MIDMID90A_1                     ,,In-Service,Missing-In-First
MIDMID90B_1                     ,,In-Service,Missing-In-First
UN_UN_91_1                      ,,In-Service,Missing-In-First
CBYBR1_1                        ,,In-Service,Missing-In-First
CBYGEN02_1                      ,,In-Service,Missing-In-First
CBYGEN01_1                      ,,In-Service,Missing-In-First
GBYBR1_1                        ,,In-Service,Missing-In-First
GBYGEN08_1                      ,,In-Service,Missing-In-First
PALACI_SERDEV1_1                ,,In-Service,Missing-In-First
HOCBR1_1                        ,,In-Service,Missing-In-First
WL_TAP65_1                      ,,In-Service,Missing-In-First
PT_WL_65_1                      ,,In-Service,Missing-In-First
WV_CAS10_A                      ,,In-Service,Missing-In-First
CLR_N_1                         ,,In-Service,Missing-In-First
CLR_S_1                         ,,In-Service,Missing-In-First
CLR_L01_1                       ,,In-Service,Missing-In-First
RAMBLER_GENTIE_1                ,,In-Service,Missing-In-First
ANSN_STAM1_1                    ,,In-Service,Missing-In-First
SAMATH_SANW1_1                  ,,In-Service,Missing-In-First
CONCHO_SANW0_1                  ,,In-Service,Missing-In-First
BATCAVE_TLINE_1                 ,,In-Service,Missing-In-First
LONEWOLF_TLINE_1                ,,In-Service,Missing-In-First
MADDUX_SANTIA1_1                ,,In-Service,Missing-In-First
SCOUT_STMBOA1_1                 ,,In-Service,Missing-In-First
665__B                          ,,In-Service,Missing-In-First
DMTSW_NEBULA1_1                 ,,In-Service,Missing-In-First
6426__A                         ,,In-Service,Missing-In-First
ENDPARKS_TL_1                   ,,In-Service,Missing-In-First
DMTSW_FIGARO1_1                 ,,Out-Of-Service,Missing-In-First
HOLSTEIN_CKT1_1                 ,,In-Service,Missing-In-First
BELKNA_NINEMI1_1                ,,In-Service,Missing-In-First
BELKNA_PHANPM1_1                ,,In-Service,Missing-In-First
CARCEL_PHANPM1_1                ,,Out-Of-Service,Missing-In-First
SCHNDR_BIGHIL2_2                ,,Out-Of-Service,Missing-In-First
NWEST2_LN2_1                    ,,In-Service,Missing-In-First
BURMA_CARLBD1_1                 ,,In-Service,Missing-In-First
ENLKITP_CRM1_1                  ,,In-Service,Missing-In-First
HEARTL_SOUTHB1_1                ,,In-Service,Missing-In-First
14030__C                        ,,Out-Of-Service,Missing-In-First
HEARTL_KATEMC1_1                ,,In-Service,Missing-In-First
COYOTE_TLINE_1                  ,,In-Service,Missing-In-First
TENYS1_TENYE_1                  ,,In-Service,Missing-In-First
690T690_1                       ,,In-Service,Missing-In-First
ENLKIT_ENLKI_1                  ,,In-Service,Missing-In-First
CARVER_TINSLE1_1                ,,In-Service,Missing-In-First
CTHR_TINSLE1_1                  ,,In-Service,Missing-In-First
6230__C                         ,,In-Service,Missing-In-First
DOLAN_DCPROC_1                  ,,In-Service,Missing-In-First
BELKNA_NUGE1_1                  ,,In-Service,Missing-In-First
CALLAH_PERSHI1_1                ,,In-Service,Missing-In-First
OAKC_PERSHI1_1                  ,,In-Service,Missing-In-First
PERSH_VLYCRK_1                  ,,In-Service,Missing-In-First
HEARTL_MCECBR1_1                ,,In-Service,Missing-In-First
HEARTL_YELWJC1_1                ,,In-Service,Missing-In-First
HEARTL_RUDDER1_1                ,,Out-Of-Service,Missing-In-First
709T709_1                       ,,In-Service,Missing-In-First
MAVCRK_W_TLINE_1                ,,In-Service,Missing-In-First
710T710_1                       ,,In-Service,Missing-In-First
GALLOWAY_TLINE_1                ,,In-Service,Missing-In-First
RTS2_RTS_1                      ,,In-Service,Missing-In-First
AMD1_AMD2_LINE_1                ,,In-Service,Missing-In-First
AMADEU_FIGARO1_1                ,,In-Service,Missing-In-First
MAVCRK_E_TLINE_1                ,,In-Service,Missing-In-First
CLAYT_PHNTM2_1                  ,,In-Service,Missing-In-First
PHNTM_WSHAK2_1                  ,,In-Service,Missing-In-First
ANSON1_TLINE_1                  ,,In-Service,Missing-In-First
MARYNEAL_SW5_1                  ,,In-Service,Missing-In-First
BALLIN_GARNET1_1                ,,Out-Of-Service,Missing-In-First
FTCHAD_GARNET1_1                ,,Out-Of-Service,Missing-In-First
6427__B                         ,,In-Service,Missing-In-First
6427__C                         ,,In-Service,Missing-In-First
SWT_SWT_1                       ,,In-Service,Missing-In-First
DPC_SNY_1                       ,,In-Service,Missing-In-First
MADDUX_TREADW1_1                ,,In-Service,Missing-In-First
MADDUX_SAPOWE2_1                ,,In-Service,Missing-In-First
MADDUX_SAPOWE1_1                ,,In-Service,Missing-In-First
RATLIFF_GT_1                    ,,In-Service,Missing-In-First
6785__F                         ,,In-Service,Missing-In-First
6785__G                         ,,In-Service,Missing-In-First
677T677_1                       ,,In-Service,Missing-In-First
678T678_1                       ,,In-Service,Missing-In-First
CASCAR_SHBA1_1                  ,,Out-Of-Service,Missing-In-First
CASCAR_ELDO1_1                  ,,Out-Of-Service,Missing-In-First
CASCAR_SONO1_1                  ,,Out-Of-Service,Missing-In-First
SCOUT_JIMNED_1                  ,,Out-Of-Service,Missing-In-First
FIGARO_NEBULA1_1                ,,In-Service,Missing-In-First
ANDROMDA_LINE_1                 ,,In-Service,Missing-In-First
CARCEL_RAINEY1_1                ,,Out-Of-Service,Missing-In-First
CARCEL_ROBERS1_1                ,,Out-Of-Service,Missing-In-First
AMCO_MAGNOX1_1                  ,,In-Service,Missing-In-First
MAGNOX_STER1_1                  ,,In-Service,Missing-In-First
CRMWD5_MAGNOX1_1                ,,In-Service,Missing-In-First
CRM4_MAGNOX1_1                  ,,Out-Of-Service,Missing-In-First
T-316_1                         ,,In-Service,Missing-In-First
T-321_1                         ,,In-Service,Missing-In-First
T-315_1                         ,,In-Service,Missing-In-First
DUTTON_RUDDER1_1                ,,Out-Of-Service,Missing-In-First
DUTTON_MAJOR1_1                 ,,Out-Of-Service,Missing-In-First
MAJOR_NORTHB1_1                 ,,Out-Of-Service,Missing-In-First
SERIES_1_1                      ,,In-Service,Missing-In-First
DRYFRI_UVALDE1_1                ,,In-Service,Missing-In-First
DRYFRI_RAZORB1_1                ,,In-Service,Missing-In-First
BIT_SWWND3_1                    ,,In-Service,Missing-In-First
9524_T21489_1                   ,,In-Service,Missing-In-First
6429__F                         ,,In-Service,Missing-In-First
ARROTT_HULLDA1_1                ,,In-Service,Missing-In-First
HULLDA_LVOK1_1                  ,,In-Service,Missing-In-First
1508T508_1                      ,,In-Service,Missing-In-First
BURMA_CRM41_1                   ,,In-Service,Missing-In-First
AVW_DIVIDE_TL_1                 ,,In-Service,Missing-In-First
721T721_1                       ,,In-Service,Missing-In-First
HUB1_SALTPR1_1                  ,,In-Service,Missing-In-First
744T744_1                       ,,In-Service,Missing-In-First
745T745_1                       ,,In-Service,Missing-In-First
BUENA_SERDEV1_1                 ,,In-Service,Missing-In-First
REDCRE_TRIBUT1_1                ,,Out-Of-Service,Missing-In-First
713T713_1                       ,,In-Service,Missing-In-First
CONCHO_CRIS1_1                  ,,In-Service,Missing-In-First
AVENUE_SAPOWE1_1                ,,In-Service,Missing-In-First
AVENUE_SACH1_1                  ,,In-Service,Missing-In-First
CRM1T_ENLKTP_1                  ,,In-Service,Missing-In-First
HAMILT_SERDEV1_1                ,,In-Service,Missing-In-First
MULBER_PERIGE1_1                ,,In-Service,Missing-In-First
SCOUTTUSCOL1_1                  ,,In-Service,Missing-In-First
BENFIC_TRIBUT1_1                ,,Out-Of-Service,Missing-In-First
ABNTHW_SERDEV1_1                ,,In-Service,Missing-In-First
BURMA_SACH1_1                   ,,In-Service,Missing-In-First
BRACK_SERDEV2_1                 ,,In-Service,Missing-In-First
BRACK_SERDEV1_1                 ,,In-Service,Missing-In-First
6251__B                         ,,In-Service,Missing-In-First
6471__C                         ,,In-Service,Missing-In-First
6053__A                         ,,In-Service,Missing-In-First
14030__B                        ,,Out-Of-Service,Missing-In-First
BRAZ_WND_LN2_1                  ,,Out-Of-Service,Missing-In-First
SCKSS_SCRYSW_1                  ,,In-Service,Missing-In-First
717T715_1                       ,,In-Service,Missing-In-First
ALBNYT_SALTPR1_1                ,,In-Service,Missing-In-First
FIGARO_KIRCHH1_1                ,,In-Service,Missing-In-First
BONDRO_SUTTON1_1                ,,In-Service,Missing-In-First
WH_WIND_TL_1                    ,,In-Service,Missing-In-First
MAXWEL_SERDEV1_1                ,,In-Service,Missing-In-First
6427__A                         ,,In-Service,Missing-In-First
DEWOLF_AVIATL_1                 ,,In-Service,Missing-In-First
PAWNEE_TANGO1_1                 ,,In-Service,Missing-In-First
N5_P4_1_1                       ,,In-Service,Missing-In-First
1720__B                         ,,In-Service,Missing-In-First
SNDSW_SERDEV1_1                 ,,In-Service,Missing-In-First
SNDSW_SERDEV2_1                 ,,In-Service,Missing-In-First
F0_S3_1                         ,,In-Service,Missing-In-First
F0_S5_1                         ,,In-Service,Missing-In-First
1680__F                         ,,In-Service,Missing-In-First
712T712_1                       ,,In-Service,Missing-In-First
R0_FAIR_1                       ,,In-Service,Missing-In-First
1666__C                         ,,In-Service,Missing-In-First
616T616_1                       ,,In-Service,Missing-In-First
139T137_1                       ,,In-Service,Missing-In-First
CKT_1031_1                      ,,In-Service,Missing-In-First
739T739_1                       ,,In-Service,Missing-In-First
714T714_1                       ,,In-Service,Missing-In-First
657T657_1                       ,,In-Service,Missing-In-First
D5_J0_1                         ,,In-Service,Missing-In-First
CKT_1030_1                      ,,In-Service,Missing-In-First
CKT_1032_1                      ,,In-Service,Missing-In-First
9525_T21501_1                   ,,In-Service,Missing-In-First
698T698_1                       ,,In-Service,Missing-In-First
G0_P2_1                         ,,In-Service,Missing-In-First
K0_MNGR_1                       ,,In-Service,Missing-In-First
196T171_1                       ,,In-Service,Missing-In-First
M2_P2_TEMP_1                    ,,Out-Of-Service,Missing-In-First
704T704_1                       ,,Out-Of-Service,Missing-In-First
701T701_1                       ,,In-Service,Missing-In-First
128T701_1                       ,,In-Service,Missing-In-First
J3_L4_1                         ,,In-Service,Missing-In-First
E0_F3_1                         ,,In-Service,Missing-In-First
G2_M3_1                         ,,In-Service,Missing-In-First
NF_BRP_TLINE_1                  ,,In-Service,Missing-In-First
O9_WILSN_1                      ,,In-Service,Missing-In-First
1664__C                         ,,In-Service,Missing-In-First
LOST_PI2_1                      ,,In-Service,Missing-In-First
CKT_3135_1                      ,,In-Service,Missing-In-First
CKT_1025_1                      ,,In-Service,Missing-In-First
1665__C                         ,,In-Service,Missing-In-First
1765__B                         ,,In-Service,Missing-In-First
700T700_1                       ,,In-Service,Missing-In-First
F1_F2_1                         ,,In-Service,Missing-In-First
CKT_1099_1                      ,,In-Service,Missing-In-First
668T668_1                       ,,In-Service,Missing-In-First
1735__A                         ,,In-Service,Missing-In-First
K5_R4_1                         ,,In-Service,Missing-In-First
B2_R4_1                         ,,In-Service,Missing-In-First
R4_Z1_1                         ,,In-Service,Missing-In-First
R5_KENDL_1                      ,,In-Service,Missing-In-First
546T546_1                       ,,In-Service,Missing-In-First
358T703_1                       ,,In-Service,Missing-In-First
T4_V0_1                         ,,In-Service,Missing-In-First
Q3_W3_1                         ,,In-Service,Missing-In-First
715T714_1                       ,,In-Service,Missing-In-First
X443_B331_1                     ,,In-Service,Missing-In-First
C4_Y1_1                         ,,In-Service,Missing-In-First
GILLCR1_Z1                      ,,In-Service,Missing-In-First
GILLCR2_Z2                      ,,In-Service,Missing-In-First
SLCNHLS_TL_1                    ,,In-Service,Missing-In-First
738T738_1                       ,,In-Service,Missing-In-First
U4_X1_1                         ,,In-Service,Missing-In-First
H1_Y5_1                         ,,In-Service,Missing-In-First
301T306_1                       ,,In-Service,Missing-In-First
1290T305_1                      ,,Out-Of-Service,Missing-In-First
D1_X2_1                         ,,In-Service,Missing-In-First
K5_Q1_1                         ,,In-Service,Missing-In-First
756T756_1                       ,,In-Service,Missing-In-First
702T702_1                       ,,In-Service,Missing-In-First
680T680_1                       ,,In-Service,Missing-In-First
43T742_1                        ,,In-Service,Missing-In-First
8007T8007_G1                    ,,In-Service,Missing-In-First
1197T171_1                      ,,In-Service,Missing-In-First
P4_T5_1_1                       ,,In-Service,Missing-In-First
E5_P4_2_1                       ,,In-Service,Missing-In-First
E5_P4_1_1                       ,,In-Service,Missing-In-First
L4_P3_1                         ,,In-Service,Missing-In-First
U2_Z5_1                         ,,In-Service,Missing-In-First
P2_U2_1                         ,,In-Service,Missing-In-First
P2_U2_TEMP_1                    ,,Out-Of-Service,Missing-In-First
736T736_1                       ,,In-Service,Missing-In-First
Y5_Z4_1                         ,,In-Service,Missing-In-First
661T661_1                       ,,In-Service,Missing-In-First
V2_Z5_1                         ,,In-Service,Missing-In-First
501T231_1                       ,,In-Service,Missing-In-First
1500T231_1                      ,,In-Service,Missing-In-First
136T749_1                       ,,In-Service,Missing-In-First
703T703_1                       ,,In-Service,Missing-In-First
CKT_3136_1                      ,,In-Service,Missing-In-First
1680__E                         ,,In-Service,Missing-In-First
747T747_1                       ,,Out-Of-Service,Missing-In-First
CALV_BALYV_1                    ,,In-Service,Missing-In-First
699T699_1                       ,,In-Service,Missing-In-First
725T725_1                       ,,In-Service,Missing-In-First
1670__C                         ,,In-Service,Missing-In-First
1685__A                         ,,In-Service,Missing-In-First
202T754_1                       ,,In-Service,Missing-In-First
1511T511_1                      ,,In-Service,Missing-In-First
X4_ESS_1                        ,,In-Service,Missing-In-First
749T749_1                       ,,In-Service,Missing-In-First
642T642_1                       ,,In-Service,Missing-In-First
711T715_1                       ,,In-Service,Missing-In-First
A3_A5_1                         ,,In-Service,Missing-In-First
A3_X5_1                         ,,In-Service,Missing-In-First
647T647_1                       ,,In-Service,Missing-In-First
641T641_1                       ,,In-Service,Missing-In-First
E_BL_TL_1                       ,,In-Service,Missing-In-First
CKT_3137_1                      ,,In-Service,Missing-In-First
1670__B                         ,,In-Service,Missing-In-First
RVRVLYS_TL_CMN_1                ,,In-Service,Missing-In-First
748T748_1                       ,,In-Service,Missing-In-First
RVRVLYS_TL_1_1                  ,,In-Service,Missing-In-First
RVRVLYS_TL_2_1                  ,,In-Service,Missing-In-First
1625__A                         ,,In-Service,Missing-In-First
1635__A                         ,,In-Service,Missing-In-First
EBELLSLR_TLINE_1                ,,Out-Of-Service,Missing-In-First
COLN_PRVNTP_1                   ,,In-Service,Missing-In-First
1853__A                         ,,In-Service,Missing-In-First
1853__B                         ,,In-Service,Missing-In-First
VINSW_CPL_1                     ,,In-Service,Missing-In-First
1065__M                         ,,In-Service,Missing-In-First
651__G                          ,,In-Service,Missing-In-First
2360__B                         ,,In-Service,Missing-In-First
2020__K                         ,,In-Service,Missing-In-First
6271__E                         ,,In-Service,Missing-In-First
915__E                          ,,In-Service,Missing-In-First
765__B                          ,,Out-Of-Service,Missing-In-First
880__A                          ,,Out-Of-Service,Missing-In-First
567__H                          ,,In-Service,Missing-In-First
567__G                          ,,In-Service,Missing-In-First
LIL_HIGHPNT_1                   ,,In-Service,Missing-In-First
1850__J                         ,,In-Service,Missing-In-First
OKPNTS_KRGRV_1                  ,,In-Service,Missing-In-First
820__G                          ,,In-Service,Missing-In-First
6402__C                         ,,In-Service,Missing-In-First
1210__E                         ,,In-Service,Missing-In-First
CHIS_ROSM_1                     ,,In-Service,Missing-In-First
1790__A                         ,,In-Service,Missing-In-First
6498__B                         ,,In-Service,Missing-In-First
1060__Q                         ,,In-Service,Missing-In-First
RNK_RNKSW_1                     ,,In-Service,Missing-In-First
6274__G                         ,,Out-Of-Service,Missing-In-First
1290__G                         ,,In-Service,Missing-In-First
3340__F                         ,,In-Service,Missing-In-First
3340__H                         ,,In-Service,Missing-In-First
3340__G                         ,,In-Service,Missing-In-First
3415__E                         ,,In-Service,Missing-In-First
3300__F                         ,,In-Service,Missing-In-First
BLDSBLDS_RC_1                   ,,In-Service,Missing-In-First
1885__A                         ,,Out-Of-Service,Missing-In-First
2440__X                         ,,In-Service,Missing-In-First
160__D                          ,,In-Service,Missing-In-First
790__E                          ,,In-Service,Missing-In-First
138_LNK_THS_1                   ,,In-Service,Missing-In-First
1432__C                         ,,In-Service,Missing-In-First
1432__D                         ,,In-Service,Missing-In-First
EGAN_HIGHPNT_1                  ,,In-Service,Missing-In-First
6365__B                         ,,In-Service,Missing-In-First
1063__A                         ,,In-Service,Missing-In-First
1980__F                         ,,Out-Of-Service,Missing-In-First
665__A                          ,,In-Service,Missing-In-First
CONAN_SANA1_1                   ,,In-Service,Missing-In-First
230__B                          ,,In-Service,Missing-In-First
RDW_HK_NODE_1                   ,,In-Service,Missing-In-First
RSHIL_RC_TALTY_1                ,,In-Service,Missing-In-First
6300__K                         ,,In-Service,Missing-In-First
61__B                           ,,In-Service,Missing-In-First
163__A                          ,,In-Service,Missing-In-First
GUSTIN_POTSVIL_1                ,,In-Service,Missing-In-First
1854__A                         ,,In-Service,Missing-In-First
1395__A                         ,,Out-Of-Service,Missing-In-First
3340__E                         ,,In-Service,Missing-In-First
6400__J                         ,,In-Service,Missing-In-First
DENT1_DENTSW_1                  ,,In-Service,Missing-In-First
THRP_FRD_1                      ,,In-Service,Missing-In-First
2120__A                         ,,In-Service,Missing-In-First
2115__B                         ,,In-Service,Missing-In-First
2105__A                         ,,Out-Of-Service,Missing-In-First
AVNDL_ROSM_1                    ,,In-Service,Missing-In-First
690__M                          ,,In-Service,Missing-In-First
1705__E                         ,,In-Service,Missing-In-First
NOBLESLR_TLINE_1                ,,In-Service,Missing-In-First
37015__A                        ,,In-Service,Missing-In-First
DRESSY_SHNOAK_1                 ,,In-Service,Missing-In-First
3610__C                         ,,Out-Of-Service,Missing-In-First
3412__B                         ,,In-Service,Missing-In-First
3424__B                         ,,In-Service,Missing-In-First
NAV_ASPIR__A                    ,,In-Service,Missing-In-First
36015__A                        ,,In-Service,Missing-In-First
36025__A                        ,,In-Service,Missing-In-First
228__B                          ,,In-Service,Missing-In-First
506__A                          ,,In-Service,Missing-In-First
35051__A                        ,,In-Service,Missing-In-First
LIBER_SAMSW_1                   ,,In-Service,Missing-In-First
BB_N_LA_138_1                   ,,In-Service,Missing-In-First
BB_HK_NODE_1                    ,,In-Service,Missing-In-First
35095__B                        ,,In-Service,Missing-In-First
35087__A                        ,,In-Service,Missing-In-First
35090__B                        ,,In-Service,Missing-In-First
SWIMER_ZHILL_1                  ,,In-Service,Missing-In-First
REATA_ROMNE_1A_A                ,,In-Service,Missing-In-First
NAV_ASPIR__C                    ,,In-Service,Missing-In-First
NAV_ASPIR__B                    ,,In-Service,Missing-In-First
LATIM_WSHACK_1                  ,,In-Service,Missing-In-First
REATA_WSHKL_1A_A                ,,In-Service,Missing-In-First
CHISMGRD_TLINE_1                ,,In-Service,Missing-In-First
COOPERCK_BRKR_1                 ,,In-Service,Missing-In-First
2020__J                         ,,In-Service,Missing-In-First
ESTES_SOLANU1_1                 ,,In-Service,Missing-In-First
MCKINNEY_BRKR_1                 ,,In-Service,Missing-In-First
745__J                          ,,In-Service,Missing-In-First
566__A                          ,,In-Service,Missing-In-First
OAKPNTS_ARCO_1                  ,,In-Service,Missing-In-First
565__R                          ,,In-Service,Missing-In-First
MILLWD_WYLIE_1                  ,,In-Service,Missing-In-First
1060__P                         ,,In-Service,Missing-In-First
6017__B                         ,,In-Service,Missing-In-First
JYBRD_HANIB_1                   ,,In-Service,Missing-In-First
WMFMS138KV__1                   ,,In-Service,Missing-In-First
1700__F                         ,,In-Service,Missing-In-First
JC_MSBCH_1                      ,,In-Service,Missing-In-First
JC_DC_PH2_1                     ,,In-Service,Missing-In-First
JC_DC_PH3_1                     ,,In-Service,Missing-In-First
GRIFFI_SALTPR1_1                ,,In-Service,Missing-In-First
WALSWLNS_RC_1                   ,,In-Service,Missing-In-First
567__F                          ,,In-Service,Missing-In-First
565__Q                          ,,In-Service,Missing-In-First
793__A                          ,,In-Service,Missing-In-First
1703__A                         ,,In-Service,Missing-In-First
CAMP_MORHD1_A                   ,,In-Service,Missing-In-First
CAMP_MORHD2_B                   ,,In-Service,Missing-In-First
DENTWALS_RC_1                   ,,In-Service,Missing-In-First
PRVNTP_NAVO2_1                  ,,In-Service,Missing-In-First
PRVNTP_PRVN2_1                  ,,In-Service,Missing-In-First
PRVNTP_PNTHR_1                  ,,In-Service,Missing-In-First
PRVNTP_NAVO_1                   ,,In-Service,Missing-In-First
